#   pt       r            w            wL          Qw            A            b           IP
   235   0.4680E+01   0.2782E-04   0.1582E-04   0.2808E-02   0.6977E+01   0.2657E+01   0.8821E+00
   236   0.4700E+01   0.2637E-04   0.1497E-04   0.2658E-02   0.7370E+01   0.2668E+01   0.8899E+00
   237   0.4720E+01   0.2500E-04   0.1416E-04   0.2515E-02   0.7801E+01   0.2680E+01   0.8980E+00
   238   0.4740E+01   0.2369E-04   0.1340E-04   0.2378E-02   0.8275E+01   0.2693E+01   0.9064E+00
   239   0.4760E+01   0.2245E-04   0.1267E-04   0.2247E-02   0.8797E+01   0.2706E+01   0.9150E+00
   240   0.4780E+01   0.2126E-04   0.1199E-04   0.2122E-02   0.9373E+01   0.2719E+01   0.9241E+00
   241   0.4800E+01   0.2013E-04   0.1134E-04   0.2003E-02   0.1001E+02   0.2733E+01   0.9334E+00
   242   0.4820E+01   0.1906E-04   0.1073E-04   0.1889E-02   0.1072E+02   0.2747E+01   0.9431E+00
   243   0.4840E+01   0.1804E-04   0.1015E-04   0.1780E-02   0.1150E+02   0.2761E+01   0.9532E+00
   244   0.4860E+01   0.1707E-04   0.9605E-05   0.1677E-02   0.1238E+02   0.2777E+01   0.9637E+00
   245   0.4880E+01   0.1614E-04   0.9087E-05   0.1578E-02   0.1335E+02   0.2792E+01   0.9745E+00
   246   0.4900E+01   0.1526E-04   0.8596E-05   0.1483E-02   0.1444E+02   0.2808E+01   0.9858E+00
   247   0.4920E+01   0.1443E-04   0.8133E-05   0.1393E-02   0.1567E+02   0.2825E+01   0.9975E+00
   248   0.4940E+01   0.1363E-04   0.7694E-05   0.1308E-02   0.1705E+02   0.2842E+01   0.1010E+01
   249   0.4960E+01   0.1288E-04   0.7279E-05   0.1226E-02   0.1862E+02   0.2860E+01   0.1022E+01
   250   0.4980E+01   0.1216E-04   0.6886E-05   0.1148E-02   0.2039E+02   0.2878E+01   0.1035E+01
   251   0.5000E+01   0.1148E-04   0.6515E-05   0.1075E-02   0.2241E+02   0.2897E+01   0.1049E+01
   252   0.5020E+01   0.1083E-04   0.6164E-05   0.1004E-02   0.2471E+02   0.2916E+01   0.1063E+01
   253   0.5040E+01   0.1021E-04   0.5831E-05   0.9373E-03   0.2735E+02   0.2937E+01   0.1078E+01
   254   0.5060E+01   0.9628E-05   0.5517E-05   0.8738E-03   0.3039E+02   0.2958E+01   0.1093E+01
   255   0.5080E+01   0.9073E-05   0.5219E-05   0.8134E-03   0.3391E+02   0.2979E+01   0.1109E+01
   256   0.5100E+01   0.8547E-05   0.4938E-05   0.7560E-03   0.3800E+02   0.3001E+01   0.1126E+01
   257   0.5120E+01   0.8047E-05   0.4671E-05   0.7016E-03   0.4278E+02   0.3025E+01   0.1144E+01
   258   0.5140E+01   0.7573E-05   0.4419E-05   0.6499E-03   0.4839E+02   0.3049E+01   0.1162E+01
   259   0.5160E+01   0.7123E-05   0.4181E-05   0.6010E-03   0.5501E+02   0.3074E+01   0.1181E+01
   260   0.5180E+01   0.6697E-05   0.3955E-05   0.5546E-03   0.6288E+02   0.3099E+01   0.1201E+01
   261   0.5200E+01   0.6292E-05   0.3742E-05   0.5106E-03   0.7228E+02   0.3126E+01   0.1222E+01
   262   0.5220E+01   0.5909E-05   0.3540E-05   0.4690E-03   0.8359E+02   0.3154E+01   0.1244E+01
   263   0.5240E+01   0.5547E-05   0.3349E-05   0.4296E-03   0.9730E+02   0.3183E+01   0.1267E+01
   264   0.5260E+01   0.5203E-05   0.3169E-05   0.3924E-03   0.1140E+03   0.3213E+01   0.1291E+01
   265   0.5280E+01   0.4877E-05   0.2998E-05   0.3573E-03   0.1347E+03   0.3245E+01   0.1316E+01
   266   0.5300E+01   0.4569E-05   0.2836E-05   0.3241E-03   0.1603E+03   0.3278E+01   0.1343E+01
   267   0.5320E+01   0.4278E-05   0.2683E-05   0.2927E-03   0.1923E+03   0.3312E+01   0.1371E+01
   268   0.5340E+01   0.4002E-05   0.2538E-05   0.2632E-03   0.2329E+03   0.3348E+01   0.1401E+01
   269   0.5360E+01   0.3742E-05   0.2401E-05   0.2353E-03   0.2849E+03   0.3386E+01   0.1433E+01
   270   0.5380E+01   0.3495E-05   0.2272E-05   0.2091E-03   0.3522E+03   0.3425E+01   0.1467E+01
   271   0.5400E+01   0.3263E-05   0.2149E-05   0.1844E-03   0.4404E+03   0.3467E+01   0.1502E+01
   272   0.5420E+01   0.3043E-05   0.2033E-05   0.1613E-03   0.5576E+03   0.3510E+01   0.1540E+01
   273   0.5440E+01   0.2835E-05   0.1924E-05   0.1395E-03   0.7157E+03   0.3556E+01   0.1581E+01
   274   0.5460E+01   0.2639E-05   0.1820E-05   0.1191E-03   0.9322E+03   0.3605E+01   0.1624E+01
   275   0.5480E+01   0.2454E-05   0.1722E-05   0.9992E-04   0.1234E+04   0.3656E+01   0.1671E+01
   276   0.5500E+01   0.2280E-05   0.1629E-05   0.8199E-04   0.1663E+04   0.3710E+01   0.1721E+01
   277   0.5520E+01   0.2116E-05   0.1541E-05   0.6523E-04   0.2285E+04   0.3768E+01   0.1775E+01
   278   0.5540E+01   0.1961E-05   0.1458E-05   0.4957E-04   0.3209E+04   0.3830E+01   0.1833E+01
   279   0.5560E+01   0.1815E-05   0.1379E-05   0.3496E-04   0.4614E+04   0.3895E+01   0.1896E+01
   280   0.5580E+01   0.1678E-05   0.1305E-05   0.2134E-04   0.6815E+04   0.3965E+01   0.1965E+01
   281   0.5600E+01   0.1549E-05   0.1235E-05   0.8678E-05   0.1037E+05   0.4040E+01   0.2040E+01
   282   0.5620E+01   0.1428E-05   0.1168E-05  -0.3089E-05   0.1631E+05   0.4121E+01   0.2123E+01
   283   0.5640E+01   0.1314E-05   0.1105E-05  -0.1400E-04   0.2664E+05   0.4208E+01   0.2213E+01
   284   0.5660E+01   0.1206E-05   0.1045E-05  -0.2411E-04   0.4539E+05   0.4302E+01   0.2314E+01
   285   0.5680E+01   0.1106E-05   0.9889E-06  -0.3344E-04   0.8118E+05   0.4405E+01   0.2425E+01
   286   0.5700E+01   0.1011E-05   0.9356E-06  -0.4205E-04   0.1534E+06   0.4517E+01   0.2550E+01
   287   0.5720E+01   0.9230E-06   0.8851E-06  -0.4997E-04   0.3091E+06   0.4639E+01   0.2690E+01
   288   0.5740E+01   0.8401E-06   0.8374E-06  -0.5724E-04   0.6703E+06   0.4774E+01   0.2849E+01
   289   0.5760E+01   0.7624E-06   0.7922E-06  -0.6390E-04   0.1585E+07   0.4924E+01   0.3031E+01
   290   0.5780E+01   0.6898E-06   0.7495E-06  -0.6997E-04   0.4147E+07   0.5091E+01   0.3240E+01
   291   0.5800E+01   0.6219E-06   0.7091E-06  -0.7549E-04   0.1225E+08   0.5278E+01   0.3482E+01
   292   0.5820E+01   0.5584E-06   0.6708E-06  -0.8049E-04   0.4182E+08   0.5489E+01   0.3766E+01
   293   0.5840E+01   0.4992E-06   0.6346E-06  -0.8501E-04   0.1704E+09   0.5730E+01   0.4104E+01
   294   0.5860E+01   0.4439E-06   0.6004E-06  -0.8906E-04   0.8629E+09   0.6007E+01   0.4511E+01
   295   0.5880E+01   0.3924E-06   0.5680E-06  -0.9268E-04   0.5738E+10   0.6330E+01   0.5009E+01
   296   0.5900E+01   0.3445E-06   0.5374E-06  -0.9589E-04   0.5397E+11   0.6711E+01   0.5629E+01
   297   0.5920E+01   0.2999E-06   0.5084E-06  -0.9872E-04   0.7973E+12   0.7166E+01   0.6419E+01
   298   0.5940E+01   0.2585E-06   0.4810E-06  -0.1012E-03   0.2151E+14   0.7722E+01   0.7454E+01
   299   0.5960E+01   0.2200E-06   0.4550E-06  -0.1033E-03   0.1330E+16   0.8415E+01   0.8852E+01
   300   0.5980E+01   0.1844E-06   0.4305E-06  -0.1051E-03   0.2686E+18   0.9304E+01   0.1082E+02
   301   0.6000E+01   0.1513E-06   0.4073E-06  -0.1066E-03   0.3207E+21   0.1049E+02   0.1375E+02
   302   0.6020E+01   0.1208E-06   0.3853E-06  -0.1079E-03   0.6559E+25   0.1214E+02   0.1842E+02
   303   0.6040E+01   0.9264E-07   0.3645E-06  -0.1088E-03   0.1918E+32   0.1461E+02   0.2667E+02
   304   0.6060E+01   0.6665E-07   0.3449E-06  -0.1096E-03   0.1108E+43   0.1870E+02   0.4372E+02
   305   0.6080E+01   0.4273E-07   0.3263E-06  -0.1101E-03   0.2918E+64   0.2683E+02   0.8995E+02
   306   0.6100E+01   0.2076E-07   0.3087E-06  -0.1104E-03   0.4211+127   0.5070E+02   0.3213E+03
   307   0.6120E+01   0.6026E-09   0.2920E-06  -0.1105E-03     Infinity   0.1600E+04   0.3199E+06
   308   0.6140E+01  -0.1784E-07   0.2763E-06  -0.1104E-03  -0.3466-139  -0.4939E+02   0.3050E+03
   309   0.6160E+01  -0.3468E-07   0.2614E-06  -0.1101E-03  -0.3536E-69  -0.2317E+02   0.6712E+02
   310   0.6180E+01  -0.5002E-07   0.2473E-06  -0.1097E-03  -0.2997E-46  -0.1461E+02   0.2670E+02
   311   0.6200E+01  -0.6395E-07   0.2339E-06  -0.1092E-03  -0.7809E-35  -0.1037E+02   0.1343E+02
   312   0.6220E+01  -0.7657E-07   0.2213E-06  -0.1085E-03  -0.5486E-28  -0.7828E+01   0.7659E+01
   313   0.6240E+01  -0.8795E-07   0.2094E-06  -0.1077E-03  -0.2039E-23  -0.6138E+01   0.4710E+01
   314   0.6260E+01  -0.9819E-07   0.1981E-06  -0.1068E-03  -0.3812E-20  -0.4933E+01   0.3042E+01
   315   0.6280E+01  -0.1074E-06   0.1874E-06  -0.1058E-03  -0.1101E-17  -0.4029E+01   0.2029E+01
   316   0.6300E+01  -0.1155E-06   0.1773E-06  -0.1046E-03  -0.9154E-16  -0.3326E+01   0.1383E+01
   317   0.6320E+01  -0.1227E-06   0.1677E-06  -0.1035E-03  -0.3184E-14  -0.2764E+01   0.9549E+00
   318   0.6340E+01  -0.1291E-06   0.1587E-06  -0.1022E-03  -0.5872E-13  -0.2303E+01   0.6632E+00
   319   0.6360E+01  -0.1347E-06   0.1501E-06  -0.1008E-03  -0.6727E-12  -0.1919E+01   0.4605E+00
   320   0.6380E+01  -0.1395E-06   0.1420E-06  -0.9945E-04  -0.5341E-11  -0.1594E+01   0.3176E+00
   321   0.6400E+01  -0.1436E-06   0.1344E-06  -0.9800E-04  -0.3178E-10  -0.1315E+01   0.2161E+00
   322   0.6420E+01  -0.1470E-06   0.1271E-06  -0.9650E-04  -0.1501E-09  -0.1073E+01   0.1438E+00
   323   0.6440E+01  -0.1499E-06   0.1203E-06  -0.9495E-04  -0.5877E-09  -0.8605E+00   0.9255E-01
   324   0.6460E+01  -0.1522E-06   0.1138E-06  -0.9337E-04  -0.1970E-08  -0.6729E+00   0.5660E-01
   325   0.6480E+01  -0.1540E-06   0.1076E-06  -0.9176E-04  -0.5804E-08  -0.5059E+00   0.3200E-01
   326   0.6500E+01  -0.1553E-06   0.1018E-06  -0.9013E-04  -0.1533E-07  -0.3563E+00   0.1587E-01
   327   0.6520E+01  -0.1562E-06   0.9633E-07  -0.8847E-04  -0.3691E-07  -0.2213E+00   0.6122E-02
   328   0.6540E+01  -0.1567E-06   0.9114E-07  -0.8679E-04  -0.8204E-07  -0.9897E-01   0.1225E-02
   329   0.6560E+01  -0.1569E-06   0.8622E-07  -0.8510E-04  -0.1702E-06   0.1246E-01   0.1941E-04
   330   0.6580E+01  -0.1567E-06   0.8157E-07  -0.8340E-04  -0.3326E-06   0.1144E+00   0.1636E-02
   331   0.6600E+01  -0.1562E-06   0.7717E-07  -0.8169E-04  -0.6166E-06   0.2081E+00   0.5412E-02
   332   0.6620E+01  -0.1554E-06   0.7301E-07  -0.7998E-04  -0.1091E-05   0.2944E+00   0.1084E-01
   333   0.6640E+01  -0.1543E-06   0.6907E-07  -0.7827E-04  -0.1853E-05   0.3743E+00   0.1752E-01
   334   0.6660E+01  -0.1531E-06   0.6535E-07  -0.7656E-04  -0.3035E-05   0.4485E+00   0.2514E-01
   335   0.6680E+01  -0.1516E-06   0.6182E-07  -0.7486E-04  -0.4809E-05   0.5175E+00   0.3348E-01
   336   0.6700E+01  -0.1499E-06   0.5849E-07  -0.7316E-04  -0.7401E-05   0.5820E+00   0.4234E-01
   337   0.6720E+01  -0.1481E-06   0.5533E-07  -0.7147E-04  -0.1109E-04   0.6422E+00   0.5156E-01
   338   0.6740E+01  -0.1461E-06   0.5235E-07  -0.6980E-04  -0.1623E-04   0.6988E+00   0.6104E-01
   339   0.6760E+01  -0.1440E-06   0.4952E-07  -0.6814E-04  -0.2323E-04   0.7519E+00   0.7068E-01
   340   0.6780E+01  -0.1418E-06   0.4685E-07  -0.6649E-04  -0.3260E-04   0.8020E+00   0.8040E-01
   341   0.6800E+01  -0.1395E-06   0.4433E-07  -0.6486E-04  -0.4493E-04   0.8492E+00   0.9015E-01
   342   0.6820E+01  -0.1371E-06   0.4193E-07  -0.6325E-04  -0.6090E-04   0.8939E+00   0.9988E-01
   343   0.6840E+01  -0.1346E-06   0.3967E-07  -0.6166E-04  -0.8130E-04   0.9362E+00   0.1096E+00
   344   0.6860E+01  -0.1320E-06   0.3753E-07  -0.6008E-04  -0.1070E-03   0.9764E+00   0.1192E+00
   345   0.6880E+01  -0.1294E-06   0.3551E-07  -0.5853E-04  -0.1391E-03   0.1014E+01   0.1286E+00
   346   0.6900E+01  -0.1268E-06   0.3359E-07  -0.5700E-04  -0.1786E-03   0.1051E+01   0.1380E+00
   347   0.6920E+01  -0.1241E-06   0.3178E-07  -0.5550E-04  -0.2268E-03   0.1085E+01   0.1472E+00
   348   0.6940E+01  -0.1214E-06   0.3007E-07  -0.5402E-04  -0.2850E-03   0.1118E+01   0.1563E+00
   349   0.6960E+01  -0.1187E-06   0.2845E-07  -0.5256E-04  -0.3548E-03   0.1150E+01   0.1653E+00
   350   0.6980E+01  -0.1159E-06   0.2691E-07  -0.5113E-04  -0.4378E-03   0.1180E+01   0.1741E+00
   351   0.7000E+01  -0.1132E-06   0.2546E-07  -0.4972E-04  -0.5357E-03   0.1209E+01   0.1827E+00
   352   0.7020E+01  -0.1105E-06   0.2409E-07  -0.4834E-04  -0.6504E-03   0.1237E+01   0.1911E+00
   353   0.7040E+01  -0.1077E-06   0.2279E-07  -0.4698E-04  -0.7839E-03   0.1263E+01   0.1994E+00
   354   0.7060E+01  -0.1050E-06   0.2156E-07  -0.4566E-04  -0.9383E-03   0.1289E+01   0.2076E+00
   355   0.7080E+01  -0.1023E-06   0.2040E-07  -0.4435E-04  -0.1116E-02   0.1313E+01   0.2155E+00
   356   0.7100E+01  -0.9966E-07   0.1929E-07  -0.4308E-04  -0.1319E-02   0.1337E+01   0.2234E+00
   357   0.7120E+01  -0.9701E-07   0.1825E-07  -0.4183E-04  -0.1551E-02   0.1359E+01   0.2310E+00
   358   0.7140E+01  -0.9438E-07   0.1727E-07  -0.4061E-04  -0.1813E-02   0.1381E+01   0.2385E+00
   359   0.7160E+01  -0.9179E-07   0.1634E-07  -0.3941E-04  -0.2110E-02   0.1403E+01   0.2459E+00
   360   0.7180E+01  -0.8923E-07   0.1546E-07  -0.3824E-04  -0.2443E-02   0.1423E+01   0.2531E+00
   361   0.7200E+01  -0.8671E-07   0.1462E-07  -0.3710E-04  -0.2815E-02   0.1443E+01   0.2602E+00
   362   0.7220E+01  -0.8423E-07   0.1383E-07  -0.3598E-04  -0.3231E-02   0.1462E+01   0.2671E+00
   363   0.7240E+01  -0.8179E-07   0.1309E-07  -0.3489E-04  -0.3693E-02   0.1480E+01   0.2739E+00
   364   0.7260E+01  -0.7939E-07   0.1238E-07  -0.3383E-04  -0.4205E-02   0.1498E+01   0.2806E+00
   365   0.7280E+01  -0.7703E-07   0.1171E-07  -0.3279E-04  -0.4771E-02   0.1516E+01   0.2871E+00
   366   0.7300E+01  -0.7472E-07   0.1108E-07  -0.3177E-04  -0.5394E-02   0.1532E+01   0.2936E+00
   367   0.7320E+01  -0.7245E-07   0.1048E-07  -0.3079E-04  -0.6079E-02   0.1549E+01   0.2999E+00
   368   0.7340E+01  -0.7023E-07   0.9919E-08  -0.2982E-04  -0.6829E-02   0.1565E+01   0.3060E+00
   369   0.7360E+01  -0.6806E-07   0.9384E-08  -0.2888E-04  -0.7649E-02   0.1580E+01   0.3121E+00
   370   0.7380E+01  -0.6593E-07   0.8878E-08  -0.2797E-04  -0.8543E-02   0.1595E+01   0.3181E+00
   371   0.7400E+01  -0.6385E-07   0.8399E-08  -0.2708E-04  -0.9516E-02   0.1610E+01   0.3239E+00
   372   0.7420E+01  -0.6182E-07   0.7946E-08  -0.2621E-04  -0.1057E-01   0.1624E+01   0.3296E+00
   373   0.7440E+01  -0.5983E-07   0.7517E-08  -0.2537E-04  -0.1172E-01   0.1638E+01   0.3353E+00
   374   0.7460E+01  -0.5790E-07   0.7112E-08  -0.2455E-04  -0.1296E-01   0.1651E+01   0.3408E+00
   375   0.7480E+01  -0.5601E-07   0.6728E-08  -0.2375E-04  -0.1429E-01   0.1664E+01   0.3463E+00
   376   0.7500E+01  -0.5417E-07   0.6365E-08  -0.2297E-04  -0.1573E-01   0.1677E+01   0.3516E+00
   377   0.7520E+01  -0.5238E-07   0.6022E-08  -0.2222E-04  -0.1728E-01   0.1690E+01   0.3569E+00
   378   0.7540E+01  -0.5063E-07   0.5697E-08  -0.2148E-04  -0.1895E-01   0.1702E+01   0.3621E+00
   379   0.7560E+01  -0.4893E-07   0.5390E-08  -0.2077E-04  -0.2074E-01   0.1714E+01   0.3672E+00
   380   0.7580E+01  -0.4727E-07   0.5099E-08  -0.2008E-04  -0.2266E-01   0.1726E+01   0.3722E+00
   381   0.7600E+01  -0.4567E-07   0.4824E-08  -0.1940E-04  -0.2471E-01   0.1737E+01   0.3772E+00
   382   0.7620E+01  -0.4410E-07   0.4564E-08  -0.1875E-04  -0.2690E-01   0.1748E+01   0.3820E+00
   383   0.7640E+01  -0.4258E-07   0.4318E-08  -0.1812E-04  -0.2924E-01   0.1759E+01   0.3868E+00
   384   0.7660E+01  -0.4110E-07   0.4085E-08  -0.1750E-04  -0.3174E-01   0.1770E+01   0.3915E+00
   385   0.7680E+01  -0.3967E-07   0.3865E-08  -0.1690E-04  -0.3440E-01   0.1780E+01   0.3962E+00
   386   0.7700E+01  -0.3828E-07   0.3656E-08  -0.1632E-04  -0.3723E-01   0.1791E+01   0.4008E+00
   387   0.7720E+01  -0.3693E-07   0.3459E-08  -0.1576E-04  -0.4025E-01   0.1801E+01   0.4053E+00
   388   0.7740E+01  -0.3562E-07   0.3272E-08  -0.1522E-04  -0.4344E-01   0.1811E+01   0.4098E+00
   389   0.7760E+01  -0.3435E-07   0.3096E-08  -0.1469E-04  -0.4684E-01   0.1820E+01   0.4142E+00
   390   0.7780E+01  -0.3312E-07   0.2929E-08  -0.1418E-04  -0.5044E-01   0.1830E+01   0.4185E+00
   391   0.7800E+01  -0.3192E-07   0.2771E-08  -0.1368E-04  -0.5426E-01   0.1839E+01   0.4228E+00
   392   0.7820E+01  -0.3077E-07   0.2621E-08  -0.1320E-04  -0.5830E-01   0.1848E+01   0.4271E+00
   393   0.7840E+01  -0.2965E-07   0.2480E-08  -0.1274E-04  -0.6258E-01   0.1857E+01   0.4313E+00
   394   0.7860E+01  -0.2857E-07   0.2346E-08  -0.1229E-04  -0.6711E-01   0.1866E+01   0.4354E+00
   395   0.7880E+01  -0.2752E-07   0.2220E-08  -0.1185E-04  -0.7189E-01   0.1875E+01   0.4395E+00
   396   0.7900E+01  -0.2650E-07   0.2100E-08  -0.1143E-04  -0.7694E-01   0.1884E+01   0.4435E+00
   397   0.7920E+01  -0.2552E-07   0.1987E-08  -0.1102E-04  -0.8228E-01   0.1892E+01   0.4475E+00
   398   0.7940E+01  -0.2457E-07   0.1880E-08  -0.1062E-04  -0.8791E-01   0.1901E+01   0.4515E+00
   399   0.7960E+01  -0.2365E-07   0.1778E-08  -0.1024E-04  -0.9384E-01   0.1909E+01   0.4554E+00
   400   0.7980E+01  -0.2276E-07   0.1682E-08  -0.9868E-05  -0.1001E+00   0.1917E+01   0.4593E+00
   401   0.8000E+01  -0.2191E-07   0.1592E-08  -0.9510E-05  -0.1067E+00   0.1925E+01   0.4631E+00
   402   0.8020E+01  -0.2108E-07   0.1506E-08  -0.9164E-05  -0.1136E+00   0.1933E+01   0.4669E+00
   403   0.8040E+01  -0.2028E-07   0.1424E-08  -0.8828E-05  -0.1210E+00   0.1940E+01   0.4707E+00
   404   0.8060E+01  -0.1950E-07   0.1348E-08  -0.8505E-05  -0.1287E+00   0.1948E+01   0.4744E+00
   405   0.8080E+01  -0.1876E-07   0.1275E-08  -0.8192E-05  -0.1368E+00   0.1956E+01   0.4781E+00
   406   0.8100E+01  -0.1804E-07   0.1206E-08  -0.7889E-05  -0.1453E+00   0.1963E+01   0.4818E+00
   407   0.8120E+01  -0.1734E-07   0.1141E-08  -0.7597E-05  -0.1543E+00   0.1971E+01   0.4854E+00
   408   0.8140E+01  -0.1667E-07   0.1080E-08  -0.7314E-05  -0.1637E+00   0.1978E+01   0.4890E+00
   409   0.8160E+01  -0.1602E-07   0.1021E-08  -0.7041E-05  -0.1736E+00   0.1985E+01   0.4926E+00
   410   0.8180E+01  -0.1540E-07   0.9662E-09  -0.6778E-05  -0.1840E+00   0.1992E+01   0.4961E+00
   411   0.8200E+01  -0.1479E-07   0.9141E-09  -0.6523E-05  -0.1949E+00   0.1999E+01   0.4996E+00
   412   0.8220E+01  -0.1421E-07   0.8648E-09  -0.6278E-05  -0.2064E+00   0.2006E+01   0.5031E+00
   413   0.8240E+01  -0.1365E-07   0.8182E-09  -0.6041E-05  -0.2185E+00   0.2013E+01   0.5066E+00
   414   0.8260E+01  -0.1311E-07   0.7740E-09  -0.5812E-05  -0.2311E+00   0.2020E+01   0.5100E+00
   415   0.8280E+01  -0.1259E-07   0.7323E-09  -0.5591E-05  -0.2444E+00   0.2027E+01   0.5134E+00
   416   0.8300E+01  -0.1209E-07   0.6928E-09  -0.5378E-05  -0.2583E+00   0.2033E+01   0.5168E+00
   417   0.8320E+01  -0.1161E-07   0.6554E-09  -0.5172E-05  -0.2730E+00   0.2040E+01   0.5202E+00
   418   0.8340E+01  -0.1114E-07   0.6201E-09  -0.4974E-05  -0.2883E+00   0.2047E+01   0.5236E+00
   419   0.8360E+01  -0.1070E-07   0.5866E-09  -0.4782E-05  -0.3044E+00   0.2053E+01   0.5269E+00
   420   0.8380E+01  -0.1027E-07   0.5550E-09  -0.4598E-05  -0.3213E+00   0.2060E+01   0.5302E+00
   421   0.8400E+01  -0.9851E-08   0.5250E-09  -0.4420E-05  -0.3390E+00   0.2066E+01   0.5335E+00
   422   0.8420E+01  -0.9451E-08   0.4967E-09  -0.4248E-05  -0.3576E+00   0.2072E+01   0.5368E+00
   423   0.8440E+01  -0.9067E-08   0.4699E-09  -0.4083E-05  -0.3771E+00   0.2079E+01   0.5401E+00
   424   0.8460E+01  -0.8697E-08   0.4446E-09  -0.3924E-05  -0.3976E+00   0.2085E+01   0.5433E+00
   425   0.8480E+01  -0.8342E-08   0.4206E-09  -0.3770E-05  -0.4190E+00   0.2091E+01   0.5466E+00
   426   0.8500E+01  -0.8000E-08   0.3979E-09  -0.3622E-05  -0.4415E+00   0.2097E+01   0.5498E+00
   427   0.8520E+01  -0.7671E-08   0.3765E-09  -0.3480E-05  -0.4650E+00   0.2103E+01   0.5530E+00
   428   0.8540E+01  -0.7354E-08   0.3562E-09  -0.3342E-05  -0.4897E+00   0.2109E+01   0.5562E+00
   429   0.8560E+01  -0.7050E-08   0.3369E-09  -0.3210E-05  -0.5156E+00   0.2115E+01   0.5594E+00
   430   0.8580E+01  -0.6757E-08   0.3188E-09  -0.3082E-05  -0.5428E+00   0.2121E+01   0.5625E+00
   431   0.8600E+01  -0.6476E-08   0.3016E-09  -0.2960E-05  -0.5712E+00   0.2127E+01   0.5657E+00
   432   0.8620E+01  -0.6206E-08   0.2853E-09  -0.2842E-05  -0.6011E+00   0.2133E+01   0.5688E+00
   433   0.8640E+01  -0.5947E-08   0.2699E-09  -0.2728E-05  -0.6324E+00   0.2139E+01   0.5720E+00
   434   0.8660E+01  -0.5697E-08   0.2554E-09  -0.2618E-05  -0.6652E+00   0.2145E+01   0.5751E+00
   435   0.8680E+01  -0.5458E-08   0.2416E-09  -0.2513E-05  -0.6995E+00   0.2151E+01   0.5782E+00
   436   0.8700E+01  -0.5228E-08   0.2286E-09  -0.2412E-05  -0.7356E+00   0.2157E+01   0.5814E+00
   437   0.8720E+01  -0.5007E-08   0.2162E-09  -0.2314E-05  -0.7734E+00   0.2162E+01   0.5845E+00
   438   0.8740E+01  -0.4794E-08   0.2046E-09  -0.2220E-05  -0.8130E+00   0.2168E+01   0.5876E+00
   439   0.8760E+01  -0.4591E-08   0.1935E-09  -0.2130E-05  -0.8545E+00   0.2174E+01   0.5906E+00
   440   0.8780E+01  -0.4395E-08   0.1831E-09  -0.2043E-05  -0.8980E+00   0.2179E+01   0.5937E+00
   441   0.8800E+01  -0.4207E-08   0.1732E-09  -0.1960E-05  -0.9437E+00   0.2185E+01   0.5968E+00
   442   0.8820E+01  -0.4027E-08   0.1639E-09  -0.1879E-05  -0.9916E+00   0.2191E+01   0.5999E+00
   443   0.8840E+01  -0.3854E-08   0.1550E-09  -0.1802E-05  -0.1042E+01   0.2196E+01   0.6029E+00
   444   0.8860E+01  -0.3689E-08   0.1467E-09  -0.1728E-05  -0.1094E+01   0.2202E+01   0.6060E+00
   445   0.8880E+01  -0.3530E-08   0.1388E-09  -0.1657E-05  -0.1150E+01   0.2207E+01   0.6091E+00
   446   0.8900E+01  -0.3377E-08   0.1313E-09  -0.1588E-05  -0.1207E+01   0.2213E+01   0.6121E+00
   447   0.8920E+01  -0.3231E-08   0.1242E-09  -0.1522E-05  -0.1268E+01   0.2218E+01   0.6152E+00
   448   0.8940E+01  -0.3090E-08   0.1175E-09  -0.1459E-05  -0.1332E+01   0.2224E+01   0.6182E+00
   449   0.8960E+01  -0.2956E-08   0.1112E-09  -0.1398E-05  -0.1399E+01   0.2229E+01   0.6213E+00
   450   0.8980E+01  -0.2827E-08   0.1052E-09  -0.1339E-05  -0.1469E+01   0.2235E+01   0.6243E+00
   451   0.9000E+01  -0.2703E-08   0.9949E-10  -0.1283E-05  -0.1542E+01   0.2240E+01   0.6273E+00
