#   pt       r            w            wL          Qw            A            b           IP
   235   0.4680E+01   0.2721E-04   0.1579E-04   0.3071E-02   0.4486E+01   0.2567E+01   0.8236E+00
   236   0.4700E+01   0.2584E-04   0.1494E-04   0.2924E-02   0.4648E+01   0.2574E+01   0.8285E+00
   237   0.4720E+01   0.2454E-04   0.1413E-04   0.2784E-02   0.4823E+01   0.2582E+01   0.8335E+00
   238   0.4740E+01   0.2331E-04   0.1337E-04   0.2649E-02   0.5011E+01   0.2590E+01   0.8388E+00
   239   0.4760E+01   0.2213E-04   0.1265E-04   0.2520E-02   0.5214E+01   0.2599E+01   0.8442E+00
   240   0.4780E+01   0.2101E-04   0.1197E-04   0.2397E-02   0.5433E+01   0.2607E+01   0.8498E+00
   241   0.4800E+01   0.1994E-04   0.1132E-04   0.2279E-02   0.5669E+01   0.2616E+01   0.8556E+00
   242   0.4820E+01   0.1892E-04   0.1071E-04   0.2166E-02   0.5924E+01   0.2625E+01   0.8616E+00
   243   0.4840E+01   0.1795E-04   0.1013E-04   0.2058E-02   0.6200E+01   0.2635E+01   0.8678E+00
   244   0.4860E+01   0.1703E-04   0.9586E-05   0.1955E-02   0.6498E+01   0.2644E+01   0.8742E+00
   245   0.4880E+01   0.1615E-04   0.9069E-05   0.1856E-02   0.6821E+01   0.2654E+01   0.8808E+00
   246   0.4900E+01   0.1531E-04   0.8580E-05   0.1761E-02   0.7171E+01   0.2665E+01   0.8876E+00
   247   0.4920E+01   0.1452E-04   0.8117E-05   0.1671E-02   0.7551E+01   0.2675E+01   0.8946E+00
   248   0.4940E+01   0.1376E-04   0.7679E-05   0.1585E-02   0.7963E+01   0.2686E+01   0.9018E+00
   249   0.4960E+01   0.1304E-04   0.7265E-05   0.1502E-02   0.8411E+01   0.2697E+01   0.9093E+00
   250   0.4980E+01   0.1235E-04   0.6873E-05   0.1423E-02   0.8900E+01   0.2708E+01   0.9169E+00
   251   0.5000E+01   0.1170E-04   0.6502E-05   0.1348E-02   0.9432E+01   0.2720E+01   0.9248E+00
   252   0.5020E+01   0.1108E-04   0.6152E-05   0.1276E-02   0.1001E+02   0.2732E+01   0.9330E+00
   253   0.5040E+01   0.1049E-04   0.5820E-05   0.1208E-02   0.1065E+02   0.2744E+01   0.9414E+00
   254   0.5060E+01   0.9926E-05   0.5506E-05   0.1142E-02   0.1135E+02   0.2757E+01   0.9500E+00
   255   0.5080E+01   0.9392E-05   0.5209E-05   0.1080E-02   0.1211E+02   0.2770E+01   0.9589E+00
   256   0.5100E+01   0.8885E-05   0.4928E-05   0.1021E-02   0.1295E+02   0.2783E+01   0.9680E+00
   257   0.5120E+01   0.8403E-05   0.4662E-05   0.9639E-03   0.1388E+02   0.2796E+01   0.9774E+00
   258   0.5140E+01   0.7945E-05   0.4411E-05   0.9098E-03   0.1490E+02   0.2810E+01   0.9871E+00
   259   0.5160E+01   0.7509E-05   0.4173E-05   0.8583E-03   0.1603E+02   0.2824E+01   0.9971E+00
   260   0.5180E+01   0.7096E-05   0.3948E-05   0.8093E-03   0.1728E+02   0.2839E+01   0.1007E+01
   261   0.5200E+01   0.6703E-05   0.3735E-05   0.7626E-03   0.1867E+02   0.2854E+01   0.1018E+01
   262   0.5220E+01   0.6330E-05   0.3533E-05   0.7181E-03   0.2021E+02   0.2869E+01   0.1029E+01
   263   0.5240E+01   0.5976E-05   0.3343E-05   0.6758E-03   0.2194E+02   0.2885E+01   0.1040E+01
   264   0.5260E+01   0.5640E-05   0.3162E-05   0.6356E-03   0.2386E+02   0.2901E+01   0.1052E+01
   265   0.5280E+01   0.5322E-05   0.2992E-05   0.5974E-03   0.2603E+02   0.2917E+01   0.1064E+01
   266   0.5300E+01   0.5019E-05   0.2831E-05   0.5610E-03   0.2846E+02   0.2934E+01   0.1076E+01
   267   0.5320E+01   0.4732E-05   0.2678E-05   0.5265E-03   0.3121E+02   0.2951E+01   0.1089E+01
   268   0.5340E+01   0.4460E-05   0.2533E-05   0.4937E-03   0.3431E+02   0.2969E+01   0.1102E+01
   269   0.5360E+01   0.4202E-05   0.2397E-05   0.4625E-03   0.3784E+02   0.2988E+01   0.1116E+01
   270   0.5380E+01   0.3958E-05   0.2267E-05   0.4330E-03   0.4185E+02   0.3006E+01   0.1130E+01
   271   0.5400E+01   0.3726E-05   0.2145E-05   0.4049E-03   0.4644E+02   0.3026E+01   0.1144E+01
   272   0.5420E+01   0.3507E-05   0.2029E-05   0.3783E-03   0.5171E+02   0.3045E+01   0.1159E+01
   273   0.5440E+01   0.3299E-05   0.1920E-05   0.3531E-03   0.5777E+02   0.3066E+01   0.1175E+01
   274   0.5460E+01   0.3102E-05   0.1816E-05   0.3292E-03   0.6479E+02   0.3087E+01   0.1191E+01
   275   0.5480E+01   0.2916E-05   0.1718E-05   0.3066E-03   0.7294E+02   0.3109E+01   0.1208E+01
   276   0.5500E+01   0.2739E-05   0.1626E-05   0.2852E-03   0.8246E+02   0.3131E+01   0.1225E+01
   277   0.5520E+01   0.2572E-05   0.1538E-05   0.2649E-03   0.9362E+02   0.3154E+01   0.1243E+01
   278   0.5540E+01   0.2415E-05   0.1455E-05   0.2458E-03   0.1068E+03   0.3178E+01   0.1262E+01
   279   0.5560E+01   0.2265E-05   0.1377E-05   0.2277E-03   0.1224E+03   0.3202E+01   0.1282E+01
   280   0.5580E+01   0.2124E-05   0.1302E-05   0.2106E-03   0.1410E+03   0.3228E+01   0.1302E+01
   281   0.5600E+01   0.1991E-05   0.1232E-05   0.1944E-03   0.1633E+03   0.3254E+01   0.1324E+01
   282   0.5620E+01   0.1865E-05   0.1166E-05   0.1792E-03   0.1903E+03   0.3281E+01   0.1346E+01
   283   0.5640E+01   0.1746E-05   0.1103E-05   0.1648E-03   0.2231E+03   0.3310E+01   0.1369E+01
   284   0.5660E+01   0.1634E-05   0.1043E-05   0.1512E-03   0.2632E+03   0.3339E+01   0.1393E+01
   285   0.5680E+01   0.1528E-05   0.9870E-06   0.1385E-03   0.3128E+03   0.3369E+01   0.1419E+01
   286   0.5700E+01   0.1428E-05   0.9338E-06   0.1264E-03   0.3746E+03   0.3401E+01   0.1446E+01
   287   0.5720E+01   0.1333E-05   0.8834E-06   0.1151E-03   0.4522E+03   0.3434E+01   0.1474E+01
   288   0.5740E+01   0.1244E-05   0.8358E-06   0.1045E-03   0.5507E+03   0.3468E+01   0.1504E+01
   289   0.5760E+01   0.1161E-05   0.7907E-06   0.9451E-04   0.6770E+03   0.3504E+01   0.1535E+01
   290   0.5780E+01   0.1082E-05   0.7481E-06   0.8513E-04   0.8406E+03   0.3542E+01   0.1568E+01
   291   0.5800E+01   0.1007E-05   0.7077E-06   0.7634E-04   0.1055E+04   0.3581E+01   0.1603E+01
   292   0.5820E+01   0.9373E-06   0.6695E-06   0.6809E-04   0.1341E+04   0.3622E+01   0.1640E+01
   293   0.5840E+01   0.8715E-06   0.6334E-06   0.6037E-04   0.1725E+04   0.3665E+01   0.1679E+01
   294   0.5860E+01   0.8095E-06   0.5993E-06   0.5314E-04   0.2252E+04   0.3711E+01   0.1721E+01
   295   0.5880E+01   0.7512E-06   0.5669E-06   0.4639E-04   0.2985E+04   0.3759E+01   0.1766E+01
   296   0.5900E+01   0.6965E-06   0.5363E-06   0.4008E-04   0.4022E+04   0.3810E+01   0.1814E+01
   297   0.5920E+01   0.6450E-06   0.5074E-06   0.3419E-04   0.5522E+04   0.3863E+01   0.1866E+01
   298   0.5940E+01   0.5967E-06   0.4800E-06   0.2871E-04   0.7735E+04   0.3920E+01   0.1921E+01
   299   0.5960E+01   0.5514E-06   0.4542E-06   0.2360E-04   0.1108E+05   0.3981E+01   0.1981E+01
   300   0.5980E+01   0.5089E-06   0.4297E-06   0.1886E-04   0.1627E+05   0.4045E+01   0.2045E+01
   301   0.6000E+01   0.4690E-06   0.4065E-06   0.1445E-04   0.2457E+05   0.4114E+01   0.2115E+01
   302   0.6020E+01   0.4317E-06   0.3846E-06   0.1036E-04   0.3824E+05   0.4187E+01   0.2192E+01
   303   0.6040E+01   0.3967E-06   0.3638E-06   0.6579E-05   0.6163E+05   0.4266E+01   0.2275E+01
   304   0.6060E+01   0.3639E-06   0.3442E-06   0.3083E-05   0.1032E+06   0.4352E+01   0.2367E+01
   305   0.6080E+01   0.3333E-06   0.3256E-06  -0.1438E-06   0.1807E+06   0.4444E+01   0.2468E+01
   306   0.6100E+01   0.3047E-06   0.3081E-06  -0.3115E-05   0.3324E+06   0.4544E+01   0.2581E+01
   307   0.6120E+01   0.2779E-06   0.2914E-06  -0.5847E-05   0.6473E+06   0.4653E+01   0.2706E+01
   308   0.6140E+01   0.2529E-06   0.2757E-06  -0.8352E-05   0.1346E+07   0.4772E+01   0.2847E+01
   309   0.6160E+01   0.2296E-06   0.2609E-06  -0.1064E-04   0.3020E+07   0.4904E+01   0.3006E+01
   310   0.6180E+01   0.2078E-06   0.2468E-06  -0.1273E-04   0.7400E+07   0.5049E+01   0.3187E+01
   311   0.6200E+01   0.1876E-06   0.2335E-06  -0.1464E-04   0.2012E+08   0.5211E+01   0.3394E+01
   312   0.6220E+01   0.1687E-06   0.2209E-06  -0.1636E-04   0.6189E+08   0.5392E+01   0.3634E+01
   313   0.6240E+01   0.1512E-06   0.2090E-06  -0.1792E-04   0.2207E+09   0.5596E+01   0.3914E+01
   314   0.6260E+01   0.1348E-06   0.1977E-06  -0.1932E-04   0.9411E+09   0.5828E+01   0.4245E+01
   315   0.6280E+01   0.1197E-06   0.1870E-06  -0.2058E-04   0.4999E+10   0.6094E+01   0.4642E+01
   316   0.6300E+01   0.1056E-06   0.1769E-06  -0.2170E-04   0.3492E+11   0.6403E+01   0.5125E+01
   317   0.6320E+01   0.9262E-07   0.1674E-06  -0.2269E-04   0.3451E+12   0.6766E+01   0.5723E+01
   318   0.6340E+01   0.8056E-07   0.1584E-06  -0.2356E-04   0.5342E+13   0.7199E+01   0.6478E+01
   319   0.6360E+01   0.6940E-07   0.1498E-06  -0.2432E-04   0.1498E+15   0.7724E+01   0.7457E+01
   320   0.6380E+01   0.5910E-07   0.1417E-06  -0.2498E-04   0.9453E+16   0.8374E+01   0.8766E+01
   321   0.6400E+01   0.4959E-07   0.1341E-06  -0.2553E-04   0.1875E+19   0.9202E+01   0.1059E+02
   322   0.6420E+01   0.4083E-07   0.1269E-06  -0.2600E-04   0.2021E+22   0.1029E+02   0.1324E+02
   323   0.6440E+01   0.3277E-07   0.1200E-06  -0.2638E-04   0.3100E+26   0.1179E+02   0.1738E+02
   324   0.6460E+01   0.2536E-07   0.1136E-06  -0.2668E-04   0.4335E+32   0.1398E+02   0.2444E+02
   325   0.6480E+01   0.1857E-07   0.1074E-06  -0.2691E-04   0.3374E+42   0.1750E+02   0.3830E+02
   326   0.6500E+01   0.1235E-07   0.1016E-06  -0.2708E-04   0.1139E+61   0.2408E+02   0.7246E+02
   327   0.6520E+01   0.6664E-08   0.9615E-07  -0.2718E-04   0.1388+108   0.4073E+02   0.2073E+03
   328   0.6540E+01   0.1481E-08   0.9096E-07  -0.2722E-04     Infinity   0.1670E+03   0.3485E+04
   329   0.6560E+01  -0.3235E-08   0.8606E-07  -0.2721E-04  -0.4901-206  -0.6944E+02   0.6027E+03
   330   0.6580E+01  -0.7516E-08   0.8142E-07  -0.2715E-04  -0.2852E-85  -0.2709E+02   0.9175E+02
   331   0.6600E+01  -0.1139E-07   0.7702E-07  -0.2705E-04  -0.5579E-54  -0.1616E+02   0.3263E+02
   332   0.6620E+01  -0.1489E-07   0.7287E-07  -0.2691E-04  -0.1431E-39  -0.1114E+02   0.1550E+02
   333   0.6640E+01  -0.1803E-07   0.6894E-07  -0.2672E-04  -0.2864E-31  -0.8253E+01   0.8514E+01
   334   0.6660E+01  -0.2085E-07   0.6522E-07  -0.2651E-04  -0.7292E-26  -0.6381E+01   0.5090E+01
   335   0.6680E+01  -0.2336E-07   0.6170E-07  -0.2626E-04  -0.4656E-22  -0.5067E+01   0.3210E+01
   336   0.6700E+01  -0.2559E-07   0.5837E-07  -0.2598E-04  -0.3125E-19  -0.4094E+01   0.2095E+01
   337   0.6720E+01  -0.2755E-07   0.5523E-07  -0.2568E-04  -0.4785E-17  -0.3344E+01   0.1398E+01
   338   0.6740E+01  -0.2928E-07   0.5225E-07  -0.2536E-04  -0.2636E-15  -0.2749E+01   0.9444E+00
   339   0.6760E+01  -0.3078E-07   0.4943E-07  -0.2502E-04  -0.6951E-14  -0.2264E+01   0.6406E+00
   340   0.6780E+01  -0.3207E-07   0.4676E-07  -0.2465E-04  -0.1059E-12  -0.1861E+01   0.4331E+00
   341   0.6800E+01  -0.3317E-07   0.4424E-07  -0.2427E-04  -0.1061E-11  -0.1522E+01   0.2896E+00
   342   0.6820E+01  -0.3410E-07   0.4185E-07  -0.2388E-04  -0.7650E-11  -0.1232E+01   0.1897E+00
   343   0.6840E+01  -0.3486E-07   0.3960E-07  -0.2348E-04  -0.4247E-10  -0.9810E+00   0.1203E+00
   344   0.6860E+01  -0.3547E-07   0.3746E-07  -0.2306E-04  -0.1908E-09  -0.7617E+00   0.7253E-01
   345   0.6880E+01  -0.3594E-07   0.3544E-07  -0.2264E-04  -0.7198E-09  -0.5684E+00   0.4039E-01
   346   0.6900E+01  -0.3629E-07   0.3353E-07  -0.2221E-04  -0.2349E-08  -0.3967E+00   0.1967E-01
   347   0.6920E+01  -0.3652E-07   0.3172E-07  -0.2177E-04  -0.6789E-08  -0.2431E+00   0.7390E-02
   348   0.6940E+01  -0.3665E-07   0.3001E-07  -0.2133E-04  -0.1769E-07  -0.1050E+00   0.1377E-02
   349   0.6960E+01  -0.3668E-07   0.2839E-07  -0.2088E-04  -0.4218E-07   0.2009E-01   0.5044E-04
   350   0.6980E+01  -0.3662E-07   0.2686E-07  -0.2044E-04  -0.9318E-07   0.1338E+00   0.2238E-02
   351   0.7000E+01  -0.3648E-07   0.2541E-07  -0.1999E-04  -0.1926E-06   0.2377E+00   0.7060E-02
   352   0.7020E+01  -0.3628E-07   0.2404E-07  -0.1954E-04  -0.3755E-06   0.3329E+00   0.1385E-01
   353   0.7040E+01  -0.3600E-07   0.2274E-07  -0.1909E-04  -0.6957E-06   0.4206E+00   0.2212E-01
   354   0.7060E+01  -0.3567E-07   0.2152E-07  -0.1864E-04  -0.1232E-05   0.5017E+00   0.3146E-01
   355   0.7080E+01  -0.3529E-07   0.2036E-07  -0.1820E-04  -0.2095E-05   0.5768E+00   0.4158E-01
   356   0.7100E+01  -0.3486E-07   0.1926E-07  -0.1775E-04  -0.3436E-05   0.6466E+00   0.5226E-01
   357   0.7120E+01  -0.3439E-07   0.1822E-07  -0.1731E-04  -0.5457E-05   0.7117E+00   0.6331E-01
   358   0.7140E+01  -0.3388E-07   0.1724E-07  -0.1688E-04  -0.8420E-05   0.7725E+00   0.7459E-01
   359   0.7160E+01  -0.3334E-07   0.1631E-07  -0.1645E-04  -0.1265E-04   0.8294E+00   0.8599E-01
   360   0.7180E+01  -0.3278E-07   0.1543E-07  -0.1602E-04  -0.1857E-04   0.8829E+00   0.9744E-01
   361   0.7200E+01  -0.3219E-07   0.1459E-07  -0.1560E-04  -0.2666E-04   0.9332E+00   0.1089E+00
   362   0.7220E+01  -0.3158E-07   0.1381E-07  -0.1518E-04  -0.3753E-04   0.9807E+00   0.1202E+00
   363   0.7240E+01  -0.3095E-07   0.1306E-07  -0.1477E-04  -0.5188E-04   0.1025E+01   0.1314E+00
   364   0.7260E+01  -0.3031E-07   0.1236E-07  -0.1436E-04  -0.7053E-04   0.1068E+01   0.1425E+00
   365   0.7280E+01  -0.2966E-07   0.1169E-07  -0.1397E-04  -0.9444E-04   0.1108E+01   0.1535E+00
   366   0.7300E+01  -0.2900E-07   0.1106E-07  -0.1357E-04  -0.1247E-03   0.1146E+01   0.1642E+00
   367   0.7320E+01  -0.2833E-07   0.1046E-07  -0.1319E-04  -0.1625E-03   0.1182E+01   0.1747E+00
   368   0.7340E+01  -0.2766E-07   0.9900E-08  -0.1281E-04  -0.2092E-03   0.1217E+01   0.1851E+00
   369   0.7360E+01  -0.2698E-07   0.9366E-08  -0.1244E-04  -0.2664E-03   0.1250E+01   0.1952E+00
   370   0.7380E+01  -0.2631E-07   0.8861E-08  -0.1208E-04  -0.3356E-03   0.1281E+01   0.2051E+00
   371   0.7400E+01  -0.2564E-07   0.8383E-08  -0.1172E-04  -0.4188E-03   0.1311E+01   0.2148E+00
   372   0.7420E+01  -0.2496E-07   0.7931E-08  -0.1137E-04  -0.5179E-03   0.1340E+01   0.2243E+00
   373   0.7440E+01  -0.2430E-07   0.7503E-08  -0.1103E-04  -0.6351E-03   0.1367E+01   0.2336E+00
   374   0.7460E+01  -0.2364E-07   0.7098E-08  -0.1069E-04  -0.7727E-03   0.1393E+01   0.2427E+00
   375   0.7480E+01  -0.2298E-07   0.6715E-08  -0.1037E-04  -0.9331E-03   0.1419E+01   0.2516E+00
   376   0.7500E+01  -0.2233E-07   0.6353E-08  -0.1005E-04  -0.1119E-02   0.1443E+01   0.2603E+00
   377   0.7520E+01  -0.2169E-07   0.6011E-08  -0.9736E-05  -0.1333E-02   0.1466E+01   0.2687E+00
   378   0.7540E+01  -0.2106E-07   0.5686E-08  -0.9432E-05  -0.1579E-02   0.1489E+01   0.2770E+00
   379   0.7560E+01  -0.2044E-07   0.5380E-08  -0.9135E-05  -0.1859E-02   0.1510E+01   0.2851E+00
   380   0.7580E+01  -0.1983E-07   0.5089E-08  -0.8845E-05  -0.2177E-02   0.1531E+01   0.2931E+00
   381   0.7600E+01  -0.1922E-07   0.4815E-08  -0.8562E-05  -0.2536E-02   0.1551E+01   0.3008E+00
   382   0.7620E+01  -0.1863E-07   0.4555E-08  -0.8287E-05  -0.2940E-02   0.1571E+01   0.3084E+00
   383   0.7640E+01  -0.1805E-07   0.4310E-08  -0.8018E-05  -0.3393E-02   0.1590E+01   0.3158E+00
   384   0.7660E+01  -0.1749E-07   0.4077E-08  -0.7757E-05  -0.3898E-02   0.1608E+01   0.3231E+00
   385   0.7680E+01  -0.1693E-07   0.3857E-08  -0.7502E-05  -0.4461E-02   0.1625E+01   0.3302E+00
   386   0.7700E+01  -0.1638E-07   0.3649E-08  -0.7255E-05  -0.5084E-02   0.1642E+01   0.3371E+00
   387   0.7720E+01  -0.1585E-07   0.3452E-08  -0.7014E-05  -0.5774E-02   0.1659E+01   0.3439E+00
   388   0.7740E+01  -0.1533E-07   0.3266E-08  -0.6780E-05  -0.6534E-02   0.1675E+01   0.3506E+00
   389   0.7760E+01  -0.1483E-07   0.3090E-08  -0.6552E-05  -0.7369E-02   0.1690E+01   0.3571E+00
   390   0.7780E+01  -0.1433E-07   0.2923E-08  -0.6331E-05  -0.8284E-02   0.1705E+01   0.3635E+00
   391   0.7800E+01  -0.1385E-07   0.2766E-08  -0.6116E-05  -0.9286E-02   0.1720E+01   0.3698E+00
   392   0.7820E+01  -0.1338E-07   0.2616E-08  -0.5908E-05  -0.1038E-01   0.1734E+01   0.3759E+00
   393   0.7840E+01  -0.1292E-07   0.2475E-08  -0.5705E-05  -0.1157E-01   0.1748E+01   0.3820E+00
   394   0.7860E+01  -0.1247E-07   0.2342E-08  -0.5508E-05  -0.1286E-01   0.1762E+01   0.3879E+00
   395   0.7880E+01  -0.1204E-07   0.2215E-08  -0.5318E-05  -0.1426E-01   0.1775E+01   0.3937E+00
   396   0.7900E+01  -0.1162E-07   0.2096E-08  -0.5133E-05  -0.1577E-01   0.1787E+01   0.3994E+00
   397   0.7920E+01  -0.1121E-07   0.1983E-08  -0.4953E-05  -0.1741E-01   0.1800E+01   0.4050E+00
   398   0.7940E+01  -0.1081E-07   0.1876E-08  -0.4779E-05  -0.1917E-01   0.1812E+01   0.4105E+00
   399   0.7960E+01  -0.1043E-07   0.1775E-08  -0.4610E-05  -0.2107E-01   0.1824E+01   0.4159E+00
   400   0.7980E+01  -0.1005E-07   0.1679E-08  -0.4447E-05  -0.2312E-01   0.1836E+01   0.4212E+00
   401   0.8000E+01  -0.9688E-08   0.1588E-08  -0.4289E-05  -0.2531E-01   0.1847E+01   0.4264E+00
   402   0.8020E+01  -0.9336E-08   0.1503E-08  -0.4135E-05  -0.2766E-01   0.1858E+01   0.4315E+00
   403   0.8040E+01  -0.8994E-08   0.1422E-08  -0.3987E-05  -0.3017E-01   0.1869E+01   0.4366E+00
   404   0.8060E+01  -0.8663E-08   0.1345E-08  -0.3843E-05  -0.3286E-01   0.1879E+01   0.4416E+00
   405   0.8080E+01  -0.8343E-08   0.1272E-08  -0.3704E-05  -0.3573E-01   0.1890E+01   0.4464E+00
   406   0.8100E+01  -0.8033E-08   0.1204E-08  -0.3569E-05  -0.3880E-01   0.1900E+01   0.4513E+00
   407   0.8120E+01  -0.7732E-08   0.1139E-08  -0.3439E-05  -0.4206E-01   0.1910E+01   0.4560E+00
   408   0.8140E+01  -0.7442E-08   0.1077E-08  -0.3313E-05  -0.4554E-01   0.1920E+01   0.4607E+00
   409   0.8160E+01  -0.7161E-08   0.1019E-08  -0.3191E-05  -0.4923E-01   0.1929E+01   0.4653E+00
   410   0.8180E+01  -0.6889E-08   0.9644E-09  -0.3073E-05  -0.5316E-01   0.1939E+01   0.4698E+00
   411   0.8200E+01  -0.6627E-08   0.9124E-09  -0.2959E-05  -0.5734E-01   0.1948E+01   0.4743E+00
   412   0.8220E+01  -0.6373E-08   0.8632E-09  -0.2849E-05  -0.6177E-01   0.1957E+01   0.4787E+00
   413   0.8240E+01  -0.6128E-08   0.8166E-09  -0.2743E-05  -0.6646E-01   0.1966E+01   0.4831E+00
   414   0.8260E+01  -0.5891E-08   0.7726E-09  -0.2640E-05  -0.7143E-01   0.1975E+01   0.4874E+00
   415   0.8280E+01  -0.5662E-08   0.7309E-09  -0.2541E-05  -0.7670E-01   0.1983E+01   0.4917E+00
   416   0.8300E+01  -0.5442E-08   0.6915E-09  -0.2445E-05  -0.8227E-01   0.1992E+01   0.4959E+00
   417   0.8320E+01  -0.5229E-08   0.6542E-09  -0.2352E-05  -0.8817E-01   0.2000E+01   0.5000E+00
   418   0.8340E+01  -0.5023E-08   0.6189E-09  -0.2263E-05  -0.9440E-01   0.2008E+01   0.5041E+00
   419   0.8360E+01  -0.4825E-08   0.5855E-09  -0.2177E-05  -0.1010E+00   0.2016E+01   0.5082E+00
   420   0.8380E+01  -0.4634E-08   0.5539E-09  -0.2093E-05  -0.1079E+00   0.2024E+01   0.5122E+00
   421   0.8400E+01  -0.4450E-08   0.5240E-09  -0.2013E-05  -0.1153E+00   0.2032E+01   0.5162E+00
   422   0.8420E+01  -0.4272E-08   0.4958E-09  -0.1935E-05  -0.1230E+00   0.2040E+01   0.5201E+00
   423   0.8440E+01  -0.4101E-08   0.4690E-09  -0.1861E-05  -0.1312E+00   0.2047E+01   0.5240E+00
   424   0.8460E+01  -0.3936E-08   0.4437E-09  -0.1789E-05  -0.1398E+00   0.2055E+01   0.5279E+00
   425   0.8480E+01  -0.3777E-08   0.4198E-09  -0.1719E-05  -0.1488E+00   0.2062E+01   0.5317E+00
   426   0.8500E+01  -0.3625E-08   0.3972E-09  -0.1652E-05  -0.1584E+00   0.2070E+01   0.5355E+00
   427   0.8520E+01  -0.3477E-08   0.3757E-09  -0.1587E-05  -0.1684E+00   0.2077E+01   0.5392E+00
   428   0.8540E+01  -0.3336E-08   0.3555E-09  -0.1525E-05  -0.1790E+00   0.2084E+01   0.5429E+00
   429   0.8560E+01  -0.3199E-08   0.3363E-09  -0.1465E-05  -0.1902E+00   0.2091E+01   0.5466E+00
   430   0.8580E+01  -0.3068E-08   0.3182E-09  -0.1407E-05  -0.2019E+00   0.2098E+01   0.5503E+00
   431   0.8600E+01  -0.2942E-08   0.3010E-09  -0.1351E-05  -0.2142E+00   0.2105E+01   0.5539E+00
   432   0.8620E+01  -0.2820E-08   0.2848E-09  -0.1298E-05  -0.2272E+00   0.2112E+01   0.5575E+00
   433   0.8640E+01  -0.2703E-08   0.2694E-09  -0.1246E-05  -0.2409E+00   0.2119E+01   0.5611E+00
   434   0.8660E+01  -0.2591E-08   0.2549E-09  -0.1196E-05  -0.2552E+00   0.2125E+01   0.5646E+00
   435   0.8680E+01  -0.2483E-08   0.2411E-09  -0.1148E-05  -0.2703E+00   0.2132E+01   0.5682E+00
   436   0.8700E+01  -0.2379E-08   0.2281E-09  -0.1102E-05  -0.2862E+00   0.2139E+01   0.5717E+00
   437   0.8720E+01  -0.2279E-08   0.2158E-09  -0.1058E-05  -0.3028E+00   0.2145E+01   0.5751E+00
   438   0.8740E+01  -0.2184E-08   0.2042E-09  -0.1015E-05  -0.3203E+00   0.2151E+01   0.5786E+00
   439   0.8760E+01  -0.2092E-08   0.1932E-09  -0.9740E-06  -0.3387E+00   0.2158E+01   0.5820E+00
   440   0.8780E+01  -0.2003E-08   0.1827E-09  -0.9345E-06  -0.3581E+00   0.2164E+01   0.5855E+00
   441   0.8800E+01  -0.1918E-08   0.1729E-09  -0.8964E-06  -0.3784E+00   0.2170E+01   0.5889E+00
   442   0.8820E+01  -0.1836E-08   0.1636E-09  -0.8598E-06  -0.3997E+00   0.2177E+01   0.5922E+00
   443   0.8840E+01  -0.1758E-08   0.1547E-09  -0.8246E-06  -0.4221E+00   0.2183E+01   0.5956E+00
   444   0.8860E+01  -0.1683E-08   0.1464E-09  -0.7907E-06  -0.4456E+00   0.2189E+01   0.5990E+00
   445   0.8880E+01  -0.1611E-08   0.1385E-09  -0.7581E-06  -0.4704E+00   0.2195E+01   0.6023E+00
   446   0.8900E+01  -0.1541E-08   0.1310E-09  -0.7268E-06  -0.4963E+00   0.2201E+01   0.6056E+00
   447   0.8920E+01  -0.1475E-08   0.1240E-09  -0.6968E-06  -0.5236E+00   0.2207E+01   0.6089E+00
   448   0.8940E+01  -0.1411E-08   0.1173E-09  -0.6678E-06  -0.5522E+00   0.2213E+01   0.6122E+00
   449   0.8960E+01  -0.1350E-08   0.1109E-09  -0.6400E-06  -0.5822E+00   0.2219E+01   0.6155E+00
   450   0.8980E+01  -0.1291E-08   0.1050E-09  -0.6133E-06  -0.6138E+00   0.2225E+01   0.6188E+00
   451   0.9000E+01  -0.1235E-08   0.9930E-10  -0.5877E-06  -0.6469E+00   0.2231E+01   0.6220E+00
