#   pt       r            w            wL          Qw            A            b           IP
   237   0.4720E+01   0.3370E-04   0.2343E-04   0.4440E-02   0.2677E+01   0.2390E+01   0.7143E+00
   238   0.4740E+01   0.3212E-04   0.2230E-04   0.4255E-02   0.2750E+01   0.2396E+01   0.7177E+00
   239   0.4760E+01   0.3062E-04   0.2122E-04   0.4078E-02   0.2827E+01   0.2402E+01   0.7211E+00
   240   0.4780E+01   0.2918E-04   0.2020E-04   0.3907E-02   0.2906E+01   0.2408E+01   0.7246E+00
   241   0.4800E+01   0.2781E-04   0.1922E-04   0.3742E-02   0.2989E+01   0.2414E+01   0.7282E+00
   242   0.4820E+01   0.2650E-04   0.1830E-04   0.3585E-02   0.3076E+01   0.2420E+01   0.7318E+00
   243   0.4840E+01   0.2524E-04   0.1741E-04   0.3433E-02   0.3167E+01   0.2426E+01   0.7354E+00
   244   0.4860E+01   0.2405E-04   0.1657E-04   0.3287E-02   0.3261E+01   0.2432E+01   0.7391E+00
   245   0.4880E+01   0.2290E-04   0.1577E-04   0.3147E-02   0.3360E+01   0.2438E+01   0.7428E+00
   246   0.4900E+01   0.2181E-04   0.1501E-04   0.3013E-02   0.3462E+01   0.2444E+01   0.7466E+00
   247   0.4920E+01   0.2077E-04   0.1429E-04   0.2884E-02   0.3569E+01   0.2450E+01   0.7504E+00
   248   0.4940E+01   0.1978E-04   0.1360E-04   0.2760E-02   0.3680E+01   0.2456E+01   0.7542E+00
   249   0.4960E+01   0.1883E-04   0.1294E-04   0.2641E-02   0.3796E+01   0.2463E+01   0.7580E+00
   250   0.4980E+01   0.1792E-04   0.1232E-04   0.2527E-02   0.3917E+01   0.2469E+01   0.7619E+00
   251   0.5000E+01   0.1706E-04   0.1172E-04   0.2418E-02   0.4042E+01   0.2475E+01   0.7658E+00
   252   0.5020E+01   0.1623E-04   0.1116E-04   0.2313E-02   0.4173E+01   0.2482E+01   0.7697E+00
   253   0.5040E+01   0.1544E-04   0.1062E-04   0.2212E-02   0.4308E+01   0.2488E+01   0.7737E+00
   254   0.5060E+01   0.1469E-04   0.1010E-04   0.2116E-02   0.4449E+01   0.2494E+01   0.7777E+00
   255   0.5080E+01   0.1398E-04   0.9617E-05   0.2023E-02   0.4595E+01   0.2501E+01   0.7816E+00
   256   0.5100E+01   0.1329E-04   0.9153E-05   0.1934E-02   0.4747E+01   0.2507E+01   0.7856E+00
   257   0.5120E+01   0.1264E-04   0.8711E-05   0.1849E-02   0.4905E+01   0.2513E+01   0.7896E+00
   258   0.5140E+01   0.1202E-04   0.8290E-05   0.1768E-02   0.5068E+01   0.2520E+01   0.7936E+00
   259   0.5160E+01   0.1143E-04   0.7890E-05   0.1690E-02   0.5237E+01   0.2526E+01   0.7977E+00
   260   0.5180E+01   0.1087E-04   0.7509E-05   0.1615E-02   0.5412E+01   0.2532E+01   0.8017E+00
   261   0.5200E+01   0.1033E-04   0.7147E-05   0.1543E-02   0.5593E+01   0.2539E+01   0.8057E+00
   262   0.5220E+01   0.9818E-05   0.6802E-05   0.1474E-02   0.5781E+01   0.2545E+01   0.8097E+00
   263   0.5240E+01   0.9330E-05   0.6473E-05   0.1408E-02   0.5975E+01   0.2551E+01   0.8138E+00
   264   0.5260E+01   0.8866E-05   0.6161E-05   0.1345E-02   0.6175E+01   0.2558E+01   0.8178E+00
   265   0.5280E+01   0.8423E-05   0.5864E-05   0.1285E-02   0.6382E+01   0.2564E+01   0.8218E+00
   266   0.5300E+01   0.8001E-05   0.5581E-05   0.1227E-02   0.6595E+01   0.2570E+01   0.8258E+00
   267   0.5320E+01   0.7600E-05   0.5311E-05   0.1172E-02   0.6815E+01   0.2576E+01   0.8297E+00
   268   0.5340E+01   0.7218E-05   0.5055E-05   0.1119E-02   0.7042E+01   0.2583E+01   0.8337E+00
   269   0.5360E+01   0.6854E-05   0.4811E-05   0.1069E-02   0.7275E+01   0.2589E+01   0.8376E+00
   270   0.5380E+01   0.6508E-05   0.4579E-05   0.1020E-02   0.7515E+01   0.2595E+01   0.8415E+00
   271   0.5400E+01   0.6178E-05   0.4358E-05   0.9739E-03   0.7761E+01   0.2601E+01   0.8454E+00
   272   0.5420E+01   0.5865E-05   0.4147E-05   0.9296E-03   0.8014E+01   0.2607E+01   0.8493E+00
   273   0.5440E+01   0.5567E-05   0.3947E-05   0.8873E-03   0.8273E+01   0.2612E+01   0.8531E+00
   274   0.5460E+01   0.5283E-05   0.3756E-05   0.8468E-03   0.8539E+01   0.2618E+01   0.8569E+00
   275   0.5480E+01   0.5013E-05   0.3575E-05   0.8081E-03   0.8810E+01   0.2624E+01   0.8607E+00
   276   0.5500E+01   0.4757E-05   0.3403E-05   0.7711E-03   0.9088E+01   0.2630E+01   0.8644E+00
   277   0.5520E+01   0.4513E-05   0.3238E-05   0.7358E-03   0.9371E+01   0.2635E+01   0.8680E+00
   278   0.5540E+01   0.4281E-05   0.3082E-05   0.7020E-03   0.9660E+01   0.2641E+01   0.8716E+00
   279   0.5560E+01   0.4060E-05   0.2933E-05   0.6697E-03   0.9953E+01   0.2646E+01   0.8752E+00
   280   0.5580E+01   0.3851E-05   0.2792E-05   0.6389E-03   0.1025E+02   0.2651E+01   0.8787E+00
   281   0.5600E+01   0.3652E-05   0.2657E-05   0.6094E-03   0.1056E+02   0.2657E+01   0.8822E+00
   282   0.5620E+01   0.3463E-05   0.2529E-05   0.5813E-03   0.1086E+02   0.2662E+01   0.8856E+00
   283   0.5640E+01   0.3283E-05   0.2407E-05   0.5544E-03   0.1117E+02   0.2667E+01   0.8889E+00
   284   0.5660E+01   0.3112E-05   0.2290E-05   0.5288E-03   0.1149E+02   0.2672E+01   0.8922E+00
   285   0.5680E+01   0.2950E-05   0.2180E-05   0.5043E-03   0.1180E+02   0.2676E+01   0.8954E+00
   286   0.5700E+01   0.2796E-05   0.2075E-05   0.4809E-03   0.1212E+02   0.2681E+01   0.8985E+00
   287   0.5720E+01   0.2650E-05   0.1974E-05   0.4586E-03   0.1244E+02   0.2686E+01   0.9016E+00
   288   0.5740E+01   0.2512E-05   0.1879E-05   0.4373E-03   0.1276E+02   0.2690E+01   0.9045E+00
   289   0.5760E+01   0.2380E-05   0.1788E-05   0.4170E-03   0.1308E+02   0.2694E+01   0.9074E+00
   290   0.5780E+01   0.2255E-05   0.1702E-05   0.3976E-03   0.1339E+02   0.2698E+01   0.9102E+00
   291   0.5800E+01   0.2136E-05   0.1620E-05   0.3791E-03   0.1371E+02   0.2702E+01   0.9129E+00
   292   0.5820E+01   0.2024E-05   0.1542E-05   0.3615E-03   0.1402E+02   0.2706E+01   0.9156E+00
   293   0.5840E+01   0.1917E-05   0.1467E-05   0.3446E-03   0.1433E+02   0.2710E+01   0.9181E+00
   294   0.5860E+01   0.1816E-05   0.1396E-05   0.3286E-03   0.1463E+02   0.2714E+01   0.9205E+00
   295   0.5880E+01   0.1720E-05   0.1329E-05   0.3133E-03   0.1493E+02   0.2717E+01   0.9228E+00
   296   0.5900E+01   0.1629E-05   0.1265E-05   0.2987E-03   0.1522E+02   0.2720E+01   0.9250E+00
   297   0.5920E+01   0.1543E-05   0.1204E-05   0.2848E-03   0.1550E+02   0.2723E+01   0.9272E+00
   298   0.5940E+01   0.1461E-05   0.1146E-05   0.2715E-03   0.1577E+02   0.2726E+01   0.9292E+00
   299   0.5960E+01   0.1383E-05   0.1090E-05   0.2589E-03   0.1603E+02   0.2729E+01   0.9310E+00
   300   0.5980E+01   0.1310E-05   0.1038E-05   0.2468E-03   0.1628E+02   0.2732E+01   0.9328E+00
   301   0.6000E+01   0.1240E-05   0.9877E-06   0.2353E-03   0.1652E+02   0.2734E+01   0.9344E+00
   302   0.6020E+01   0.1174E-05   0.9400E-06   0.2243E-03   0.1674E+02   0.2736E+01   0.9360E+00
   303   0.6040E+01   0.1111E-05   0.8946E-06   0.2139E-03   0.1695E+02   0.2738E+01   0.9373E+00
   304   0.6060E+01   0.1052E-05   0.8515E-06   0.2040E-03   0.1714E+02   0.2740E+01   0.9386E+00
   305   0.6080E+01   0.9961E-06   0.8104E-06   0.1945E-03   0.1731E+02   0.2742E+01   0.9397E+00
   306   0.6100E+01   0.9429E-06   0.7712E-06   0.1854E-03   0.1746E+02   0.2743E+01   0.9407E+00
   307   0.6120E+01   0.8926E-06   0.7340E-06   0.1768E-03   0.1759E+02   0.2745E+01   0.9416E+00
   308   0.6140E+01   0.8449E-06   0.6986E-06   0.1686E-03   0.1771E+02   0.2746E+01   0.9423E+00
   309   0.6160E+01   0.7998E-06   0.6649E-06   0.1608E-03   0.1780E+02   0.2746E+01   0.9429E+00
   310   0.6180E+01   0.7570E-06   0.6328E-06   0.1534E-03   0.1786E+02   0.2747E+01   0.9433E+00
   311   0.6200E+01   0.7165E-06   0.6022E-06   0.1463E-03   0.1791E+02   0.2747E+01   0.9435E+00
   312   0.6220E+01   0.6782E-06   0.5731E-06   0.1395E-03   0.1793E+02   0.2748E+01   0.9437E+00
   313   0.6240E+01   0.6420E-06   0.5455E-06   0.1331E-03   0.1792E+02   0.2748E+01   0.9436E+00
   314   0.6260E+01   0.6076E-06   0.5191E-06   0.1269E-03   0.1789E+02   0.2747E+01   0.9435E+00
   315   0.6280E+01   0.5752E-06   0.4941E-06   0.1211E-03   0.1784E+02   0.2747E+01   0.9431E+00
   316   0.6300E+01   0.5444E-06   0.4702E-06   0.1155E-03   0.1776E+02   0.2746E+01   0.9426E+00
   317   0.6320E+01   0.5153E-06   0.4475E-06   0.1102E-03   0.1765E+02   0.2745E+01   0.9420E+00
   318   0.6340E+01   0.4878E-06   0.4259E-06   0.1052E-03   0.1752E+02   0.2744E+01   0.9411E+00
   319   0.6360E+01   0.4618E-06   0.4054E-06   0.1004E-03   0.1736E+02   0.2743E+01   0.9402E+00
   320   0.6380E+01   0.4371E-06   0.3858E-06   0.9580E-04   0.1718E+02   0.2741E+01   0.9390E+00
   321   0.6400E+01   0.4138E-06   0.3672E-06   0.9143E-04   0.1697E+02   0.2739E+01   0.9377E+00
   322   0.6420E+01   0.3918E-06   0.3495E-06   0.8728E-04   0.1674E+02   0.2737E+01   0.9363E+00
   323   0.6440E+01   0.3709E-06   0.3326E-06   0.8331E-04   0.1649E+02   0.2734E+01   0.9347E+00
   324   0.6460E+01   0.3512E-06   0.3165E-06   0.7954E-04   0.1621E+02   0.2732E+01   0.9329E+00
   325   0.6480E+01   0.3325E-06   0.3013E-06   0.7595E-04   0.1592E+02   0.2729E+01   0.9309E+00
   326   0.6500E+01   0.3149E-06   0.2867E-06   0.7252E-04   0.1560E+02   0.2726E+01   0.9288E+00
   327   0.6520E+01   0.2982E-06   0.2729E-06   0.6926E-04   0.1527E+02   0.2723E+01   0.9266E+00
   328   0.6540E+01   0.2824E-06   0.2597E-06   0.6615E-04   0.1492E+02   0.2719E+01   0.9242E+00
   329   0.6560E+01   0.2674E-06   0.2472E-06   0.6318E-04   0.1455E+02   0.2715E+01   0.9216E+00
   330   0.6580E+01   0.2533E-06   0.2352E-06   0.6036E-04   0.1417E+02   0.2711E+01   0.9189E+00
   331   0.6600E+01   0.2399E-06   0.2239E-06   0.5767E-04   0.1378E+02   0.2707E+01   0.9160E+00
   332   0.6620E+01   0.2273E-06   0.2131E-06   0.5510E-04   0.1338E+02   0.2703E+01   0.9130E+00
   333   0.6640E+01   0.2154E-06   0.2028E-06   0.5266E-04   0.1297E+02   0.2698E+01   0.9098E+00
   334   0.6660E+01   0.2041E-06   0.1930E-06   0.5033E-04   0.1255E+02   0.2693E+01   0.9065E+00
   335   0.6680E+01   0.1934E-06   0.1837E-06   0.4811E-04   0.1213E+02   0.2688E+01   0.9030E+00
   336   0.6700E+01   0.1833E-06   0.1748E-06   0.4599E-04   0.1170E+02   0.2682E+01   0.8994E+00
   337   0.6720E+01   0.1737E-06   0.1664E-06   0.4397E-04   0.1127E+02   0.2677E+01   0.8957E+00
   338   0.6740E+01   0.1647E-06   0.1583E-06   0.4205E-04   0.1084E+02   0.2671E+01   0.8918E+00
   339   0.6760E+01   0.1561E-06   0.1507E-06   0.4021E-04   0.1041E+02   0.2665E+01   0.8878E+00
   340   0.6780E+01   0.1480E-06   0.1434E-06   0.3846E-04   0.9986E+01   0.2659E+01   0.8837E+00
   341   0.6800E+01   0.1403E-06   0.1365E-06   0.3679E-04   0.9563E+01   0.2653E+01   0.8795E+00
   342   0.6820E+01   0.1331E-06   0.1299E-06   0.3520E-04   0.9147E+01   0.2646E+01   0.8751E+00
   343   0.6840E+01   0.1263E-06   0.1236E-06   0.3368E-04   0.8736E+01   0.2639E+01   0.8707E+00
   344   0.6860E+01   0.1198E-06   0.1177E-06   0.3223E-04   0.8333E+01   0.2632E+01   0.8662E+00
   345   0.6880E+01   0.1136E-06   0.1120E-06   0.3084E-04   0.7939E+01   0.2625E+01   0.8615E+00
   346   0.6900E+01   0.1078E-06   0.1066E-06   0.2952E-04   0.7555E+01   0.2618E+01   0.8568E+00
   347   0.6920E+01   0.1023E-06   0.1014E-06   0.2826E-04   0.7180E+01   0.2611E+01   0.8520E+00
   348   0.6940E+01   0.9714E-07   0.9654E-07   0.2706E-04   0.6817E+01   0.2603E+01   0.8471E+00
   349   0.6960E+01   0.9222E-07   0.9188E-07   0.2591E-04   0.6465E+01   0.2596E+01   0.8422E+00
   350   0.6980E+01   0.8756E-07   0.8745E-07   0.2481E-04   0.6126E+01   0.2588E+01   0.8371E+00
   351   0.7000E+01   0.8315E-07   0.8323E-07   0.2376E-04   0.5798E+01   0.2580E+01   0.8321E+00
   352   0.7020E+01   0.7897E-07   0.7921E-07   0.2276E-04   0.5484E+01   0.2572E+01   0.8269E+00
   353   0.7040E+01   0.7502E-07   0.7539E-07   0.2181E-04   0.5182E+01   0.2564E+01   0.8218E+00
   354   0.7060E+01   0.7127E-07   0.7175E-07   0.2089E-04   0.4893E+01   0.2556E+01   0.8166E+00
   355   0.7080E+01   0.6773E-07   0.6828E-07   0.2002E-04   0.4617E+01   0.2548E+01   0.8113E+00
   356   0.7100E+01   0.6437E-07   0.6499E-07   0.1919E-04   0.4354E+01   0.2539E+01   0.8061E+00
   357   0.7120E+01   0.6119E-07   0.6185E-07   0.1839E-04   0.4104E+01   0.2531E+01   0.8008E+00
   358   0.7140E+01   0.5817E-07   0.5886E-07   0.1763E-04   0.3866E+01   0.2523E+01   0.7955E+00
   359   0.7160E+01   0.5531E-07   0.5602E-07   0.1690E-04   0.3641E+01   0.2514E+01   0.7902E+00
   360   0.7180E+01   0.5260E-07   0.5332E-07   0.1620E-04   0.3427E+01   0.2506E+01   0.7849E+00
   361   0.7200E+01   0.5004E-07   0.5074E-07   0.1553E-04   0.3225E+01   0.2497E+01   0.7796E+00
   362   0.7220E+01   0.4760E-07   0.4830E-07   0.1490E-04   0.3035E+01   0.2489E+01   0.7744E+00
   363   0.7240E+01   0.4530E-07   0.4596E-07   0.1429E-04   0.2855E+01   0.2481E+01   0.7691E+00
   364   0.7260E+01   0.4311E-07   0.4375E-07   0.1370E-04   0.2686E+01   0.2472E+01   0.7639E+00
   365   0.7280E+01   0.4103E-07   0.4163E-07   0.1314E-04   0.2527E+01   0.2464E+01   0.7587E+00
   366   0.7300E+01   0.3906E-07   0.3962E-07   0.1261E-04   0.2378E+01   0.2455E+01   0.7536E+00
   367   0.7320E+01   0.3719E-07   0.3771E-07   0.1210E-04   0.2238E+01   0.2447E+01   0.7485E+00
   368   0.7340E+01   0.3542E-07   0.3589E-07   0.1161E-04   0.2106E+01   0.2439E+01   0.7435E+00
   369   0.7360E+01   0.3374E-07   0.3416E-07   0.1114E-04   0.1983E+01   0.2431E+01   0.7385E+00
   370   0.7380E+01   0.3214E-07   0.3251E-07   0.1069E-04   0.1868E+01   0.2423E+01   0.7336E+00
   371   0.7400E+01   0.3062E-07   0.3094E-07   0.1026E-04   0.1760E+01   0.2414E+01   0.7287E+00
   372   0.7420E+01   0.2918E-07   0.2945E-07   0.9844E-05   0.1660E+01   0.2407E+01   0.7239E+00
   373   0.7440E+01   0.2781E-07   0.2802E-07   0.9448E-05   0.1566E+01   0.2399E+01   0.7192E+00
   374   0.7460E+01   0.2651E-07   0.2667E-07   0.9070E-05   0.1478E+01   0.2391E+01   0.7146E+00
   375   0.7480E+01   0.2527E-07   0.2538E-07   0.8707E-05   0.1396E+01   0.2383E+01   0.7100E+00
   376   0.7500E+01   0.2410E-07   0.2416E-07   0.8359E-05   0.1320E+01   0.2376E+01   0.7056E+00
   377   0.7520E+01   0.2298E-07   0.2299E-07   0.8025E-05   0.1249E+01   0.2368E+01   0.7012E+00
   378   0.7540E+01   0.2192E-07   0.2188E-07   0.7705E-05   0.1183E+01   0.2361E+01   0.6969E+00
   379   0.7560E+01   0.2091E-07   0.2083E-07   0.7398E-05   0.1121E+01   0.2354E+01   0.6928E+00
   380   0.7580E+01   0.1995E-07   0.1982E-07   0.7104E-05   0.1064E+01   0.2347E+01   0.6887E+00
   381   0.7600E+01   0.1904E-07   0.1886E-07   0.6822E-05   0.1011E+01   0.2340E+01   0.6847E+00
   382   0.7620E+01   0.1817E-07   0.1795E-07   0.6551E-05   0.9610E+00   0.2334E+01   0.6809E+00
   383   0.7640E+01   0.1734E-07   0.1709E-07   0.6292E-05   0.9149E+00   0.2327E+01   0.6771E+00
   384   0.7660E+01   0.1655E-07   0.1626E-07   0.6042E-05   0.8719E+00   0.2321E+01   0.6734E+00
   385   0.7680E+01   0.1580E-07   0.1548E-07   0.5803E-05   0.8320E+00   0.2315E+01   0.6699E+00
   386   0.7700E+01   0.1509E-07   0.1473E-07   0.5574E-05   0.7950E+00   0.2309E+01   0.6665E+00
   387   0.7720E+01   0.1441E-07   0.1402E-07   0.5354E-05   0.7605E+00   0.2303E+01   0.6632E+00
   388   0.7740E+01   0.1376E-07   0.1334E-07   0.5142E-05   0.7285E+00   0.2298E+01   0.6600E+00
   389   0.7760E+01   0.1314E-07   0.1270E-07   0.4939E-05   0.6988E+00   0.2292E+01   0.6569E+00
   390   0.7780E+01   0.1255E-07   0.1209E-07   0.4744E-05   0.6712E+00   0.2287E+01   0.6539E+00
   391   0.7800E+01   0.1199E-07   0.1150E-07   0.4557E-05   0.6456E+00   0.2282E+01   0.6511E+00
   392   0.7820E+01   0.1146E-07   0.1095E-07   0.4377E-05   0.6218E+00   0.2277E+01   0.6483E+00
   393   0.7840E+01   0.1095E-07   0.1042E-07   0.4205E-05   0.5998E+00   0.2273E+01   0.6457E+00
   394   0.7860E+01   0.1046E-07   0.9915E-08   0.4039E-05   0.5794E+00   0.2268E+01   0.6432E+00
   395   0.7880E+01   0.1000E-07   0.9437E-08   0.3880E-05   0.5605E+00   0.2264E+01   0.6408E+00
   396   0.7900E+01   0.9558E-08   0.8981E-08   0.3727E-05   0.5430E+00   0.2260E+01   0.6385E+00
   397   0.7920E+01   0.9136E-08   0.8548E-08   0.3580E-05   0.5269E+00   0.2256E+01   0.6364E+00
   398   0.7940E+01   0.8733E-08   0.8135E-08   0.3438E-05   0.5120E+00   0.2253E+01   0.6343E+00
   399   0.7960E+01   0.8348E-08   0.7742E-08   0.3303E-05   0.4982E+00   0.2249E+01   0.6324E+00
   400   0.7980E+01   0.7981E-08   0.7369E-08   0.3173E-05   0.4856E+00   0.2246E+01   0.6306E+00
   401   0.8000E+01   0.7631E-08   0.7013E-08   0.3047E-05   0.4740E+00   0.2243E+01   0.6289E+00
   402   0.8020E+01   0.7296E-08   0.6674E-08   0.2927E-05   0.4633E+00   0.2240E+01   0.6273E+00
   403   0.8040E+01   0.6977E-08   0.6352E-08   0.2811E-05   0.4536E+00   0.2238E+01   0.6258E+00
   404   0.8060E+01   0.6672E-08   0.6046E-08   0.2700E-05   0.4447E+00   0.2235E+01   0.6245E+00
   405   0.8080E+01   0.6380E-08   0.5754E-08   0.2593E-05   0.4367E+00   0.2233E+01   0.6232E+00
   406   0.8100E+01   0.6102E-08   0.5476E-08   0.2491E-05   0.4294E+00   0.2231E+01   0.6221E+00
   407   0.8120E+01   0.5836E-08   0.5212E-08   0.2392E-05   0.4229E+00   0.2229E+01   0.6210E+00
   408   0.8140E+01   0.5581E-08   0.4960E-08   0.2297E-05   0.4171E+00   0.2227E+01   0.6201E+00
   409   0.8160E+01   0.5338E-08   0.4721E-08   0.2206E-05   0.4119E+00   0.2226E+01   0.6192E+00
   410   0.8180E+01   0.5106E-08   0.4493E-08   0.2119E-05   0.4075E+00   0.2224E+01   0.6185E+00
   411   0.8200E+01   0.4884E-08   0.4276E-08   0.2034E-05   0.4036E+00   0.2223E+01   0.6178E+00
   412   0.8220E+01   0.4671E-08   0.4070E-08   0.1954E-05   0.4003E+00   0.2222E+01   0.6173E+00
   413   0.8240E+01   0.4468E-08   0.3873E-08   0.1876E-05   0.3976E+00   0.2221E+01   0.6168E+00
   414   0.8260E+01   0.4274E-08   0.3686E-08   0.1801E-05   0.3955E+00   0.2221E+01   0.6164E+00
   415   0.8280E+01   0.4089E-08   0.3508E-08   0.1729E-05   0.3939E+00   0.2220E+01   0.6162E+00
   416   0.8300E+01   0.3911E-08   0.3339E-08   0.1660E-05   0.3928E+00   0.2220E+01   0.6160E+00
   417   0.8320E+01   0.3741E-08   0.3178E-08   0.1594E-05   0.3923E+00   0.2220E+01   0.6159E+00
   418   0.8340E+01   0.3579E-08   0.3024E-08   0.1530E-05   0.3923E+00   0.2220E+01   0.6159E+00
   419   0.8360E+01   0.3423E-08   0.2878E-08   0.1468E-05   0.3927E+00   0.2220E+01   0.6160E+00
   420   0.8380E+01   0.3275E-08   0.2739E-08   0.1410E-05   0.3937E+00   0.2220E+01   0.6161E+00
   421   0.8400E+01   0.3132E-08   0.2607E-08   0.1353E-05   0.3952E+00   0.2221E+01   0.6164E+00
   422   0.8420E+01   0.2996E-08   0.2481E-08   0.1298E-05   0.3971E+00   0.2221E+01   0.6167E+00
   423   0.8440E+01   0.2866E-08   0.2361E-08   0.1246E-05   0.3996E+00   0.2222E+01   0.6171E+00
   424   0.8460E+01   0.2741E-08   0.2247E-08   0.1196E-05   0.4025E+00   0.2223E+01   0.6176E+00
   425   0.8480E+01   0.2622E-08   0.2139E-08   0.1147E-05   0.4059E+00   0.2224E+01   0.6181E+00
   426   0.8500E+01   0.2508E-08   0.2036E-08   0.1101E-05   0.4098E+00   0.2225E+01   0.6188E+00
   427   0.8520E+01   0.2399E-08   0.1937E-08   0.1056E-05   0.4142E+00   0.2226E+01   0.6195E+00
   428   0.8540E+01   0.2294E-08   0.1844E-08   0.1013E-05   0.4191E+00   0.2228E+01   0.6202E+00
   429   0.8560E+01   0.2194E-08   0.1755E-08   0.9722E-06   0.4245E+00   0.2229E+01   0.6211E+00
   430   0.8580E+01   0.2099E-08   0.1670E-08   0.9325E-06   0.4304E+00   0.2231E+01   0.6220E+00
   431   0.8600E+01   0.2007E-08   0.1590E-08   0.8945E-06   0.4368E+00   0.2232E+01   0.6229E+00
   432   0.8620E+01   0.1919E-08   0.1513E-08   0.8579E-06   0.4438E+00   0.2234E+01   0.6240E+00
   433   0.8640E+01   0.1836E-08   0.1440E-08   0.8228E-06   0.4513E+00   0.2236E+01   0.6250E+00
   434   0.8660E+01   0.1755E-08   0.1370E-08   0.7890E-06   0.4594E+00   0.2238E+01   0.6262E+00
   435   0.8680E+01   0.1678E-08   0.1304E-08   0.7566E-06   0.4681E+00   0.2240E+01   0.6274E+00
   436   0.8700E+01   0.1605E-08   0.1241E-08   0.7254E-06   0.4774E+00   0.2243E+01   0.6287E+00
   437   0.8720E+01   0.1534E-08   0.1181E-08   0.6955E-06   0.4872E+00   0.2245E+01   0.6300E+00
   438   0.8740E+01   0.1467E-08   0.1124E-08   0.6668E-06   0.4978E+00   0.2247E+01   0.6314E+00
   439   0.8760E+01   0.1402E-08   0.1070E-08   0.6392E-06   0.5089E+00   0.2250E+01   0.6328E+00
   440   0.8780E+01   0.1341E-08   0.1018E-08   0.6127E-06   0.5208E+00   0.2253E+01   0.6343E+00
   441   0.8800E+01   0.1282E-08   0.9692E-09   0.5872E-06   0.5334E+00   0.2255E+01   0.6358E+00
   442   0.8820E+01   0.1225E-08   0.9224E-09   0.5628E-06   0.5467E+00   0.2258E+01   0.6374E+00
   443   0.8840E+01   0.1171E-08   0.8779E-09   0.5393E-06   0.5607E+00   0.2261E+01   0.6390E+00
   444   0.8860E+01   0.1119E-08   0.8355E-09   0.5168E-06   0.5756E+00   0.2264E+01   0.6407E+00
   445   0.8880E+01   0.1070E-08   0.7952E-09   0.4951E-06   0.5912E+00   0.2267E+01   0.6424E+00
   446   0.8900E+01   0.1022E-08   0.7568E-09   0.4744E-06   0.6078E+00   0.2270E+01   0.6441E+00
   447   0.8920E+01   0.9767E-09   0.7203E-09   0.4544E-06   0.6252E+00   0.2273E+01   0.6459E+00
   448   0.8940E+01   0.9333E-09   0.6855E-09   0.4353E-06   0.6435E+00   0.2276E+01   0.6478E+00
   449   0.8960E+01   0.8917E-09   0.6524E-09   0.4169E-06   0.6629E+00   0.2280E+01   0.6497E+00
   450   0.8980E+01   0.8519E-09   0.6209E-09   0.3993E-06   0.6832E+00   0.2283E+01   0.6516E+00
   451   0.9000E+01   0.8139E-09   0.5909E-09   0.3824E-06   0.7046E+00   0.2287E+01   0.6536E+00
