#   pt       r            w            wL          Qw            A            b           IP
   236   0.4700E+01   0.3303E-04   0.2446E-04   0.3976E-02   0.3710E+01   0.2474E+01   0.7653E+00
   237   0.4720E+01   0.3143E-04   0.2328E-04   0.3796E-02   0.3855E+01   0.2482E+01   0.7703E+00
   238   0.4740E+01   0.2991E-04   0.2216E-04   0.3624E-02   0.4008E+01   0.2491E+01   0.7754E+00
   239   0.4760E+01   0.2845E-04   0.2109E-04   0.3458E-02   0.4172E+01   0.2499E+01   0.7807E+00
   240   0.4780E+01   0.2706E-04   0.2007E-04   0.3300E-02   0.4346E+01   0.2508E+01   0.7861E+00
   241   0.4800E+01   0.2573E-04   0.1910E-04   0.3148E-02   0.4532E+01   0.2516E+01   0.7915E+00
   242   0.4820E+01   0.2447E-04   0.1818E-04   0.3002E-02   0.4729E+01   0.2525E+01   0.7971E+00
   243   0.4840E+01   0.2326E-04   0.1730E-04   0.2862E-02   0.4940E+01   0.2534E+01   0.8028E+00
   244   0.4860E+01   0.2211E-04   0.1647E-04   0.2728E-02   0.5164E+01   0.2543E+01   0.8087E+00
   245   0.4880E+01   0.2101E-04   0.1567E-04   0.2599E-02   0.5404E+01   0.2553E+01   0.8146E+00
   246   0.4900E+01   0.1996E-04   0.1491E-04   0.2476E-02   0.5660E+01   0.2562E+01   0.8206E+00
   247   0.4920E+01   0.1896E-04   0.1419E-04   0.2358E-02   0.5933E+01   0.2572E+01   0.8268E+00
   248   0.4940E+01   0.1801E-04   0.1351E-04   0.2245E-02   0.6225E+01   0.2582E+01   0.8331E+00
   249   0.4960E+01   0.1710E-04   0.1286E-04   0.2137E-02   0.6538E+01   0.2591E+01   0.8395E+00
   250   0.4980E+01   0.1624E-04   0.1224E-04   0.2034E-02   0.6872E+01   0.2602E+01   0.8460E+00
   251   0.5000E+01   0.1541E-04   0.1165E-04   0.1935E-02   0.7230E+01   0.2612E+01   0.8526E+00
   252   0.5020E+01   0.1463E-04   0.1108E-04   0.1840E-02   0.7615E+01   0.2622E+01   0.8594E+00
   253   0.5040E+01   0.1388E-04   0.1055E-04   0.1749E-02   0.8027E+01   0.2633E+01   0.8663E+00
   254   0.5060E+01   0.1317E-04   0.1004E-04   0.1663E-02   0.8469E+01   0.2643E+01   0.8733E+00
   255   0.5080E+01   0.1249E-04   0.9555E-05   0.1580E-02   0.8945E+01   0.2654E+01   0.8804E+00
   256   0.5100E+01   0.1184E-04   0.9094E-05   0.1501E-02   0.9457E+01   0.2665E+01   0.8877E+00
   257   0.5120E+01   0.1122E-04   0.8655E-05   0.1425E-02   0.1001E+02   0.2676E+01   0.8951E+00
   258   0.5140E+01   0.1064E-04   0.8237E-05   0.1353E-02   0.1060E+02   0.2687E+01   0.9026E+00
   259   0.5160E+01   0.1008E-04   0.7839E-05   0.1284E-02   0.1124E+02   0.2699E+01   0.9103E+00
   260   0.5180E+01   0.9549E-05   0.7461E-05   0.1218E-02   0.1193E+02   0.2710E+01   0.9181E+00
   261   0.5200E+01   0.9045E-05   0.7101E-05   0.1155E-02   0.1268E+02   0.2722E+01   0.9260E+00
   262   0.5220E+01   0.8564E-05   0.6758E-05   0.1095E-02   0.1349E+02   0.2734E+01   0.9341E+00
   263   0.5240E+01   0.8108E-05   0.6432E-05   0.1037E-02   0.1436E+02   0.2746E+01   0.9424E+00
   264   0.5260E+01   0.7674E-05   0.6121E-05   0.9828E-03   0.1531E+02   0.2758E+01   0.9508E+00
   265   0.5280E+01   0.7261E-05   0.5826E-05   0.9307E-03   0.1635E+02   0.2770E+01   0.9593E+00
   266   0.5300E+01   0.6869E-05   0.5545E-05   0.8810E-03   0.1747E+02   0.2783E+01   0.9680E+00
   267   0.5320E+01   0.6496E-05   0.5277E-05   0.8337E-03   0.1869E+02   0.2796E+01   0.9769E+00
   268   0.5340E+01   0.6142E-05   0.5022E-05   0.7886E-03   0.2002E+02   0.2808E+01   0.9859E+00
   269   0.5360E+01   0.5806E-05   0.4780E-05   0.7456E-03   0.2147E+02   0.2822E+01   0.9951E+00
   270   0.5380E+01   0.5486E-05   0.4549E-05   0.7047E-03   0.2306E+02   0.2835E+01   0.1005E+01
   271   0.5400E+01   0.5183E-05   0.4329E-05   0.6657E-03   0.2480E+02   0.2848E+01   0.1014E+01
   272   0.5420E+01   0.4896E-05   0.4120E-05   0.6287E-03   0.2671E+02   0.2862E+01   0.1024E+01
   273   0.5440E+01   0.4623E-05   0.3922E-05   0.5934E-03   0.2881E+02   0.2876E+01   0.1034E+01
   274   0.5460E+01   0.4364E-05   0.3732E-05   0.5599E-03   0.3111E+02   0.2890E+01   0.1044E+01
   275   0.5480E+01   0.4118E-05   0.3552E-05   0.5280E-03   0.3366E+02   0.2904E+01   0.1054E+01
   276   0.5500E+01   0.3885E-05   0.3381E-05   0.4977E-03   0.3646E+02   0.2919E+01   0.1065E+01
   277   0.5520E+01   0.3664E-05   0.3217E-05   0.4689E-03   0.3957E+02   0.2934E+01   0.1076E+01
   278   0.5540E+01   0.3455E-05   0.3062E-05   0.4416E-03   0.4301E+02   0.2949E+01   0.1087E+01
   279   0.5560E+01   0.3256E-05   0.2914E-05   0.4156E-03   0.4684E+02   0.2964E+01   0.1098E+01
   280   0.5580E+01   0.3069E-05   0.2774E-05   0.3909E-03   0.5109E+02   0.2980E+01   0.1110E+01
   281   0.5600E+01   0.2891E-05   0.2640E-05   0.3676E-03   0.5584E+02   0.2996E+01   0.1122E+01
   282   0.5620E+01   0.2722E-05   0.2512E-05   0.3454E-03   0.6116E+02   0.3012E+01   0.1134E+01
   283   0.5640E+01   0.2562E-05   0.2391E-05   0.3243E-03   0.6712E+02   0.3029E+01   0.1147E+01
   284   0.5660E+01   0.2411E-05   0.2276E-05   0.3044E-03   0.7381E+02   0.3045E+01   0.1159E+01
   285   0.5680E+01   0.2269E-05   0.2166E-05   0.2855E-03   0.8136E+02   0.3063E+01   0.1172E+01
   286   0.5700E+01   0.2133E-05   0.2061E-05   0.2676E-03   0.8989E+02   0.3080E+01   0.1186E+01
   287   0.5720E+01   0.2006E-05   0.1962E-05   0.2506E-03   0.9956E+02   0.3098E+01   0.1200E+01
   288   0.5740E+01   0.1885E-05   0.1867E-05   0.2346E-03   0.1106E+03   0.3116E+01   0.1214E+01
   289   0.5760E+01   0.1771E-05   0.1777E-05   0.2194E-03   0.1231E+03   0.3135E+01   0.1228E+01
   290   0.5780E+01   0.1663E-05   0.1691E-05   0.2050E-03   0.1375E+03   0.3154E+01   0.1244E+01
   291   0.5800E+01   0.1561E-05   0.1610E-05   0.1915E-03   0.1540E+03   0.3174E+01   0.1259E+01
   292   0.5820E+01   0.1464E-05   0.1532E-05   0.1786E-03   0.1730E+03   0.3194E+01   0.1275E+01
   293   0.5840E+01   0.1374E-05   0.1458E-05   0.1665E-03   0.1950E+03   0.3214E+01   0.1291E+01
   294   0.5860E+01   0.1288E-05   0.1387E-05   0.1551E-03   0.2206E+03   0.3235E+01   0.1308E+01
   295   0.5880E+01   0.1207E-05   0.1321E-05   0.1443E-03   0.2504E+03   0.3257E+01   0.1326E+01
   296   0.5900E+01   0.1130E-05   0.1257E-05   0.1341E-03   0.2855E+03   0.3279E+01   0.1344E+01
   297   0.5920E+01   0.1058E-05   0.1196E-05   0.1245E-03   0.3268E+03   0.3302E+01   0.1363E+01
   298   0.5940E+01   0.9905E-06   0.1138E-05   0.1154E-03   0.3757E+03   0.3326E+01   0.1382E+01
   299   0.5960E+01   0.9266E-06   0.1083E-05   0.1069E-03   0.4340E+03   0.3350E+01   0.1403E+01
   300   0.5980E+01   0.8663E-06   0.1031E-05   0.9888E-04   0.5038E+03   0.3375E+01   0.1424E+01
   301   0.6000E+01   0.8096E-06   0.9813E-06   0.9133E-04   0.5879E+03   0.3401E+01   0.1445E+01
   302   0.6020E+01   0.7561E-06   0.9340E-06   0.8422E-04   0.6900E+03   0.3427E+01   0.1468E+01
   303   0.6040E+01   0.7059E-06   0.8889E-06   0.7755E-04   0.8146E+03   0.3455E+01   0.1492E+01
   304   0.6060E+01   0.6585E-06   0.8460E-06   0.7127E-04   0.9680E+03   0.3483E+01   0.1517E+01
   305   0.6080E+01   0.6141E-06   0.8051E-06   0.6538E-04   0.1158E+04   0.3513E+01   0.1542E+01
   306   0.6100E+01   0.5722E-06   0.7663E-06   0.5986E-04   0.1396E+04   0.3543E+01   0.1570E+01
   307   0.6120E+01   0.5329E-06   0.7293E-06   0.5468E-04   0.1696E+04   0.3575E+01   0.1598E+01
   308   0.6140E+01   0.4960E-06   0.6941E-06   0.4982E-04   0.2078E+04   0.3608E+01   0.1628E+01
   309   0.6160E+01   0.4613E-06   0.6606E-06   0.4527E-04   0.2570E+04   0.3643E+01   0.1659E+01
   310   0.6180E+01   0.4287E-06   0.6287E-06   0.4102E-04   0.3209E+04   0.3679E+01   0.1692E+01
   311   0.6200E+01   0.3981E-06   0.5983E-06   0.3704E-04   0.4051E+04   0.3717E+01   0.1727E+01
   312   0.6220E+01   0.3695E-06   0.5695E-06   0.3332E-04   0.5173E+04   0.3756E+01   0.1763E+01
   313   0.6240E+01   0.3426E-06   0.5420E-06   0.2985E-04   0.6690E+04   0.3797E+01   0.1802E+01
   314   0.6260E+01   0.3174E-06   0.5158E-06   0.2661E-04   0.8770E+04   0.3841E+01   0.1844E+01
   315   0.6280E+01   0.2938E-06   0.4909E-06   0.2359E-04   0.1167E+05   0.3886E+01   0.1888E+01
   316   0.6300E+01   0.2717E-06   0.4672E-06   0.2078E-04   0.1578E+05   0.3934E+01   0.1935E+01
   317   0.6320E+01   0.2510E-06   0.4447E-06   0.1817E-04   0.2173E+05   0.3985E+01   0.1985E+01
   318   0.6340E+01   0.2317E-06   0.4232E-06   0.1574E-04   0.3051E+05   0.4038E+01   0.2039E+01
   319   0.6360E+01   0.2136E-06   0.4028E-06   0.1348E-04   0.4378E+05   0.4095E+01   0.2096E+01
   320   0.6380E+01   0.1967E-06   0.3833E-06   0.1139E-04   0.6433E+05   0.4156E+01   0.2159E+01
   321   0.6400E+01   0.1809E-06   0.3648E-06   0.9454E-05   0.9706E+05   0.4220E+01   0.2226E+01
   322   0.6420E+01   0.1661E-06   0.3472E-06   0.7663E-05   0.1508E+06   0.4289E+01   0.2299E+01
   323   0.6440E+01   0.1523E-06   0.3304E-06   0.6010E-05   0.2422E+06   0.4363E+01   0.2379E+01
   324   0.6460E+01   0.1395E-06   0.3145E-06   0.4485E-05   0.4036E+06   0.4442E+01   0.2466E+01
   325   0.6480E+01   0.1275E-06   0.2993E-06   0.3081E-05   0.7009E+06   0.4527E+01   0.2562E+01
   326   0.6500E+01   0.1164E-06   0.2849E-06   0.1791E-05   0.1276E+07   0.4619E+01   0.2667E+01
   327   0.6520E+01   0.1060E-06   0.2711E-06   0.6068E-06   0.2450E+07   0.4720E+01   0.2784E+01
   328   0.6540E+01   0.9636E-07   0.2580E-06  -0.4770E-06   0.5001E+07   0.4829E+01   0.2915E+01
   329   0.6560E+01   0.8739E-07   0.2456E-06  -0.1467E-05   0.1095E+08   0.4948E+01   0.3061E+01
   330   0.6580E+01   0.7905E-07   0.2337E-06  -0.2369E-05   0.2601E+08   0.5080E+01   0.3226E+01
   331   0.6600E+01   0.7131E-07   0.2224E-06  -0.3189E-05   0.6793E+08   0.5226E+01   0.3414E+01
   332   0.6620E+01   0.6413E-07   0.2117E-06  -0.3932E-05   0.1984E+09   0.5388E+01   0.3629E+01
   333   0.6640E+01   0.5748E-07   0.2015E-06  -0.4604E-05   0.6613E+09   0.5570E+01   0.3877E+01
   334   0.6660E+01   0.5132E-07   0.1918E-06  -0.5208E-05   0.2584E+10   0.5774E+01   0.4168E+01
   335   0.6680E+01   0.4562E-07   0.1825E-06  -0.5749E-05   0.1224E+11   0.6008E+01   0.4511E+01
   336   0.6700E+01   0.4035E-07   0.1737E-06  -0.6232E-05   0.7347E+11   0.6276E+01   0.4923E+01
   337   0.6720E+01   0.3548E-07   0.1653E-06  -0.6661E-05   0.5922E+12   0.6587E+01   0.5423E+01
   338   0.6740E+01   0.3099E-07   0.1573E-06  -0.7039E-05   0.6940E+13   0.6952E+01   0.6042E+01
   339   0.6760E+01   0.2685E-07   0.1497E-06  -0.7370E-05   0.1320E+15   0.7389E+01   0.6824E+01
   340   0.6780E+01   0.2305E-07   0.1425E-06  -0.7657E-05   0.4775E+16   0.7919E+01   0.7838E+01
   341   0.6800E+01   0.1955E-07   0.1356E-06  -0.7903E-05   0.4154E+18   0.8576E+01   0.9194E+01
   342   0.6820E+01   0.1633E-07   0.1291E-06  -0.8112E-05   0.1252E+21   0.9414E+01   0.1108E+02
   343   0.6840E+01   0.1339E-07   0.1228E-06  -0.8286E-05   0.2378E+24   0.1052E+02   0.1383E+02
   344   0.6860E+01   0.1069E-07   0.1169E-06  -0.8428E-05   0.8186E+28   0.1204E+02   0.1813E+02
   345   0.6880E+01   0.8232E-08   0.1113E-06  -0.8540E-05   0.3972E+35   0.1429E+02   0.2551E+02
   346   0.6900E+01   0.5986E-08   0.1059E-06  -0.8624E-05   0.2642E+46   0.1790E+02   0.4006E+02
   347   0.6920E+01   0.3941E-08   0.1008E-06  -0.8684E-05   0.8033E+66   0.2473E+02   0.7642E+02
   348   0.6940E+01   0.2083E-08   0.9592E-07  -0.8720E-05   0.1680+120   0.4244E+02   0.2251E+03
   349   0.6960E+01   0.4000E-09   0.9129E-07  -0.8735E-05     Infinity   0.2001E+03   0.5004E+04
   350   0.6980E+01  -0.1122E-08   0.8689E-07  -0.8730E-05  -0.6593-204  -0.6440E+02   0.5185E+03
   351   0.7000E+01  -0.2494E-08   0.8269E-07  -0.8708E-05  -0.1314E-87  -0.2608E+02   0.8501E+02
   352   0.7020E+01  -0.3726E-08   0.7870E-07  -0.8669E-05  -0.6952E-56  -0.1566E+02   0.3064E+02
   353   0.7040E+01  -0.4830E-08   0.7490E-07  -0.8616E-05  -0.4779E-41  -0.1079E+02   0.1457E+02
   354   0.7060E+01  -0.5815E-08   0.7129E-07  -0.8549E-05  -0.1963E-32  -0.7981E+01   0.7963E+01
   355   0.7080E+01  -0.6690E-08   0.6784E-07  -0.8471E-05  -0.8457E-27  -0.6146E+01   0.4722E+01
   356   0.7100E+01  -0.7463E-08   0.6457E-07  -0.8381E-05  -0.8028E-23  -0.4854E+01   0.2946E+01
   357   0.7120E+01  -0.8141E-08   0.6145E-07  -0.8282E-05  -0.7332E-20  -0.3895E+01   0.1897E+01
   358   0.7140E+01  -0.8733E-08   0.5849E-07  -0.8174E-05  -0.1435E-17  -0.3155E+01   0.1245E+01
   359   0.7160E+01  -0.9246E-08   0.5566E-07  -0.8059E-05  -0.9650E-16  -0.2567E+01   0.8235E+00
   360   0.7180E+01  -0.9685E-08   0.5298E-07  -0.7936E-05  -0.3002E-14  -0.2087E+01   0.5446E+00
   361   0.7200E+01  -0.1006E-07   0.5042E-07  -0.7808E-05  -0.5256E-13  -0.1689E+01   0.3566E+00
   362   0.7220E+01  -0.1037E-07   0.4798E-07  -0.7674E-05  -0.5924E-12  -0.1353E+01   0.2289E+00
   363   0.7240E+01  -0.1062E-07   0.4567E-07  -0.7537E-05  -0.4730E-11  -0.1066E+01   0.1420E+00
   364   0.7260E+01  -0.1082E-07   0.4346E-07  -0.7395E-05  -0.2868E-10  -0.8172E+00   0.8348E-01
   365   0.7280E+01  -0.1097E-07   0.4137E-07  -0.7250E-05  -0.1392E-09  -0.5999E+00   0.4499E-01
   366   0.7300E+01  -0.1109E-07   0.3937E-07  -0.7103E-05  -0.5622E-09  -0.4084E+00   0.2085E-01
   367   0.7320E+01  -0.1116E-07   0.3747E-07  -0.6953E-05  -0.1949E-08  -0.2383E+00   0.7100E-02
   368   0.7340E+01  -0.1119E-07   0.3566E-07  -0.6802E-05  -0.5945E-08  -0.8619E-01   0.9286E-03
   369   0.7360E+01  -0.1120E-07   0.3394E-07  -0.6650E-05  -0.1626E-07   0.5069E-01   0.3212E-03
   370   0.7380E+01  -0.1117E-07   0.3230E-07  -0.6498E-05  -0.4050E-07   0.1745E+00   0.3807E-02
   371   0.7400E+01  -0.1112E-07   0.3074E-07  -0.6345E-05  -0.9305E-07   0.2871E+00   0.1030E-01
   372   0.7420E+01  -0.1104E-07   0.2926E-07  -0.6192E-05  -0.1993E-06   0.3899E+00   0.1900E-01
   373   0.7440E+01  -0.1095E-07   0.2784E-07  -0.6039E-05  -0.4015E-06   0.4841E+00   0.2930E-01
   374   0.7460E+01  -0.1083E-07   0.2650E-07  -0.5887E-05  -0.7662E-06   0.5709E+00   0.4074E-01
   375   0.7480E+01  -0.1070E-07   0.2522E-07  -0.5736E-05  -0.1394E-05   0.6510E+00   0.5298E-01
   376   0.7500E+01  -0.1055E-07   0.2400E-07  -0.5586E-05  -0.2430E-05   0.7252E+00   0.6574E-01
   377   0.7520E+01  -0.1040E-07   0.2285E-07  -0.5438E-05  -0.4079E-05   0.7942E+00   0.7884E-01
   378   0.7540E+01  -0.1023E-07   0.2174E-07  -0.5291E-05  -0.6617E-05   0.8584E+00   0.9211E-01
   379   0.7560E+01  -0.1004E-07   0.2069E-07  -0.5146E-05  -0.1041E-04   0.9184E+00   0.1054E+00
   380   0.7580E+01  -0.9856E-08   0.1969E-07  -0.5002E-05  -0.1593E-04   0.9746E+00   0.1187E+00
   381   0.7600E+01  -0.9661E-08   0.1874E-07  -0.4861E-05  -0.2376E-04   0.1027E+01   0.1319E+00
   382   0.7620E+01  -0.9460E-08   0.1784E-07  -0.4722E-05  -0.3465E-04   0.1077E+01   0.1450E+00
   383   0.7640E+01  -0.9254E-08   0.1698E-07  -0.4585E-05  -0.4949E-04   0.1124E+01   0.1578E+00
   384   0.7660E+01  -0.9044E-08   0.1616E-07  -0.4450E-05  -0.6933E-04   0.1168E+01   0.1704E+00
   385   0.7680E+01  -0.8832E-08   0.1538E-07  -0.4318E-05  -0.9545E-04   0.1209E+01   0.1828E+00
   386   0.7700E+01  -0.8617E-08   0.1464E-07  -0.4189E-05  -0.1293E-03   0.1249E+01   0.1949E+00
   387   0.7720E+01  -0.8401E-08   0.1393E-07  -0.4061E-05  -0.1725E-03   0.1286E+01   0.2068E+00
   388   0.7740E+01  -0.8185E-08   0.1326E-07  -0.3937E-05  -0.2271E-03   0.1322E+01   0.2184E+00
   389   0.7760E+01  -0.7969E-08   0.1262E-07  -0.3815E-05  -0.2952E-03   0.1356E+01   0.2297E+00
   390   0.7780E+01  -0.7753E-08   0.1201E-07  -0.3696E-05  -0.3791E-03   0.1388E+01   0.2408E+00
   391   0.7800E+01  -0.7539E-08   0.1143E-07  -0.3579E-05  -0.4816E-03   0.1419E+01   0.2515E+00
   392   0.7820E+01  -0.7326E-08   0.1088E-07  -0.3465E-05  -0.6056E-03   0.1448E+01   0.2621E+00
   393   0.7840E+01  -0.7115E-08   0.1035E-07  -0.3354E-05  -0.7544E-03   0.1476E+01   0.2723E+00
   394   0.7860E+01  -0.6906E-08   0.9852E-08  -0.3245E-05  -0.9313E-03   0.1503E+01   0.2823E+00
   395   0.7880E+01  -0.6699E-08   0.9376E-08  -0.3139E-05  -0.1140E-02   0.1529E+01   0.2920E+00
   396   0.7900E+01  -0.6496E-08   0.8924E-08  -0.3036E-05  -0.1385E-02   0.1553E+01   0.3015E+00
   397   0.7920E+01  -0.6296E-08   0.8493E-08  -0.2936E-05  -0.1670E-02   0.1577E+01   0.3108E+00
   398   0.7940E+01  -0.6099E-08   0.8083E-08  -0.2838E-05  -0.2000E-02   0.1600E+01   0.3198E+00
   399   0.7960E+01  -0.5906E-08   0.7693E-08  -0.2742E-05  -0.2380E-02   0.1621E+01   0.3286E+00
   400   0.7980E+01  -0.5716E-08   0.7321E-08  -0.2650E-05  -0.2815E-02   0.1643E+01   0.3372E+00
   401   0.8000E+01  -0.5530E-08   0.6968E-08  -0.2559E-05  -0.3311E-02   0.1663E+01   0.3456E+00
   402   0.8020E+01  -0.5348E-08   0.6632E-08  -0.2472E-05  -0.3872E-02   0.1682E+01   0.3538E+00
   403   0.8040E+01  -0.5170E-08   0.6311E-08  -0.2386E-05  -0.4506E-02   0.1701E+01   0.3618E+00
   404   0.8060E+01  -0.4997E-08   0.6007E-08  -0.2304E-05  -0.5219E-02   0.1719E+01   0.3696E+00
   405   0.8080E+01  -0.4827E-08   0.5717E-08  -0.2223E-05  -0.6016E-02   0.1737E+01   0.3772E+00
   406   0.8100E+01  -0.4661E-08   0.5441E-08  -0.2145E-05  -0.6906E-02   0.1754E+01   0.3846E+00
   407   0.8120E+01  -0.4500E-08   0.5178E-08  -0.2070E-05  -0.7894E-02   0.1771E+01   0.3919E+00
   408   0.8140E+01  -0.4342E-08   0.4928E-08  -0.1996E-05  -0.8990E-02   0.1787E+01   0.3990E+00
   409   0.8160E+01  -0.4189E-08   0.4690E-08  -0.1925E-05  -0.1020E-01   0.1802E+01   0.4060E+00
   410   0.8180E+01  -0.4040E-08   0.4464E-08  -0.1856E-05  -0.1153E-01   0.1817E+01   0.4128E+00
   411   0.8200E+01  -0.3896E-08   0.4248E-08  -0.1789E-05  -0.1299E-01   0.1832E+01   0.4194E+00
   412   0.8220E+01  -0.3755E-08   0.4043E-08  -0.1724E-05  -0.1460E-01   0.1846E+01   0.4259E+00
   413   0.8240E+01  -0.3618E-08   0.3848E-08  -0.1661E-05  -0.1635E-01   0.1860E+01   0.4323E+00
   414   0.8260E+01  -0.3486E-08   0.3662E-08  -0.1601E-05  -0.1826E-01   0.1873E+01   0.4385E+00
   415   0.8280E+01  -0.3357E-08   0.3486E-08  -0.1542E-05  -0.2033E-01   0.1886E+01   0.4447E+00
   416   0.8300E+01  -0.3233E-08   0.3317E-08  -0.1485E-05  -0.2259E-01   0.1899E+01   0.4507E+00
   417   0.8320E+01  -0.3112E-08   0.3157E-08  -0.1430E-05  -0.2503E-01   0.1911E+01   0.4565E+00
   418   0.8340E+01  -0.2995E-08   0.3005E-08  -0.1377E-05  -0.2767E-01   0.1923E+01   0.4623E+00
   419   0.8360E+01  -0.2881E-08   0.2860E-08  -0.1325E-05  -0.3052E-01   0.1935E+01   0.4680E+00
   420   0.8380E+01  -0.2772E-08   0.2722E-08  -0.1275E-05  -0.3359E-01   0.1946E+01   0.4735E+00
   421   0.8400E+01  -0.2666E-08   0.2590E-08  -0.1227E-05  -0.3689E-01   0.1958E+01   0.4790E+00
   422   0.8420E+01  -0.2563E-08   0.2465E-08  -0.1181E-05  -0.4044E-01   0.1968E+01   0.4843E+00
   423   0.8440E+01  -0.2464E-08   0.2346E-08  -0.1136E-05  -0.4425E-01   0.1979E+01   0.4896E+00
   424   0.8460E+01  -0.2368E-08   0.2233E-08  -0.1093E-05  -0.4833E-01   0.1990E+01   0.4948E+00
   425   0.8480E+01  -0.2275E-08   0.2125E-08  -0.1051E-05  -0.5269E-01   0.2000E+01   0.4999E+00
   426   0.8500E+01  -0.2186E-08   0.2023E-08  -0.1010E-05  -0.5736E-01   0.2010E+01   0.5049E+00
   427   0.8520E+01  -0.2099E-08   0.1925E-08  -0.9714E-06  -0.6235E-01   0.2020E+01   0.5098E+00
   428   0.8540E+01  -0.2016E-08   0.1832E-08  -0.9338E-06  -0.6766E-01   0.2029E+01   0.5147E+00
   429   0.8560E+01  -0.1936E-08   0.1744E-08  -0.8975E-06  -0.7333E-01   0.2039E+01   0.5195E+00
   430   0.8580E+01  -0.1858E-08   0.1659E-08  -0.8625E-06  -0.7936E-01   0.2048E+01   0.5242E+00
   431   0.8600E+01  -0.1784E-08   0.1579E-08  -0.8287E-06  -0.8577E-01   0.2057E+01   0.5288E+00
   432   0.8620E+01  -0.1712E-08   0.1503E-08  -0.7962E-06  -0.9259E-01   0.2066E+01   0.5334E+00
   433   0.8640E+01  -0.1642E-08   0.1431E-08  -0.7648E-06  -0.9983E-01   0.2074E+01   0.5379E+00
   434   0.8660E+01  -0.1575E-08   0.1362E-08  -0.7345E-06  -0.1075E+00   0.2083E+01   0.5424E+00
   435   0.8680E+01  -0.1511E-08   0.1296E-08  -0.7054E-06  -0.1157E+00   0.2091E+01   0.5468E+00
   436   0.8700E+01  -0.1449E-08   0.1233E-08  -0.6773E-06  -0.1243E+00   0.2100E+01   0.5511E+00
   437   0.8720E+01  -0.1389E-08   0.1174E-08  -0.6503E-06  -0.1334E+00   0.2108E+01   0.5554E+00
   438   0.8740E+01  -0.1332E-08   0.1117E-08  -0.6242E-06  -0.1431E+00   0.2116E+01   0.5596E+00
   439   0.8760E+01  -0.1276E-08   0.1063E-08  -0.5991E-06  -0.1533E+00   0.2124E+01   0.5638E+00
   440   0.8780E+01  -0.1223E-08   0.1012E-08  -0.5750E-06  -0.1642E+00   0.2132E+01   0.5679E+00
   441   0.8800E+01  -0.1172E-08   0.9630E-09  -0.5517E-06  -0.1756E+00   0.2139E+01   0.5720E+00
   442   0.8820E+01  -0.1123E-08   0.9165E-09  -0.5293E-06  -0.1877E+00   0.2147E+01   0.5761E+00
   443   0.8840E+01  -0.1076E-08   0.8722E-09  -0.5078E-06  -0.2005E+00   0.2154E+01   0.5801E+00
   444   0.8860E+01  -0.1030E-08   0.8301E-09  -0.4871E-06  -0.2140E+00   0.2162E+01   0.5840E+00
   445   0.8880E+01  -0.9865E-09   0.7901E-09  -0.4671E-06  -0.2282E+00   0.2169E+01   0.5880E+00
   446   0.8900E+01  -0.9446E-09   0.7519E-09  -0.4480E-06  -0.2432E+00   0.2176E+01   0.5919E+00
   447   0.8920E+01  -0.9043E-09   0.7156E-09  -0.4295E-06  -0.2590E+00   0.2183E+01   0.5957E+00
   448   0.8940E+01  -0.8656E-09   0.6811E-09  -0.4118E-06  -0.2757E+00   0.2190E+01   0.5995E+00
   449   0.8960E+01  -0.8285E-09   0.6482E-09  -0.3947E-06  -0.2933E+00   0.2197E+01   0.6033E+00
   450   0.8980E+01  -0.7928E-09   0.6169E-09  -0.3783E-06  -0.3118E+00   0.2204E+01   0.6071E+00
   451   0.9000E+01  -0.7586E-09   0.5871E-09  -0.3626E-06  -0.3313E+00   0.2211E+01   0.6108E+00
