#   pt       r            w            wL          Qw            A            b           IP
    58   0.1140E+01   0.2685E+00   0.2865E+00   0.3041E+01   0.5056E+01   0.2575E+01   0.8289E+00
    59   0.1160E+01   0.2550E+00   0.2711E+00   0.2954E+01   0.5108E+01   0.2584E+01   0.8346E+00
    60   0.1180E+01   0.2421E+00   0.2565E+00   0.2869E+01   0.5160E+01   0.2593E+01   0.8402E+00
    61   0.1200E+01   0.2299E+00   0.2427E+00   0.2785E+01   0.5212E+01   0.2601E+01   0.8457E+00
    62   0.1220E+01   0.2182E+00   0.2296E+00   0.2703E+01   0.5265E+01   0.2609E+01   0.8511E+00
    63   0.1240E+01   0.2071E+00   0.2173E+00   0.2622E+01   0.5318E+01   0.2617E+01   0.8564E+00
    64   0.1260E+01   0.1965E+00   0.2056E+00   0.2543E+01   0.5371E+01   0.2625E+01   0.8616E+00
    65   0.1280E+01   0.1864E+00   0.1945E+00   0.2465E+01   0.5425E+01   0.2633E+01   0.8668E+00
    66   0.1300E+01   0.1769E+00   0.1841E+00   0.2389E+01   0.5479E+01   0.2641E+01   0.8719E+00
    67   0.1320E+01   0.1677E+00   0.1742E+00   0.2315E+01   0.5535E+01   0.2649E+01   0.8770E+00
    68   0.1340E+01   0.1591E+00   0.1648E+00   0.2242E+01   0.5590E+01   0.2656E+01   0.8820E+00
    69   0.1360E+01   0.1508E+00   0.1559E+00   0.2171E+01   0.5647E+01   0.2664E+01   0.8869E+00
    70   0.1380E+01   0.1430E+00   0.1475E+00   0.2102E+01   0.5704E+01   0.2671E+01   0.8918E+00
    71   0.1400E+01   0.1356E+00   0.1396E+00   0.2034E+01   0.5761E+01   0.2678E+01   0.8966E+00
    72   0.1420E+01   0.1285E+00   0.1321E+00   0.1968E+01   0.5819E+01   0.2685E+01   0.9013E+00
    73   0.1440E+01   0.1217E+00   0.1250E+00   0.1904E+01   0.5876E+01   0.2692E+01   0.9060E+00
    74   0.1460E+01   0.1154E+00   0.1183E+00   0.1841E+01   0.5934E+01   0.2699E+01   0.9105E+00
    75   0.1480E+01   0.1093E+00   0.1119E+00   0.1780E+01   0.5992E+01   0.2706E+01   0.9150E+00
    76   0.1500E+01   0.1035E+00   0.1059E+00   0.1721E+01   0.6049E+01   0.2712E+01   0.9193E+00
    77   0.1520E+01   0.9805E-01   0.1002E+00   0.1663E+01   0.6107E+01   0.2718E+01   0.9236E+00
    78   0.1540E+01   0.9286E-01   0.9480E-01   0.1607E+01   0.6163E+01   0.2724E+01   0.9277E+00
    79   0.1560E+01   0.8793E-01   0.8970E-01   0.1553E+01   0.6220E+01   0.2730E+01   0.9317E+00
    80   0.1580E+01   0.8325E-01   0.8488E-01   0.1500E+01   0.6275E+01   0.2736E+01   0.9355E+00
    81   0.1600E+01   0.7882E-01   0.8031E-01   0.1448E+01   0.6329E+01   0.2741E+01   0.9392E+00
    82   0.1620E+01   0.7461E-01   0.7599E-01   0.1398E+01   0.6382E+01   0.2746E+01   0.9428E+00
    83   0.1640E+01   0.7062E-01   0.7190E-01   0.1350E+01   0.6434E+01   0.2751E+01   0.9462E+00
    84   0.1660E+01   0.6683E-01   0.6804E-01   0.1303E+01   0.6484E+01   0.2756E+01   0.9494E+00
    85   0.1680E+01   0.6325E-01   0.6438E-01   0.1257E+01   0.6532E+01   0.2760E+01   0.9525E+00
    86   0.1700E+01   0.5985E-01   0.6091E-01   0.1213E+01   0.6579E+01   0.2765E+01   0.9554E+00
    87   0.1720E+01   0.5662E-01   0.5764E-01   0.1170E+01   0.6623E+01   0.2768E+01   0.9581E+00
    88   0.1740E+01   0.5357E-01   0.5454E-01   0.1129E+01   0.6664E+01   0.2772E+01   0.9606E+00
    89   0.1760E+01   0.5068E-01   0.5160E-01   0.1089E+01   0.6703E+01   0.2775E+01   0.9629E+00
    90   0.1780E+01   0.4794E-01   0.4883E-01   0.1050E+01   0.6739E+01   0.2778E+01   0.9650E+00
    91   0.1800E+01   0.4535E-01   0.4620E-01   0.1012E+01   0.6771E+01   0.2781E+01   0.9668E+00
    92   0.1820E+01   0.4290E-01   0.4371E-01   0.9760E+00   0.6800E+01   0.2783E+01   0.9685E+00
    93   0.1840E+01   0.4057E-01   0.4136E-01   0.9409E+00   0.6825E+01   0.2785E+01   0.9699E+00
    94   0.1860E+01   0.3837E-01   0.3914E-01   0.9070E+00   0.6846E+01   0.2787E+01   0.9710E+00
    95   0.1880E+01   0.3629E-01   0.3703E-01   0.8742E+00   0.6864E+01   0.2789E+01   0.9720E+00
    96   0.1900E+01   0.3432E-01   0.3504E-01   0.8425E+00   0.6876E+01   0.2789E+01   0.9726E+00
    97   0.1920E+01   0.3246E-01   0.3316E-01   0.8119E+00   0.6884E+01   0.2790E+01   0.9731E+00
    98   0.1940E+01   0.3070E-01   0.3137E-01   0.7823E+00   0.6888E+01   0.2790E+01   0.9732E+00
    99   0.1960E+01   0.2903E-01   0.2968E-01   0.7538E+00   0.6886E+01   0.2790E+01   0.9732E+00
   100   0.1980E+01   0.2746E-01   0.2809E-01   0.7262E+00   0.6879E+01   0.2790E+01   0.9728E+00
   101   0.2000E+01   0.2597E-01   0.2658E-01   0.6997E+00   0.6867E+01   0.2789E+01   0.9722E+00
   102   0.2020E+01   0.2456E-01   0.2515E-01   0.6740E+00   0.6850E+01   0.2788E+01   0.9714E+00
   103   0.2040E+01   0.2323E-01   0.2379E-01   0.6493E+00   0.6828E+01   0.2786E+01   0.9702E+00
   104   0.2060E+01   0.2197E-01   0.2251E-01   0.6254E+00   0.6801E+01   0.2784E+01   0.9689E+00
   105   0.2080E+01   0.2078E-01   0.2130E-01   0.6024E+00   0.6768E+01   0.2782E+01   0.9673E+00
   106   0.2100E+01   0.1966E-01   0.2016E-01   0.5802E+00   0.6730E+01   0.2779E+01   0.9654E+00
   107   0.2120E+01   0.1859E-01   0.1907E-01   0.5588E+00   0.6688E+01   0.2776E+01   0.9633E+00
   108   0.2140E+01   0.1759E-01   0.1805E-01   0.5382E+00   0.6640E+01   0.2773E+01   0.9610E+00
   109   0.2160E+01   0.1664E-01   0.1708E-01   0.5183E+00   0.6588E+01   0.2769E+01   0.9584E+00
   110   0.2180E+01   0.1575E-01   0.1616E-01   0.4992E+00   0.6532E+01   0.2765E+01   0.9557E+00
   111   0.2200E+01   0.1490E-01   0.1529E-01   0.4807E+00   0.6471E+01   0.2761E+01   0.9528E+00
   112   0.2220E+01   0.1410E-01   0.1447E-01   0.4629E+00   0.6406E+01   0.2756E+01   0.9496E+00
   113   0.2240E+01   0.1334E-01   0.1369E-01   0.4458E+00   0.6338E+01   0.2751E+01   0.9463E+00
   114   0.2260E+01   0.1263E-01   0.1295E-01   0.4293E+00   0.6267E+01   0.2746E+01   0.9429E+00
   115   0.2280E+01   0.1196E-01   0.1225E-01   0.4134E+00   0.6192E+01   0.2741E+01   0.9393E+00
   116   0.2300E+01   0.1132E-01   0.1160E-01   0.3980E+00   0.6115E+01   0.2736E+01   0.9355E+00
   117   0.2320E+01   0.1072E-01   0.1097E-01   0.3833E+00   0.6036E+01   0.2730E+01   0.9317E+00
   118   0.2340E+01   0.1015E-01   0.1038E-01   0.3690E+00   0.5955E+01   0.2724E+01   0.9277E+00
   119   0.2360E+01   0.9610E-02   0.9823E-02   0.3553E+00   0.5873E+01   0.2718E+01   0.9237E+00
   120   0.2380E+01   0.9102E-02   0.9294E-02   0.3421E+00   0.5789E+01   0.2712E+01   0.9196E+00
   121   0.2400E+01   0.8622E-02   0.8794E-02   0.3294E+00   0.5704E+01   0.2706E+01   0.9154E+00
   122   0.2420E+01   0.8168E-02   0.8321E-02   0.3171E+00   0.5619E+01   0.2700E+01   0.9112E+00
   123   0.2440E+01   0.7739E-02   0.7874E-02   0.3053E+00   0.5534E+01   0.2694E+01   0.9069E+00
   124   0.2460E+01   0.7334E-02   0.7450E-02   0.2940E+00   0.5449E+01   0.2687E+01   0.9027E+00
   125   0.2480E+01   0.6951E-02   0.7049E-02   0.2830E+00   0.5365E+01   0.2681E+01   0.8984E+00
   126   0.2500E+01   0.6588E-02   0.6670E-02   0.2725E+00   0.5281E+01   0.2675E+01   0.8942E+00
   127   0.2520E+01   0.6245E-02   0.6311E-02   0.2623E+00   0.5198E+01   0.2668E+01   0.8900E+00
   128   0.2540E+01   0.5921E-02   0.5972E-02   0.2525E+00   0.5116E+01   0.2662E+01   0.8858E+00
   129   0.2560E+01   0.5614E-02   0.5651E-02   0.2431E+00   0.5036E+01   0.2656E+01   0.8817E+00
   130   0.2580E+01   0.5324E-02   0.5347E-02   0.2340E+00   0.4957E+01   0.2650E+01   0.8776E+00
   131   0.2600E+01   0.5050E-02   0.5059E-02   0.2253E+00   0.4881E+01   0.2644E+01   0.8737E+00
   132   0.2620E+01   0.4790E-02   0.4787E-02   0.2169E+00   0.4806E+01   0.2638E+01   0.8697E+00
   133   0.2640E+01   0.4544E-02   0.4529E-02   0.2088E+00   0.4733E+01   0.2632E+01   0.8659E+00
   134   0.2660E+01   0.4311E-02   0.4286E-02   0.2010E+00   0.4662E+01   0.2626E+01   0.8622E+00
   135   0.2680E+01   0.4091E-02   0.4055E-02   0.1934E+00   0.4593E+01   0.2621E+01   0.8585E+00
   136   0.2700E+01   0.3882E-02   0.3837E-02   0.1862E+00   0.4526E+01   0.2615E+01   0.8550E+00
   137   0.2720E+01   0.3685E-02   0.3631E-02   0.1792E+00   0.4462E+01   0.2610E+01   0.8515E+00
   138   0.2740E+01   0.3497E-02   0.3435E-02   0.1725E+00   0.4400E+01   0.2605E+01   0.8482E+00
   139   0.2760E+01   0.3320E-02   0.3251E-02   0.1660E+00   0.4340E+01   0.2600E+01   0.8449E+00
   140   0.2780E+01   0.3152E-02   0.3076E-02   0.1598E+00   0.4283E+01   0.2595E+01   0.8418E+00
   141   0.2800E+01   0.2993E-02   0.2910E-02   0.1538E+00   0.4227E+01   0.2590E+01   0.8388E+00
   142   0.2820E+01   0.2842E-02   0.2754E-02   0.1480E+00   0.4174E+01   0.2586E+01   0.8359E+00
   143   0.2840E+01   0.2699E-02   0.2606E-02   0.1424E+00   0.4123E+01   0.2582E+01   0.8331E+00
   144   0.2860E+01   0.2563E-02   0.2465E-02   0.1370E+00   0.4075E+01   0.2577E+01   0.8304E+00
   145   0.2880E+01   0.2434E-02   0.2333E-02   0.1319E+00   0.4028E+01   0.2573E+01   0.8278E+00
   146   0.2900E+01   0.2312E-02   0.2207E-02   0.1269E+00   0.3983E+01   0.2569E+01   0.8253E+00
   147   0.2920E+01   0.2197E-02   0.2089E-02   0.1221E+00   0.3940E+01   0.2566E+01   0.8229E+00
   148   0.2940E+01   0.2087E-02   0.1976E-02   0.1175E+00   0.3898E+01   0.2562E+01   0.8206E+00
   149   0.2960E+01   0.1983E-02   0.1870E-02   0.1130E+00   0.3859E+01   0.2559E+01   0.8184E+00
   150   0.2980E+01   0.1884E-02   0.1769E-02   0.1087E+00   0.3821E+01   0.2555E+01   0.8162E+00
   151   0.3000E+01   0.1790E-02   0.1674E-02   0.1046E+00   0.3785E+01   0.2552E+01   0.8142E+00
   152   0.3020E+01   0.1701E-02   0.1584E-02   0.1006E+00   0.3749E+01   0.2549E+01   0.8122E+00
   153   0.3040E+01   0.1616E-02   0.1499E-02   0.9680E-01   0.3716E+01   0.2546E+01   0.8103E+00
   154   0.3060E+01   0.1536E-02   0.1418E-02   0.9311E-01   0.3683E+01   0.2543E+01   0.8085E+00
   155   0.3080E+01   0.1460E-02   0.1342E-02   0.8957E-01   0.3652E+01   0.2540E+01   0.8067E+00
   156   0.3100E+01   0.1388E-02   0.1270E-02   0.8615E-01   0.3621E+01   0.2538E+01   0.8050E+00
   157   0.3120E+01   0.1319E-02   0.1201E-02   0.8286E-01   0.3592E+01   0.2535E+01   0.8033E+00
   158   0.3140E+01   0.1254E-02   0.1137E-02   0.7970E-01   0.3563E+01   0.2533E+01   0.8017E+00
   159   0.3160E+01   0.1192E-02   0.1076E-02   0.7665E-01   0.3535E+01   0.2530E+01   0.8001E+00
   160   0.3180E+01   0.1133E-02   0.1018E-02   0.7371E-01   0.3508E+01   0.2528E+01   0.7986E+00
   161   0.3200E+01   0.1077E-02   0.9630E-03   0.7088E-01   0.3481E+01   0.2525E+01   0.7971E+00
   162   0.3220E+01   0.1024E-02   0.9112E-03   0.6816E-01   0.3455E+01   0.2523E+01   0.7956E+00
   163   0.3240E+01   0.9740E-03   0.8622E-03   0.6554E-01   0.3429E+01   0.2521E+01   0.7941E+00
   164   0.3260E+01   0.9261E-03   0.8158E-03   0.6302E-01   0.3404E+01   0.2518E+01   0.7927E+00
   165   0.3280E+01   0.8807E-03   0.7719E-03   0.6060E-01   0.3379E+01   0.2516E+01   0.7913E+00
   166   0.3300E+01   0.8375E-03   0.7304E-03   0.5826E-01   0.3354E+01   0.2514E+01   0.7899E+00
   167   0.3320E+01   0.7964E-03   0.6911E-03   0.5601E-01   0.3330E+01   0.2512E+01   0.7885E+00
   168   0.3340E+01   0.7574E-03   0.6539E-03   0.5385E-01   0.3305E+01   0.2509E+01   0.7871E+00
   169   0.3360E+01   0.7204E-03   0.6188E-03   0.5176E-01   0.3281E+01   0.2507E+01   0.7857E+00
   170   0.3380E+01   0.6851E-03   0.5855E-03   0.4976E-01   0.3257E+01   0.2505E+01   0.7844E+00
   171   0.3400E+01   0.6517E-03   0.5540E-03   0.4783E-01   0.3233E+01   0.2503E+01   0.7830E+00
   172   0.3420E+01   0.6199E-03   0.5242E-03   0.4597E-01   0.3209E+01   0.2501E+01   0.7816E+00
   173   0.3440E+01   0.5896E-03   0.4960E-03   0.4418E-01   0.3186E+01   0.2498E+01   0.7803E+00
   174   0.3460E+01   0.5609E-03   0.4693E-03   0.4246E-01   0.3162E+01   0.2496E+01   0.7789E+00
   175   0.3480E+01   0.5336E-03   0.4441E-03   0.4081E-01   0.3138E+01   0.2494E+01   0.7776E+00
   176   0.3500E+01   0.5077E-03   0.4202E-03   0.3921E-01   0.3115E+01   0.2492E+01   0.7762E+00
   177   0.3520E+01   0.4830E-03   0.3976E-03   0.3768E-01   0.3092E+01   0.2490E+01   0.7749E+00
   178   0.3540E+01   0.4595E-03   0.3762E-03   0.3620E-01   0.3069E+01   0.2488E+01   0.7736E+00
   179   0.3560E+01   0.4372E-03   0.3559E-03   0.3478E-01   0.3046E+01   0.2486E+01   0.7723E+00
   180   0.3580E+01   0.4160E-03   0.3368E-03   0.3342E-01   0.3023E+01   0.2484E+01   0.7710E+00
   181   0.3600E+01   0.3959E-03   0.3187E-03   0.3210E-01   0.3001E+01   0.2481E+01   0.7697E+00
   182   0.3620E+01   0.3767E-03   0.3015E-03   0.3084E-01   0.2979E+01   0.2479E+01   0.7684E+00
   183   0.3640E+01   0.3585E-03   0.2853E-03   0.2962E-01   0.2957E+01   0.2477E+01   0.7672E+00
   184   0.3660E+01   0.3412E-03   0.2700E-03   0.2845E-01   0.2936E+01   0.2475E+01   0.7660E+00
   185   0.3680E+01   0.3247E-03   0.2554E-03   0.2732E-01   0.2915E+01   0.2473E+01   0.7648E+00
   186   0.3700E+01   0.3090E-03   0.2417E-03   0.2624E-01   0.2895E+01   0.2472E+01   0.7636E+00
   187   0.3720E+01   0.2941E-03   0.2287E-03   0.2520E-01   0.2875E+01   0.2470E+01   0.7625E+00
   188   0.3740E+01   0.2800E-03   0.2164E-03   0.2419E-01   0.2856E+01   0.2468E+01   0.7614E+00
   189   0.3760E+01   0.2665E-03   0.2048E-03   0.2323E-01   0.2838E+01   0.2466E+01   0.7603E+00
   190   0.3780E+01   0.2537E-03   0.1937E-03   0.2230E-01   0.2820E+01   0.2465E+01   0.7593E+00
   191   0.3800E+01   0.2415E-03   0.1833E-03   0.2140E-01   0.2804E+01   0.2463E+01   0.7584E+00
   192   0.3820E+01   0.2299E-03   0.1735E-03   0.2054E-01   0.2788E+01   0.2462E+01   0.7574E+00
   193   0.3840E+01   0.2188E-03   0.1641E-03   0.1972E-01   0.2774E+01   0.2460E+01   0.7566E+00
   194   0.3860E+01   0.2083E-03   0.1553E-03   0.1892E-01   0.2760E+01   0.2459E+01   0.7558E+00
   195   0.3880E+01   0.1983E-03   0.1469E-03   0.1816E-01   0.2748E+01   0.2458E+01   0.7551E+00
   196   0.3900E+01   0.1888E-03   0.1390E-03   0.1742E-01   0.2737E+01   0.2457E+01   0.7545E+00
   197   0.3920E+01   0.1798E-03   0.1316E-03   0.1671E-01   0.2727E+01   0.2456E+01   0.7539E+00
   198   0.3940E+01   0.1712E-03   0.1245E-03   0.1603E-01   0.2719E+01   0.2455E+01   0.7534E+00
   199   0.3960E+01   0.1630E-03   0.1178E-03   0.1538E-01   0.2712E+01   0.2454E+01   0.7530E+00
   200   0.3980E+01   0.1552E-03   0.1115E-03   0.1475E-01   0.2706E+01   0.2454E+01   0.7527E+00
   201   0.4000E+01   0.1477E-03   0.1055E-03   0.1414E-01   0.2703E+01   0.2454E+01   0.7525E+00
   202   0.4020E+01   0.1406E-03   0.9978E-04   0.1356E-01   0.2701E+01   0.2453E+01   0.7524E+00
   203   0.4040E+01   0.1339E-03   0.9441E-04   0.1300E-01   0.2700E+01   0.2453E+01   0.7524E+00
   204   0.4060E+01   0.1275E-03   0.8934E-04   0.1246E-01   0.2702E+01   0.2454E+01   0.7525E+00
   205   0.4080E+01   0.1214E-03   0.8453E-04   0.1194E-01   0.2706E+01   0.2454E+01   0.7527E+00
   206   0.4100E+01   0.1156E-03   0.7998E-04   0.1144E-01   0.2711E+01   0.2454E+01   0.7530E+00
   207   0.4120E+01   0.1100E-03   0.7568E-04   0.1097E-01   0.2719E+01   0.2455E+01   0.7534E+00
   208   0.4140E+01   0.1048E-03   0.7161E-04   0.1050E-01   0.2729E+01   0.2456E+01   0.7540E+00
   209   0.4160E+01   0.9974E-04   0.6776E-04   0.1006E-01   0.2742E+01   0.2457E+01   0.7547E+00
   210   0.4180E+01   0.9496E-04   0.6411E-04   0.9637E-02   0.2757E+01   0.2458E+01   0.7555E+00
   211   0.4200E+01   0.9040E-04   0.6066E-04   0.9228E-02   0.2774E+01   0.2460E+01   0.7564E+00
   212   0.4220E+01   0.8606E-04   0.5740E-04   0.8835E-02   0.2795E+01   0.2462E+01   0.7575E+00
   213   0.4240E+01   0.8193E-04   0.5431E-04   0.8458E-02   0.2818E+01   0.2464E+01   0.7587E+00
   214   0.4260E+01   0.7799E-04   0.5139E-04   0.8095E-02   0.2844E+01   0.2466E+01   0.7600E+00
   215   0.4280E+01   0.7423E-04   0.4863E-04   0.7746E-02   0.2873E+01   0.2468E+01   0.7615E+00
   216   0.4300E+01   0.7065E-04   0.4601E-04   0.7411E-02   0.2906E+01   0.2471E+01   0.7631E+00
   217   0.4320E+01   0.6725E-04   0.4353E-04   0.7089E-02   0.2942E+01   0.2474E+01   0.7649E+00
   218   0.4340E+01   0.6400E-04   0.4119E-04   0.6780E-02   0.2981E+01   0.2477E+01   0.7668E+00
   219   0.4360E+01   0.6090E-04   0.3898E-04   0.6483E-02   0.3025E+01   0.2480E+01   0.7688E+00
   220   0.4380E+01   0.5795E-04   0.3688E-04   0.6198E-02   0.3072E+01   0.2484E+01   0.7710E+00
   221   0.4400E+01   0.5514E-04   0.3490E-04   0.5924E-02   0.3124E+01   0.2487E+01   0.7734E+00
   222   0.4420E+01   0.5246E-04   0.3302E-04   0.5661E-02   0.3180E+01   0.2491E+01   0.7759E+00
   223   0.4440E+01   0.4991E-04   0.3124E-04   0.5409E-02   0.3241E+01   0.2496E+01   0.7786E+00
   224   0.4460E+01   0.4748E-04   0.2956E-04   0.5166E-02   0.3308E+01   0.2500E+01   0.7814E+00
   225   0.4480E+01   0.4516E-04   0.2797E-04   0.4934E-02   0.3379E+01   0.2505E+01   0.7844E+00
   226   0.4500E+01   0.4295E-04   0.2647E-04   0.4711E-02   0.3456E+01   0.2510E+01   0.7876E+00
   227   0.4520E+01   0.4085E-04   0.2504E-04   0.4497E-02   0.3540E+01   0.2515E+01   0.7909E+00
   228   0.4540E+01   0.3884E-04   0.2370E-04   0.4291E-02   0.3630E+01   0.2521E+01   0.7944E+00
   229   0.4560E+01   0.3693E-04   0.2242E-04   0.4094E-02   0.3727E+01   0.2527E+01   0.7981E+00
   230   0.4580E+01   0.3511E-04   0.2122E-04   0.3905E-02   0.3831E+01   0.2533E+01   0.8019E+00
   231   0.4600E+01   0.3337E-04   0.2007E-04   0.3724E-02   0.3943E+01   0.2539E+01   0.8059E+00
   232   0.4620E+01   0.3172E-04   0.1899E-04   0.3550E-02   0.4064E+01   0.2546E+01   0.8100E+00
   233   0.4640E+01   0.3014E-04   0.1797E-04   0.3383E-02   0.4195E+01   0.2552E+01   0.8144E+00
   234   0.4660E+01   0.2864E-04   0.1701E-04   0.3224E-02   0.4335E+01   0.2560E+01   0.8189E+00
   235   0.4680E+01   0.2721E-04   0.1609E-04   0.3071E-02   0.4486E+01   0.2567E+01   0.8236E+00
   236   0.4700E+01   0.2584E-04   0.1523E-04   0.2924E-02   0.4648E+01   0.2574E+01   0.8285E+00
