#   pt       r            w            wL          Qw            A            b           IP
   235   0.4680E+01   0.4486E-05   0.8313E-06   0.4854E-03   0.1587E+01   0.2730E+01   0.9316E+00
   236   0.4700E+01   0.4247E-05   0.7839E-06   0.4613E-03   0.1676E+01   0.2742E+01   0.9396E+00
   237   0.4720E+01   0.4020E-05   0.7393E-06   0.4382E-03   0.1771E+01   0.2753E+01   0.9476E+00
   238   0.4740E+01   0.3804E-05   0.6971E-06   0.4162E-03   0.1871E+01   0.2765E+01   0.9556E+00
   239   0.4760E+01   0.3599E-05   0.6574E-06   0.3952E-03   0.1978E+01   0.2777E+01   0.9637E+00
   240   0.4780E+01   0.3404E-05   0.6199E-06   0.3752E-03   0.2091E+01   0.2788E+01   0.9718E+00
   241   0.4800E+01   0.3219E-05   0.5846E-06   0.3561E-03   0.2211E+01   0.2800E+01   0.9800E+00
   242   0.4820E+01   0.3044E-05   0.5512E-06   0.3379E-03   0.2339E+01   0.2812E+01   0.9881E+00
   243   0.4840E+01   0.2877E-05   0.5198E-06   0.3206E-03   0.2474E+01   0.2823E+01   0.9964E+00
   244   0.4860E+01   0.2719E-05   0.4902E-06   0.3040E-03   0.2618E+01   0.2835E+01   0.1005E+01
   245   0.4880E+01   0.2568E-05   0.4622E-06   0.2883E-03   0.2771E+01   0.2847E+01   0.1013E+01
   246   0.4900E+01   0.2426E-05   0.4359E-06   0.2733E-03   0.2934E+01   0.2858E+01   0.1021E+01
   247   0.4920E+01   0.2291E-05   0.4110E-06   0.2590E-03   0.3107E+01   0.2870E+01   0.1030E+01
   248   0.4940E+01   0.2163E-05   0.3876E-06   0.2454E-03   0.3291E+01   0.2882E+01   0.1038E+01
   249   0.4960E+01   0.2042E-05   0.3655E-06   0.2325E-03   0.3486E+01   0.2893E+01   0.1046E+01
   250   0.4980E+01   0.1927E-05   0.3447E-06   0.2201E-03   0.3695E+01   0.2905E+01   0.1055E+01
   251   0.5000E+01   0.1818E-05   0.3250E-06   0.2084E-03   0.3916E+01   0.2917E+01   0.1063E+01
   252   0.5020E+01   0.1714E-05   0.3065E-06   0.1973E-03   0.4152E+01   0.2928E+01   0.1072E+01
   253   0.5040E+01   0.1617E-05   0.2890E-06   0.1867E-03   0.4403E+01   0.2940E+01   0.1080E+01
   254   0.5060E+01   0.1524E-05   0.2725E-06   0.1766E-03   0.4670E+01   0.2952E+01   0.1089E+01
   255   0.5080E+01   0.1437E-05   0.2570E-06   0.1671E-03   0.4954E+01   0.2963E+01   0.1098E+01
   256   0.5100E+01   0.1354E-05   0.2423E-06   0.1580E-03   0.5258E+01   0.2975E+01   0.1106E+01
   257   0.5120E+01   0.1275E-05   0.2285E-06   0.1494E-03   0.5581E+01   0.2987E+01   0.1115E+01
   258   0.5140E+01   0.1201E-05   0.2155E-06   0.1412E-03   0.5925E+01   0.2998E+01   0.1124E+01
   259   0.5160E+01   0.1131E-05   0.2032E-06   0.1334E-03   0.6292E+01   0.3010E+01   0.1132E+01
   260   0.5180E+01   0.1065E-05   0.1916E-06   0.1260E-03   0.6683E+01   0.3022E+01   0.1141E+01
   261   0.5200E+01   0.1003E-05   0.1807E-06   0.1190E-03   0.7100E+01   0.3033E+01   0.1150E+01
   262   0.5220E+01   0.9434E-06   0.1704E-06   0.1124E-03   0.7545E+01   0.3045E+01   0.1159E+01
   263   0.5240E+01   0.8876E-06   0.1607E-06   0.1061E-03   0.8020E+01   0.3057E+01   0.1168E+01
   264   0.5260E+01   0.8348E-06   0.1515E-06   0.1002E-03   0.8526E+01   0.3068E+01   0.1177E+01
   265   0.5280E+01   0.7851E-06   0.1429E-06   0.9450E-04   0.9067E+01   0.3080E+01   0.1186E+01
   266   0.5300E+01   0.7381E-06   0.1347E-06   0.8914E-04   0.9644E+01   0.3092E+01   0.1195E+01
   267   0.5320E+01   0.6937E-06   0.1271E-06   0.8407E-04   0.1026E+02   0.3103E+01   0.1204E+01
   268   0.5340E+01   0.6519E-06   0.1198E-06   0.7927E-04   0.1092E+02   0.3115E+01   0.1213E+01
   269   0.5360E+01   0.6125E-06   0.1130E-06   0.7472E-04   0.1162E+02   0.3127E+01   0.1222E+01
   270   0.5380E+01   0.5753E-06   0.1065E-06   0.7042E-04   0.1237E+02   0.3138E+01   0.1231E+01
   271   0.5400E+01   0.5402E-06   0.1005E-06   0.6635E-04   0.1318E+02   0.3150E+01   0.1240E+01
   272   0.5420E+01   0.5072E-06   0.9474E-07   0.6250E-04   0.1403E+02   0.3162E+01   0.1249E+01
   273   0.5440E+01   0.4760E-06   0.8934E-07   0.5886E-04   0.1495E+02   0.3173E+01   0.1259E+01
   274   0.5460E+01   0.4467E-06   0.8425E-07   0.5542E-04   0.1593E+02   0.3185E+01   0.1268E+01
   275   0.5480E+01   0.4191E-06   0.7944E-07   0.5216E-04   0.1698E+02   0.3197E+01   0.1277E+01
   276   0.5500E+01   0.3931E-06   0.7492E-07   0.4909E-04   0.1811E+02   0.3208E+01   0.1287E+01
   277   0.5520E+01   0.3686E-06   0.7064E-07   0.4618E-04   0.1931E+02   0.3220E+01   0.1296E+01
   278   0.5540E+01   0.3456E-06   0.6662E-07   0.4344E-04   0.2060E+02   0.3232E+01   0.1305E+01
   279   0.5560E+01   0.3239E-06   0.6282E-07   0.4085E-04   0.2197E+02   0.3243E+01   0.1315E+01
   280   0.5580E+01   0.3035E-06   0.5924E-07   0.3840E-04   0.2345E+02   0.3255E+01   0.1324E+01
   281   0.5600E+01   0.2844E-06   0.5586E-07   0.3609E-04   0.2503E+02   0.3267E+01   0.1334E+01
   282   0.5620E+01   0.2664E-06   0.5268E-07   0.3392E-04   0.2672E+02   0.3278E+01   0.1343E+01
   283   0.5640E+01   0.2494E-06   0.4967E-07   0.3186E-04   0.2854E+02   0.3290E+01   0.1353E+01
   284   0.5660E+01   0.2335E-06   0.4684E-07   0.2993E-04   0.3048E+02   0.3302E+01   0.1363E+01
   285   0.5680E+01   0.2186E-06   0.4417E-07   0.2810E-04   0.3257E+02   0.3313E+01   0.1372E+01
   286   0.5700E+01   0.2045E-06   0.4165E-07   0.2638E-04   0.3480E+02   0.3325E+01   0.1382E+01
   287   0.5720E+01   0.1914E-06   0.3928E-07   0.2476E-04   0.3720E+02   0.3337E+01   0.1392E+01
   288   0.5740E+01   0.1790E-06   0.3704E-07   0.2323E-04   0.3977E+02   0.3348E+01   0.1401E+01
   289   0.5760E+01   0.1674E-06   0.3493E-07   0.2179E-04   0.4253E+02   0.3360E+01   0.1411E+01
   290   0.5780E+01   0.1565E-06   0.3294E-07   0.2044E-04   0.4549E+02   0.3372E+01   0.1421E+01
   291   0.5800E+01   0.1463E-06   0.3106E-07   0.1916E-04   0.4867E+02   0.3383E+01   0.1431E+01
   292   0.5820E+01   0.1367E-06   0.2929E-07   0.1796E-04   0.5208E+02   0.3395E+01   0.1441E+01
   293   0.5840E+01   0.1277E-06   0.2762E-07   0.1684E-04   0.5575E+02   0.3407E+01   0.1451E+01
   294   0.5860E+01   0.1193E-06   0.2604E-07   0.1577E-04   0.5969E+02   0.3418E+01   0.1461E+01
   295   0.5880E+01   0.1114E-06   0.2456E-07   0.1478E-04   0.6392E+02   0.3430E+01   0.1471E+01
   296   0.5900E+01   0.1040E-06   0.2316E-07   0.1384E-04   0.6846E+02   0.3442E+01   0.1481E+01
   297   0.5920E+01   0.9704E-07   0.2184E-07   0.1296E-04   0.7335E+02   0.3453E+01   0.1491E+01
   298   0.5940E+01   0.9055E-07   0.2059E-07   0.1213E-04   0.7860E+02   0.3465E+01   0.1501E+01
   299   0.5960E+01   0.8448E-07   0.1942E-07   0.1135E-04   0.8425E+02   0.3477E+01   0.1511E+01
   300   0.5980E+01   0.7880E-07   0.1831E-07   0.1062E-04   0.9033E+02   0.3488E+01   0.1521E+01
   301   0.6000E+01   0.7348E-07   0.1727E-07   0.9931E-05   0.9687E+02   0.3500E+01   0.1531E+01
   302   0.6020E+01   0.6850E-07   0.1628E-07   0.9287E-05   0.1039E+03   0.3512E+01   0.1541E+01
   303   0.6040E+01   0.6385E-07   0.1536E-07   0.8682E-05   0.1115E+03   0.3523E+01   0.1552E+01
   304   0.6060E+01   0.5950E-07   0.1448E-07   0.8115E-05   0.1196E+03   0.3535E+01   0.1562E+01
   305   0.6080E+01   0.5543E-07   0.1365E-07   0.7583E-05   0.1284E+03   0.3547E+01   0.1572E+01
   306   0.6100E+01   0.5163E-07   0.1288E-07   0.7084E-05   0.1379E+03   0.3558E+01   0.1583E+01
   307   0.6120E+01   0.4808E-07   0.1214E-07   0.6617E-05   0.1481E+03   0.3570E+01   0.1593E+01
   308   0.6140E+01   0.4476E-07   0.1145E-07   0.6179E-05   0.1590E+03   0.3582E+01   0.1603E+01
   309   0.6160E+01   0.4166E-07   0.1080E-07   0.5768E-05   0.1709E+03   0.3593E+01   0.1614E+01
   310   0.6180E+01   0.3877E-07   0.1018E-07   0.5384E-05   0.1836E+03   0.3605E+01   0.1624E+01
   311   0.6200E+01   0.3607E-07   0.9601E-08   0.5023E-05   0.1974E+03   0.3617E+01   0.1635E+01
   312   0.6220E+01   0.3355E-07   0.9054E-08   0.4686E-05   0.2122E+03   0.3628E+01   0.1646E+01
   313   0.6240E+01   0.3119E-07   0.8538E-08   0.4371E-05   0.2282E+03   0.3640E+01   0.1656E+01
   314   0.6260E+01   0.2900E-07   0.8051E-08   0.4075E-05   0.2454E+03   0.3652E+01   0.1667E+01
   315   0.6280E+01   0.2695E-07   0.7592E-08   0.3799E-05   0.2641E+03   0.3663E+01   0.1677E+01
   316   0.6300E+01   0.2505E-07   0.7159E-08   0.3541E-05   0.2842E+03   0.3675E+01   0.1688E+01
   317   0.6320E+01   0.2327E-07   0.6751E-08   0.3299E-05   0.3059E+03   0.3687E+01   0.1699E+01
   318   0.6340E+01   0.2161E-07   0.6366E-08   0.3073E-05   0.3293E+03   0.3698E+01   0.1710E+01
   319   0.6360E+01   0.2007E-07   0.6003E-08   0.2862E-05   0.3547E+03   0.3710E+01   0.1720E+01
   320   0.6380E+01   0.1863E-07   0.5661E-08   0.2665E-05   0.3820E+03   0.3722E+01   0.1731E+01
   321   0.6400E+01   0.1729E-07   0.5338E-08   0.2480E-05   0.4116E+03   0.3733E+01   0.1742E+01
   322   0.6420E+01   0.1605E-07   0.5034E-08   0.2308E-05   0.4435E+03   0.3745E+01   0.1753E+01
   323   0.6440E+01   0.1489E-07   0.4747E-08   0.2148E-05   0.4781E+03   0.3757E+01   0.1764E+01
   324   0.6460E+01   0.1381E-07   0.4476E-08   0.1998E-05   0.5155E+03   0.3768E+01   0.1775E+01
   325   0.6480E+01   0.1280E-07   0.4221E-08   0.1858E-05   0.5559E+03   0.3780E+01   0.1786E+01
   326   0.6500E+01   0.1187E-07   0.3980E-08   0.1727E-05   0.5996E+03   0.3792E+01   0.1797E+01
   327   0.6520E+01   0.1100E-07   0.3753E-08   0.1606E-05   0.6469E+03   0.3803E+01   0.1808E+01
   328   0.6540E+01   0.1020E-07   0.3540E-08   0.1492E-05   0.6981E+03   0.3815E+01   0.1819E+01
   329   0.6560E+01   0.9446E-08   0.3338E-08   0.1386E-05   0.7536E+03   0.3827E+01   0.1830E+01
   330   0.6580E+01   0.8749E-08   0.3147E-08   0.1288E-05   0.8136E+03   0.3838E+01   0.1842E+01
   331   0.6600E+01   0.8101E-08   0.2968E-08   0.1196E-05   0.8786E+03   0.3850E+01   0.1853E+01
   332   0.6620E+01   0.7500E-08   0.2799E-08   0.1110E-05   0.9490E+03   0.3862E+01   0.1864E+01
   333   0.6640E+01   0.6942E-08   0.2639E-08   0.1030E-05   0.1025E+04   0.3873E+01   0.1875E+01
   334   0.6660E+01   0.6424E-08   0.2489E-08   0.9560E-06   0.1108E+04   0.3885E+01   0.1887E+01
   335   0.6680E+01   0.5943E-08   0.2347E-08   0.8869E-06   0.1198E+04   0.3897E+01   0.1898E+01
   336   0.6700E+01   0.5497E-08   0.2213E-08   0.8226E-06   0.1295E+04   0.3908E+01   0.1909E+01
   337   0.6720E+01   0.5083E-08   0.2087E-08   0.7628E-06   0.1400E+04   0.3920E+01   0.1921E+01
   338   0.6740E+01   0.4699E-08   0.1968E-08   0.7071E-06   0.1515E+04   0.3932E+01   0.1932E+01
   339   0.6760E+01   0.4343E-08   0.1856E-08   0.6554E-06   0.1639E+04   0.3943E+01   0.1944E+01
   340   0.6780E+01   0.4013E-08   0.1750E-08   0.6073E-06   0.1774E+04   0.3955E+01   0.1955E+01
   341   0.6800E+01   0.3708E-08   0.1650E-08   0.5626E-06   0.1920E+04   0.3967E+01   0.1967E+01
   342   0.6820E+01   0.3424E-08   0.1556E-08   0.5211E-06   0.2079E+04   0.3978E+01   0.1978E+01
   343   0.6840E+01   0.3162E-08   0.1467E-08   0.4825E-06   0.2251E+04   0.3990E+01   0.1990E+01
   344   0.6860E+01   0.2919E-08   0.1384E-08   0.4466E-06   0.2438E+04   0.4002E+01   0.2002E+01
   345   0.6880E+01   0.2694E-08   0.1305E-08   0.4133E-06   0.2642E+04   0.4013E+01   0.2013E+01
   346   0.6900E+01   0.2486E-08   0.1230E-08   0.3825E-06   0.2863E+04   0.4025E+01   0.2025E+01
   347   0.6920E+01   0.2294E-08   0.1160E-08   0.3538E-06   0.3103E+04   0.4037E+01   0.2037E+01
   348   0.6940E+01   0.2116E-08   0.1094E-08   0.3272E-06   0.3364E+04   0.4048E+01   0.2049E+01
   349   0.6960E+01   0.1951E-08   0.1032E-08   0.3025E-06   0.3649E+04   0.4060E+01   0.2060E+01
   350   0.6980E+01   0.1799E-08   0.9730E-09   0.2796E-06   0.3958E+04   0.4072E+01   0.2072E+01
   351   0.7000E+01   0.1658E-08   0.9175E-09   0.2584E-06   0.4294E+04   0.4083E+01   0.2084E+01
   352   0.7020E+01   0.1527E-08   0.8652E-09   0.2388E-06   0.4660E+04   0.4095E+01   0.2096E+01
   353   0.7040E+01   0.1407E-08   0.8159E-09   0.2206E-06   0.5058E+04   0.4107E+01   0.2108E+01
   354   0.7060E+01   0.1296E-08   0.7694E-09   0.2037E-06   0.5492E+04   0.4118E+01   0.2120E+01
   355   0.7080E+01   0.1193E-08   0.7255E-09   0.1881E-06   0.5964E+04   0.4130E+01   0.2132E+01
   356   0.7100E+01   0.1099E-08   0.6841E-09   0.1736E-06   0.6478E+04   0.4142E+01   0.2144E+01
   357   0.7120E+01   0.1011E-08   0.6451E-09   0.1602E-06   0.7039E+04   0.4153E+01   0.2156E+01
   358   0.7140E+01   0.9306E-09   0.6084E-09   0.1478E-06   0.7649E+04   0.4165E+01   0.2168E+01
   359   0.7160E+01   0.8561E-09   0.5737E-09   0.1363E-06   0.8315E+04   0.4177E+01   0.2180E+01
   360   0.7180E+01   0.7874E-09   0.5410E-09   0.1257E-06   0.9040E+04   0.4188E+01   0.2193E+01
   361   0.7200E+01   0.7240E-09   0.5101E-09   0.1159E-06   0.9831E+04   0.4200E+01   0.2205E+01
   362   0.7220E+01   0.6656E-09   0.4810E-09   0.1068E-06   0.1069E+05   0.4212E+01   0.2217E+01
   363   0.7240E+01   0.6118E-09   0.4536E-09   0.9845E-07   0.1163E+05   0.4223E+01   0.2229E+01
   364   0.7260E+01   0.5622E-09   0.4278E-09   0.9070E-07   0.1266E+05   0.4235E+01   0.2242E+01
   365   0.7280E+01   0.5165E-09   0.4034E-09   0.8354E-07   0.1378E+05   0.4247E+01   0.2254E+01
   366   0.7300E+01   0.4743E-09   0.3804E-09   0.7693E-07   0.1501E+05   0.4258E+01   0.2267E+01
   367   0.7320E+01   0.4356E-09   0.3587E-09   0.7082E-07   0.1634E+05   0.4270E+01   0.2279E+01
   368   0.7340E+01   0.3999E-09   0.3382E-09   0.6518E-07   0.1780E+05   0.4282E+01   0.2292E+01
   369   0.7360E+01   0.3670E-09   0.3190E-09   0.5998E-07   0.1939E+05   0.4293E+01   0.2304E+01
   370   0.7380E+01   0.3368E-09   0.3008E-09   0.5518E-07   0.2114E+05   0.4305E+01   0.2317E+01
   371   0.7400E+01   0.3090E-09   0.2836E-09   0.5075E-07   0.2304E+05   0.4317E+01   0.2329E+01
   372   0.7420E+01   0.2834E-09   0.2675E-09   0.4667E-07   0.2512E+05   0.4328E+01   0.2342E+01
   373   0.7440E+01   0.2598E-09   0.2522E-09   0.4290E-07   0.2739E+05   0.4340E+01   0.2354E+01
   374   0.7460E+01   0.2382E-09   0.2378E-09   0.3943E-07   0.2988E+05   0.4352E+01   0.2367E+01
   375   0.7480E+01   0.2183E-09   0.2243E-09   0.3623E-07   0.3260E+05   0.4363E+01   0.2380E+01
   376   0.7500E+01   0.2001E-09   0.2115E-09   0.3328E-07   0.3558E+05   0.4375E+01   0.2392E+01
   377   0.7520E+01   0.1833E-09   0.1994E-09   0.3057E-07   0.3884E+05   0.4387E+01   0.2405E+01
   378   0.7540E+01   0.1679E-09   0.1881E-09   0.2807E-07   0.4240E+05   0.4398E+01   0.2418E+01
   379   0.7560E+01   0.1537E-09   0.1773E-09   0.2576E-07   0.4631E+05   0.4410E+01   0.2431E+01
   380   0.7580E+01   0.1407E-09   0.1672E-09   0.2365E-07   0.5058E+05   0.4422E+01   0.2444E+01
   381   0.7600E+01   0.1288E-09   0.1577E-09   0.2170E-07   0.5527E+05   0.4433E+01   0.2457E+01
   382   0.7620E+01   0.1179E-09   0.1487E-09   0.1990E-07   0.6040E+05   0.4445E+01   0.2470E+01
   383   0.7640E+01   0.1078E-09   0.1402E-09   0.1825E-07   0.6602E+05   0.4457E+01   0.2483E+01
   384   0.7660E+01   0.9861E-10   0.1322E-09   0.1673E-07   0.7218E+05   0.4468E+01   0.2496E+01
   385   0.7680E+01   0.9017E-10   0.1247E-09   0.1534E-07   0.7894E+05   0.4480E+01   0.2509E+01
   386   0.7700E+01   0.8243E-10   0.1176E-09   0.1406E-07   0.8635E+05   0.4492E+01   0.2522E+01
   387   0.7720E+01   0.7534E-10   0.1109E-09   0.1288E-07   0.9448E+05   0.4503E+01   0.2535E+01
   388   0.7740E+01   0.6884E-10   0.1046E-09   0.1180E-07   0.1034E+06   0.4515E+01   0.2548E+01
   389   0.7760E+01   0.6289E-10   0.9860E-10   0.1081E-07   0.1132E+06   0.4527E+01   0.2561E+01
   390   0.7780E+01   0.5744E-10   0.9298E-10   0.9893E-08   0.1239E+06   0.4538E+01   0.2574E+01
   391   0.7800E+01   0.5245E-10   0.8768E-10   0.9055E-08   0.1357E+06   0.4550E+01   0.2588E+01
   392   0.7820E+01   0.4788E-10   0.8268E-10   0.8287E-08   0.1487E+06   0.4562E+01   0.2601E+01
   393   0.7840E+01   0.4370E-10   0.7797E-10   0.7582E-08   0.1629E+06   0.4573E+01   0.2614E+01
   394   0.7860E+01   0.3988E-10   0.7352E-10   0.6935E-08   0.1785E+06   0.4585E+01   0.2628E+01
   395   0.7880E+01   0.3638E-10   0.6933E-10   0.6342E-08   0.1957E+06   0.4597E+01   0.2641E+01
   396   0.7900E+01   0.3318E-10   0.6538E-10   0.5798E-08   0.2145E+06   0.4608E+01   0.2654E+01
   397   0.7920E+01   0.3026E-10   0.6165E-10   0.5300E-08   0.2353E+06   0.4620E+01   0.2668E+01
   398   0.7940E+01   0.2758E-10   0.5814E-10   0.4843E-08   0.2581E+06   0.4632E+01   0.2681E+01
   399   0.7960E+01   0.2514E-10   0.5482E-10   0.4425E-08   0.2831E+06   0.4643E+01   0.2695E+01
   400   0.7980E+01   0.2291E-10   0.5170E-10   0.4041E-08   0.3107E+06   0.4655E+01   0.2709E+01
   401   0.8000E+01   0.2087E-10   0.4875E-10   0.3690E-08   0.3411E+06   0.4667E+01   0.2722E+01
   402   0.8020E+01   0.1901E-10   0.4597E-10   0.3369E-08   0.3745E+06   0.4678E+01   0.2736E+01
   403   0.8040E+01   0.1731E-10   0.4335E-10   0.3075E-08   0.4113E+06   0.4690E+01   0.2749E+01
   404   0.8060E+01   0.1576E-10   0.4088E-10   0.2806E-08   0.4518E+06   0.4702E+01   0.2763E+01
   405   0.8080E+01   0.1434E-10   0.3855E-10   0.2560E-08   0.4964E+06   0.4713E+01   0.2777E+01
   406   0.8100E+01   0.1305E-10   0.3635E-10   0.2335E-08   0.5455E+06   0.4725E+01   0.2791E+01
   407   0.8120E+01   0.1187E-10   0.3428E-10   0.2129E-08   0.5996E+06   0.4737E+01   0.2804E+01
   408   0.8140E+01   0.1080E-10   0.3232E-10   0.1941E-08   0.6593E+06   0.4748E+01   0.2818E+01
   409   0.8160E+01   0.9817E-11   0.3048E-10   0.1769E-08   0.7251E+06   0.4760E+01   0.2832E+01
   410   0.8180E+01   0.8925E-11   0.2874E-10   0.1612E-08   0.7976E+06   0.4772E+01   0.2846E+01
   411   0.8200E+01   0.8111E-11   0.2710E-10   0.1469E-08   0.8775E+06   0.4783E+01   0.2860E+01
   412   0.8220E+01   0.7370E-11   0.2556E-10   0.1337E-08   0.9657E+06   0.4795E+01   0.2874E+01
   413   0.8240E+01   0.6696E-11   0.2410E-10   0.1218E-08   0.1063E+07   0.4807E+01   0.2888E+01
   414   0.8260E+01   0.6081E-11   0.2273E-10   0.1109E-08   0.1170E+07   0.4818E+01   0.2902E+01
   415   0.8280E+01   0.5522E-11   0.2143E-10   0.1009E-08   0.1289E+07   0.4830E+01   0.2916E+01
   416   0.8300E+01   0.5013E-11   0.2021E-10   0.9181E-09   0.1420E+07   0.4842E+01   0.2930E+01
   417   0.8320E+01   0.4550E-11   0.1906E-10   0.8352E-09   0.1564E+07   0.4853E+01   0.2944E+01
   418   0.8340E+01   0.4128E-11   0.1797E-10   0.7596E-09   0.1724E+07   0.4865E+01   0.2958E+01
   419   0.8360E+01   0.3745E-11   0.1695E-10   0.6907E-09   0.1901E+07   0.4877E+01   0.2973E+01
   420   0.8380E+01   0.3397E-11   0.1598E-10   0.6278E-09   0.2096E+07   0.4888E+01   0.2987E+01
   421   0.8400E+01   0.3080E-11   0.1507E-10   0.5706E-09   0.2311E+07   0.4900E+01   0.3001E+01
   422   0.8420E+01   0.2792E-11   0.1421E-10   0.5184E-09   0.2549E+07   0.4912E+01   0.3015E+01
   423   0.8440E+01   0.2531E-11   0.1340E-10   0.4709E-09   0.2813E+07   0.4923E+01   0.3030E+01
   424   0.8460E+01   0.2293E-11   0.1264E-10   0.4277E-09   0.3104E+07   0.4935E+01   0.3044E+01
   425   0.8480E+01   0.2077E-11   0.1192E-10   0.3883E-09   0.3427E+07   0.4947E+01   0.3059E+01
   426   0.8500E+01   0.1881E-11   0.1124E-10   0.3525E-09   0.3783E+07   0.4958E+01   0.3073E+01
   427   0.8520E+01   0.1704E-11   0.1060E-10   0.3199E-09   0.4178E+07   0.4970E+01   0.3088E+01
   428   0.8540E+01   0.1542E-11   0.9992E-11   0.2903E-09   0.4615E+07   0.4982E+01   0.3102E+01
   429   0.8560E+01   0.1396E-11   0.9422E-11   0.2633E-09   0.5099E+07   0.4993E+01   0.3117E+01
   430   0.8580E+01   0.1263E-11   0.8885E-11   0.2388E-09   0.5636E+07   0.5005E+01   0.3131E+01
   431   0.8600E+01   0.1143E-11   0.8379E-11   0.2165E-09   0.6230E+07   0.5017E+01   0.3146E+01
   432   0.8620E+01   0.1033E-11   0.7901E-11   0.1962E-09   0.6888E+07   0.5028E+01   0.3160E+01
   433   0.8640E+01   0.9344E-12   0.7451E-11   0.1778E-09   0.7618E+07   0.5040E+01   0.3175E+01
   434   0.8660E+01   0.8447E-12   0.7026E-11   0.1611E-09   0.8426E+07   0.5052E+01   0.3190E+01
   435   0.8680E+01   0.7635E-12   0.6625E-11   0.1459E-09   0.9323E+07   0.5063E+01   0.3205E+01
   436   0.8700E+01   0.6898E-12   0.6248E-11   0.1322E-09   0.1032E+08   0.5075E+01   0.3219E+01
   437   0.8720E+01   0.6232E-12   0.5891E-11   0.1197E-09   0.1142E+08   0.5087E+01   0.3234E+01
   438   0.8740E+01   0.5628E-12   0.5556E-11   0.1083E-09   0.1265E+08   0.5098E+01   0.3249E+01
   439   0.8760E+01   0.5082E-12   0.5239E-11   0.9801E-10   0.1401E+08   0.5110E+01   0.3264E+01
   440   0.8780E+01   0.4588E-12   0.4940E-11   0.8867E-10   0.1551E+08   0.5122E+01   0.3279E+01
   441   0.8800E+01   0.4141E-12   0.4659E-11   0.8020E-10   0.1719E+08   0.5133E+01   0.3294E+01
   442   0.8820E+01   0.3736E-12   0.4393E-11   0.7253E-10   0.1905E+08   0.5145E+01   0.3309E+01
   443   0.8840E+01   0.3371E-12   0.4142E-11   0.6557E-10   0.2112E+08   0.5157E+01   0.3324E+01
   444   0.8860E+01   0.3040E-12   0.3906E-11   0.5926E-10   0.2341E+08   0.5168E+01   0.3339E+01
   445   0.8880E+01   0.2741E-12   0.3684E-11   0.5355E-10   0.2597E+08   0.5180E+01   0.3354E+01
   446   0.8900E+01   0.2471E-12   0.3474E-11   0.4838E-10   0.2881E+08   0.5192E+01   0.3369E+01
   447   0.8920E+01   0.2227E-12   0.3276E-11   0.4370E-10   0.3196E+08   0.5203E+01   0.3384E+01
   448   0.8940E+01   0.2007E-12   0.3089E-11   0.3946E-10   0.3547E+08   0.5215E+01   0.3399E+01
   449   0.8960E+01   0.1808E-12   0.2913E-11   0.3562E-10   0.3937E+08   0.5227E+01   0.3415E+01
   450   0.8980E+01   0.1628E-12   0.2747E-11   0.3215E-10   0.4372E+08   0.5238E+01   0.3430E+01
   451   0.9000E+01   0.1466E-12   0.2590E-11   0.2901E-10   0.4855E+08   0.5250E+01   0.3445E+01
