#   pt       r            w            wL          Qw            A            b           IP
   226   0.4500E+01   0.1616E-04   0.3193E-04   0.1145E-02   0.4194E+03   0.3794E+01   0.1799E+01
   227   0.4520E+01   0.1498E-04   0.3024E-04   0.1065E-02   0.4523E+03   0.3810E+01   0.1815E+01
   228   0.4540E+01   0.1388E-04   0.2863E-04   0.9908E-03   0.4880E+03   0.3827E+01   0.1831E+01
   229   0.4560E+01   0.1285E-04   0.2712E-04   0.9213E-03   0.5266E+03   0.3844E+01   0.1847E+01
   230   0.4580E+01   0.1190E-04   0.2568E-04   0.8563E-03   0.5686E+03   0.3861E+01   0.1863E+01
   231   0.4600E+01   0.1101E-04   0.2432E-04   0.7957E-03   0.6141E+03   0.3878E+01   0.1879E+01
   232   0.4620E+01   0.1019E-04   0.2303E-04   0.7391E-03   0.6635E+03   0.3894E+01   0.1896E+01
   233   0.4640E+01   0.9426E-05   0.2181E-04   0.6863E-03   0.7172E+03   0.3911E+01   0.1912E+01
   234   0.4660E+01   0.8715E-05   0.2065E-04   0.6370E-03   0.7755E+03   0.3928E+01   0.1929E+01
   235   0.4680E+01   0.8055E-05   0.1956E-04   0.5911E-03   0.8387E+03   0.3945E+01   0.1945E+01
   236   0.4700E+01   0.7443E-05   0.1852E-04   0.5483E-03   0.9075E+03   0.3961E+01   0.1962E+01
   237   0.4720E+01   0.6875E-05   0.1754E-04   0.5084E-03   0.9823E+03   0.3978E+01   0.1978E+01
   238   0.4740E+01   0.6348E-05   0.1661E-04   0.4712E-03   0.1064E+04   0.3995E+01   0.1995E+01
   239   0.4760E+01   0.5859E-05   0.1573E-04   0.4366E-03   0.1152E+04   0.4012E+01   0.2012E+01
   240   0.4780E+01   0.5407E-05   0.1489E-04   0.4044E-03   0.1248E+04   0.4029E+01   0.2029E+01
   241   0.4800E+01   0.4987E-05   0.1410E-04   0.3745E-03   0.1353E+04   0.4046E+01   0.2046E+01
   242   0.4820E+01   0.4599E-05   0.1336E-04   0.3466E-03   0.1467E+04   0.4062E+01   0.2063E+01
   243   0.4840E+01   0.4239E-05   0.1265E-04   0.3207E-03   0.1591E+04   0.4079E+01   0.2080E+01
   244   0.4860E+01   0.3907E-05   0.1198E-04   0.2967E-03   0.1727E+04   0.4096E+01   0.2097E+01
   245   0.4880E+01   0.3599E-05   0.1134E-04   0.2743E-03   0.1874E+04   0.4113E+01   0.2114E+01
   246   0.4900E+01   0.3314E-05   0.1074E-04   0.2536E-03   0.2035E+04   0.4130E+01   0.2132E+01
   247   0.4920E+01   0.3051E-05   0.1017E-04   0.2343E-03   0.2210E+04   0.4147E+01   0.2149E+01
   248   0.4940E+01   0.2807E-05   0.9632E-05   0.2164E-03   0.2402E+04   0.4163E+01   0.2167E+01
   249   0.4960E+01   0.2583E-05   0.9121E-05   0.1998E-03   0.2610E+04   0.4180E+01   0.2184E+01
   250   0.4980E+01   0.2375E-05   0.8637E-05   0.1845E-03   0.2838E+04   0.4197E+01   0.2202E+01
   251   0.5000E+01   0.2184E-05   0.8179E-05   0.1702E-03   0.3087E+04   0.4214E+01   0.2220E+01
   252   0.5020E+01   0.2007E-05   0.7746E-05   0.1570E-03   0.3359E+04   0.4231E+01   0.2237E+01
   253   0.5040E+01   0.1844E-05   0.7335E-05   0.1448E-03   0.3656E+04   0.4248E+01   0.2255E+01
   254   0.5060E+01   0.1693E-05   0.6946E-05   0.1334E-03   0.3980E+04   0.4264E+01   0.2273E+01
   255   0.5080E+01   0.1554E-05   0.6578E-05   0.1229E-03   0.4335E+04   0.4281E+01   0.2291E+01
   256   0.5100E+01   0.1427E-05   0.6229E-05   0.1132E-03   0.4723E+04   0.4298E+01   0.2309E+01
   257   0.5120E+01   0.1309E-05   0.5899E-05   0.1043E-03   0.5148E+04   0.4315E+01   0.2327E+01
   258   0.5140E+01   0.1201E-05   0.5586E-05   0.9598E-04   0.5613E+04   0.4332E+01   0.2346E+01
   259   0.5160E+01   0.1101E-05   0.5290E-05   0.8831E-04   0.6121E+04   0.4349E+01   0.2364E+01
   260   0.5180E+01   0.1009E-05   0.5009E-05   0.8123E-04   0.6679E+04   0.4366E+01   0.2382E+01
   261   0.5200E+01   0.9243E-06   0.4744E-05   0.7469E-04   0.7289E+04   0.4382E+01   0.2401E+01
   262   0.5220E+01   0.8466E-06   0.4492E-05   0.6866E-04   0.7958E+04   0.4399E+01   0.2419E+01
   263   0.5240E+01   0.7752E-06   0.4254E-05   0.6309E-04   0.8691E+04   0.4416E+01   0.2438E+01
   264   0.5260E+01   0.7095E-06   0.4028E-05   0.5795E-04   0.9495E+04   0.4433E+01   0.2456E+01
   265   0.5280E+01   0.6492E-06   0.3815E-05   0.5321E-04   0.1038E+05   0.4450E+01   0.2475E+01
   266   0.5300E+01   0.5939E-06   0.3613E-05   0.4884E-04   0.1134E+05   0.4467E+01   0.2494E+01
   267   0.5320E+01   0.5430E-06   0.3421E-05   0.4481E-04   0.1241E+05   0.4483E+01   0.2513E+01
   268   0.5340E+01   0.4964E-06   0.3240E-05   0.4111E-04   0.1357E+05   0.4500E+01   0.2532E+01
   269   0.5360E+01   0.4536E-06   0.3068E-05   0.3769E-04   0.1485E+05   0.4517E+01   0.2551E+01
   270   0.5380E+01   0.4143E-06   0.2905E-05   0.3455E-04   0.1626E+05   0.4534E+01   0.2570E+01
   271   0.5400E+01   0.3783E-06   0.2751E-05   0.3166E-04   0.1781E+05   0.4551E+01   0.2589E+01
   272   0.5420E+01   0.3454E-06   0.2605E-05   0.2900E-04   0.1950E+05   0.4568E+01   0.2608E+01
   273   0.5440E+01   0.3151E-06   0.2467E-05   0.2655E-04   0.2137E+05   0.4585E+01   0.2627E+01
   274   0.5460E+01   0.2875E-06   0.2336E-05   0.2430E-04   0.2343E+05   0.4601E+01   0.2647E+01
   275   0.5480E+01   0.2622E-06   0.2213E-05   0.2224E-04   0.2569E+05   0.4618E+01   0.2666E+01
   276   0.5500E+01   0.2390E-06   0.2095E-05   0.2034E-04   0.2818E+05   0.4635E+01   0.2686E+01
   277   0.5520E+01   0.2178E-06   0.1984E-05   0.1860E-04   0.3093E+05   0.4652E+01   0.2705E+01
   278   0.5540E+01   0.1984E-06   0.1879E-05   0.1700E-04   0.3395E+05   0.4669E+01   0.2725E+01
   279   0.5560E+01   0.1807E-06   0.1779E-05   0.1554E-04   0.3728E+05   0.4686E+01   0.2744E+01
   280   0.5580E+01   0.1645E-06   0.1685E-05   0.1419E-04   0.4095E+05   0.4703E+01   0.2764E+01
   281   0.5600E+01   0.1497E-06   0.1596E-05   0.1296E-04   0.4499E+05   0.4719E+01   0.2784E+01
   282   0.5620E+01   0.1362E-06   0.1511E-05   0.1183E-04   0.4945E+05   0.4736E+01   0.2804E+01
   283   0.5640E+01   0.1239E-06   0.1431E-05   0.1079E-04   0.5437E+05   0.4753E+01   0.2824E+01
   284   0.5660E+01   0.1126E-06   0.1355E-05   0.9845E-05   0.5981E+05   0.4770E+01   0.2844E+01
   285   0.5680E+01   0.1024E-06   0.1283E-05   0.8977E-05   0.6580E+05   0.4787E+01   0.2864E+01
   286   0.5700E+01   0.9300E-07   0.1215E-05   0.8183E-05   0.7243E+05   0.4804E+01   0.2884E+01
   287   0.5720E+01   0.8446E-07   0.1151E-05   0.7457E-05   0.7974E+05   0.4821E+01   0.2905E+01
   288   0.5740E+01   0.7669E-07   0.1090E-05   0.6792E-05   0.8783E+05   0.4837E+01   0.2925E+01
   289   0.5760E+01   0.6960E-07   0.1032E-05   0.6185E-05   0.9677E+05   0.4854E+01   0.2945E+01
   290   0.5780E+01   0.6315E-07   0.9772E-06   0.5630E-05   0.1067E+06   0.4871E+01   0.2966E+01
   291   0.5800E+01   0.5728E-07   0.9254E-06   0.5123E-05   0.1176E+06   0.4888E+01   0.2987E+01
   292   0.5820E+01   0.5194E-07   0.8763E-06   0.4660E-05   0.1297E+06   0.4905E+01   0.3007E+01
   293   0.5840E+01   0.4708E-07   0.8299E-06   0.4238E-05   0.1431E+06   0.4922E+01   0.3028E+01
   294   0.5860E+01   0.4266E-07   0.7859E-06   0.3852E-05   0.1579E+06   0.4939E+01   0.3049E+01
   295   0.5880E+01   0.3864E-07   0.7442E-06   0.3500E-05   0.1743E+06   0.4955E+01   0.3069E+01
   296   0.5900E+01   0.3499E-07   0.7047E-06   0.3180E-05   0.1925E+06   0.4972E+01   0.3090E+01
   297   0.5920E+01   0.3167E-07   0.6674E-06   0.2887E-05   0.2127E+06   0.4989E+01   0.3111E+01
   298   0.5940E+01   0.2866E-07   0.6320E-06   0.2621E-05   0.2350E+06   0.5006E+01   0.3132E+01
   299   0.5960E+01   0.2592E-07   0.5985E-06   0.2378E-05   0.2598E+06   0.5023E+01   0.3154E+01
   300   0.5980E+01   0.2344E-07   0.5668E-06   0.2157E-05   0.2873E+06   0.5040E+01   0.3175E+01
   301   0.6000E+01   0.2119E-07   0.5367E-06   0.1956E-05   0.3179E+06   0.5057E+01   0.3196E+01
   302   0.6020E+01   0.1915E-07   0.5082E-06   0.1773E-05   0.3517E+06   0.5073E+01   0.3217E+01
   303   0.6040E+01   0.1730E-07   0.4813E-06   0.1607E-05   0.3894E+06   0.5090E+01   0.3239E+01
   304   0.6060E+01   0.1562E-07   0.4558E-06   0.1456E-05   0.4312E+06   0.5107E+01   0.3260E+01
   305   0.6080E+01   0.1410E-07   0.4316E-06   0.1318E-05   0.4776E+06   0.5124E+01   0.3282E+01
   306   0.6100E+01   0.1273E-07   0.4087E-06   0.1193E-05   0.5292E+06   0.5141E+01   0.3303E+01
   307   0.6120E+01   0.1148E-07   0.3871E-06   0.1080E-05   0.5867E+06   0.5158E+01   0.3325E+01
   308   0.6140E+01   0.1035E-07   0.3665E-06   0.9769E-06   0.6505E+06   0.5174E+01   0.3347E+01
   309   0.6160E+01   0.9334E-08   0.3471E-06   0.8834E-06   0.7216E+06   0.5191E+01   0.3369E+01
   310   0.6180E+01   0.8412E-08   0.3287E-06   0.7986E-06   0.8006E+06   0.5208E+01   0.3391E+01
   311   0.6200E+01   0.7579E-08   0.3113E-06   0.7217E-06   0.8887E+06   0.5225E+01   0.3413E+01
   312   0.6220E+01   0.6826E-08   0.2948E-06   0.6519E-06   0.9868E+06   0.5242E+01   0.3435E+01
   313   0.6240E+01   0.6145E-08   0.2791E-06   0.5887E-06   0.1096E+07   0.5259E+01   0.3457E+01
   314   0.6260E+01   0.5531E-08   0.2643E-06   0.5315E-06   0.1218E+07   0.5276E+01   0.3479E+01
   315   0.6280E+01   0.4976E-08   0.2503E-06   0.4796E-06   0.1354E+07   0.5292E+01   0.3501E+01
   316   0.6300E+01   0.4476E-08   0.2370E-06   0.4327E-06   0.1505E+07   0.5309E+01   0.3524E+01
   317   0.6320E+01   0.4024E-08   0.2245E-06   0.3902E-06   0.1674E+07   0.5326E+01   0.3546E+01
   318   0.6340E+01   0.3617E-08   0.2126E-06   0.3517E-06   0.1862E+07   0.5343E+01   0.3569E+01
   319   0.6360E+01   0.3250E-08   0.2013E-06   0.3170E-06   0.2073E+07   0.5360E+01   0.3591E+01
   320   0.6380E+01   0.2919E-08   0.1906E-06   0.2856E-06   0.2307E+07   0.5377E+01   0.3614E+01
   321   0.6400E+01   0.2621E-08   0.1805E-06   0.2572E-06   0.2570E+07   0.5394E+01   0.3636E+01
   322   0.6420E+01   0.2352E-08   0.1710E-06   0.2315E-06   0.2863E+07   0.5410E+01   0.3659E+01
   323   0.6440E+01   0.2111E-08   0.1619E-06   0.2083E-06   0.3191E+07   0.5427E+01   0.3682E+01
   324   0.6460E+01   0.1893E-08   0.1533E-06   0.1874E-06   0.3557E+07   0.5444E+01   0.3705E+01
   325   0.6480E+01   0.1698E-08   0.1452E-06   0.1686E-06   0.3967E+07   0.5461E+01   0.3728E+01
   326   0.6500E+01   0.1522E-08   0.1375E-06   0.1515E-06   0.4426E+07   0.5478E+01   0.3751E+01
   327   0.6520E+01   0.1364E-08   0.1302E-06   0.1362E-06   0.4939E+07   0.5495E+01   0.3774E+01
   328   0.6540E+01   0.1222E-08   0.1233E-06   0.1223E-06   0.5514E+07   0.5512E+01   0.3797E+01
   329   0.6560E+01   0.1094E-08   0.1168E-06   0.1099E-06   0.6157E+07   0.5528E+01   0.3820E+01
   330   0.6580E+01   0.9792E-09   0.1106E-06   0.9864E-07   0.6878E+07   0.5545E+01   0.3844E+01
   331   0.6600E+01   0.8763E-09   0.1047E-06   0.8853E-07   0.7686E+07   0.5562E+01   0.3867E+01
   332   0.6620E+01   0.7839E-09   0.9915E-07   0.7942E-07   0.8592E+07   0.5579E+01   0.3891E+01
   333   0.6640E+01   0.7010E-09   0.9389E-07   0.7123E-07   0.9608E+07   0.5596E+01   0.3914E+01
   334   0.6660E+01   0.6267E-09   0.8891E-07   0.6386E-07   0.1075E+08   0.5613E+01   0.3938E+01
   335   0.6680E+01   0.5600E-09   0.8420E-07   0.5723E-07   0.1203E+08   0.5630E+01   0.3962E+01
   336   0.6700E+01   0.5003E-09   0.7973E-07   0.5127E-07   0.1346E+08   0.5646E+01   0.3985E+01
   337   0.6720E+01   0.4468E-09   0.7551E-07   0.4592E-07   0.1507E+08   0.5663E+01   0.4009E+01
   338   0.6740E+01   0.3989E-09   0.7150E-07   0.4111E-07   0.1688E+08   0.5680E+01   0.4033E+01
   339   0.6760E+01   0.3560E-09   0.6771E-07   0.3679E-07   0.1892E+08   0.5697E+01   0.4057E+01
   340   0.6780E+01   0.3176E-09   0.6412E-07   0.3292E-07   0.2121E+08   0.5714E+01   0.4081E+01
   341   0.6800E+01   0.2833E-09   0.6072E-07   0.2944E-07   0.2378E+08   0.5731E+01   0.4105E+01
   342   0.6820E+01   0.2526E-09   0.5750E-07   0.2632E-07   0.2667E+08   0.5748E+01   0.4129E+01
   343   0.6840E+01   0.2251E-09   0.5445E-07   0.2353E-07   0.2992E+08   0.5764E+01   0.4154E+01
   344   0.6860E+01   0.2005E-09   0.5157E-07   0.2102E-07   0.3359E+08   0.5781E+01   0.4178E+01
   345   0.6880E+01   0.1786E-09   0.4883E-07   0.1877E-07   0.3771E+08   0.5798E+01   0.4202E+01
   346   0.6900E+01   0.1590E-09   0.4624E-07   0.1676E-07   0.4235E+08   0.5815E+01   0.4227E+01
   347   0.6920E+01   0.1415E-09   0.4379E-07   0.1496E-07   0.4758E+08   0.5832E+01   0.4251E+01
   348   0.6940E+01   0.1259E-09   0.4147E-07   0.1335E-07   0.5348E+08   0.5849E+01   0.4276E+01
   349   0.6960E+01   0.1120E-09   0.3927E-07   0.1190E-07   0.6013E+08   0.5866E+01   0.4301E+01
   350   0.6980E+01   0.9961E-10   0.3719E-07   0.1061E-07   0.6762E+08   0.5882E+01   0.4325E+01
   351   0.7000E+01   0.8854E-10   0.3522E-07   0.9460E-08   0.7608E+08   0.5899E+01   0.4350E+01
   352   0.7020E+01   0.7867E-10   0.3335E-07   0.8429E-08   0.8562E+08   0.5916E+01   0.4375E+01
   353   0.7040E+01   0.6988E-10   0.3158E-07   0.7507E-08   0.9639E+08   0.5933E+01   0.4400E+01
   354   0.7060E+01   0.6205E-10   0.2991E-07   0.6684E-08   0.1085E+09   0.5950E+01   0.4425E+01
   355   0.7080E+01   0.5508E-10   0.2832E-07   0.5949E-08   0.1223E+09   0.5967E+01   0.4450E+01
   356   0.7100E+01   0.4888E-10   0.2682E-07   0.5293E-08   0.1378E+09   0.5984E+01   0.4475E+01
   357   0.7120E+01   0.4336E-10   0.2540E-07   0.4708E-08   0.1554E+09   0.6000E+01   0.4501E+01
   358   0.7140E+01   0.3845E-10   0.2405E-07   0.4186E-08   0.1752E+09   0.6017E+01   0.4526E+01
   359   0.7160E+01   0.3408E-10   0.2278E-07   0.3721E-08   0.1976E+09   0.6034E+01   0.4551E+01
   360   0.7180E+01   0.3020E-10   0.2157E-07   0.3306E-08   0.2230E+09   0.6051E+01   0.4577E+01
   361   0.7200E+01   0.2675E-10   0.2042E-07   0.2937E-08   0.2517E+09   0.6068E+01   0.4602E+01
   362   0.7220E+01   0.2369E-10   0.1934E-07   0.2608E-08   0.2843E+09   0.6085E+01   0.4628E+01
   363   0.7240E+01   0.2097E-10   0.1832E-07   0.2315E-08   0.3211E+09   0.6102E+01   0.4654E+01
   364   0.7260E+01   0.1856E-10   0.1734E-07   0.2054E-08   0.3629E+09   0.6118E+01   0.4679E+01
   365   0.7280E+01   0.1642E-10   0.1643E-07   0.1822E-08   0.4102E+09   0.6135E+01   0.4705E+01
   366   0.7300E+01   0.1452E-10   0.1555E-07   0.1615E-08   0.4638E+09   0.6152E+01   0.4731E+01
   367   0.7320E+01   0.1284E-10   0.1473E-07   0.1432E-08   0.5246E+09   0.6169E+01   0.4757E+01
   368   0.7340E+01   0.1135E-10   0.1395E-07   0.1269E-08   0.5936E+09   0.6186E+01   0.4783E+01
   369   0.7360E+01   0.1002E-10   0.1321E-07   0.1124E-08   0.6719E+09   0.6203E+01   0.4809E+01
   370   0.7380E+01   0.8854E-11   0.1251E-07   0.9951E-09   0.7607E+09   0.6220E+01   0.4835E+01
   371   0.7400E+01   0.7817E-11   0.1185E-07   0.8808E-09   0.8616E+09   0.6236E+01   0.4862E+01
   372   0.7420E+01   0.6899E-11   0.1122E-07   0.7794E-09   0.9763E+09   0.6253E+01   0.4888E+01
   373   0.7440E+01   0.6087E-11   0.1062E-07   0.6895E-09   0.1107E+10   0.6270E+01   0.4914E+01
   374   0.7460E+01   0.5369E-11   0.1006E-07   0.6097E-09   0.1255E+10   0.6287E+01   0.4941E+01
   375   0.7480E+01   0.4734E-11   0.9526E-08   0.5389E-09   0.1423E+10   0.6304E+01   0.4967E+01
   376   0.7500E+01   0.4172E-11   0.9021E-08   0.4762E-09   0.1614E+10   0.6321E+01   0.4994E+01
   377   0.7520E+01   0.3676E-11   0.8543E-08   0.4207E-09   0.1832E+10   0.6337E+01   0.5020E+01
   378   0.7540E+01   0.3238E-11   0.8090E-08   0.3715E-09   0.2080E+10   0.6354E+01   0.5047E+01
   379   0.7560E+01   0.2851E-11   0.7661E-08   0.3279E-09   0.2362E+10   0.6371E+01   0.5074E+01
   380   0.7580E+01   0.2509E-11   0.7255E-08   0.2894E-09   0.2684E+10   0.6388E+01   0.5101E+01
   381   0.7600E+01   0.2208E-11   0.6870E-08   0.2553E-09   0.3050E+10   0.6405E+01   0.5128E+01
   382   0.7620E+01   0.1942E-11   0.6506E-08   0.2251E-09   0.3468E+10   0.6422E+01   0.5155E+01
   383   0.7640E+01   0.1708E-11   0.6161E-08   0.1984E-09   0.3944E+10   0.6439E+01   0.5182E+01
   384   0.7660E+01   0.1501E-11   0.5834E-08   0.1749E-09   0.4486E+10   0.6455E+01   0.5209E+01
   385   0.7680E+01   0.1319E-11   0.5525E-08   0.1541E-09   0.5105E+10   0.6472E+01   0.5236E+01
   386   0.7700E+01   0.1159E-11   0.5232E-08   0.1357E-09   0.5812E+10   0.6489E+01   0.5264E+01
   387   0.7720E+01   0.1018E-11   0.4954E-08   0.1194E-09   0.6619E+10   0.6506E+01   0.5291E+01
   388   0.7740E+01   0.8933E-12   0.4692E-08   0.1051E-09   0.7540E+10   0.6523E+01   0.5319E+01
   389   0.7760E+01   0.7839E-12   0.4443E-08   0.9246E-10   0.8592E+10   0.6540E+01   0.5346E+01
   390   0.7780E+01   0.6877E-12   0.4207E-08   0.8132E-10   0.9794E+10   0.6557E+01   0.5374E+01
   391   0.7800E+01   0.6031E-12   0.3984E-08   0.7149E-10   0.1117E+11   0.6573E+01   0.5401E+01
   392   0.7820E+01   0.5287E-12   0.3773E-08   0.6282E-10   0.1274E+11   0.6590E+01   0.5429E+01
   393   0.7840E+01   0.4633E-12   0.3573E-08   0.5519E-10   0.1454E+11   0.6607E+01   0.5457E+01
   394   0.7860E+01   0.4059E-12   0.3384E-08   0.4847E-10   0.1659E+11   0.6624E+01   0.5485E+01
   395   0.7880E+01   0.3555E-12   0.3204E-08   0.4255E-10   0.1895E+11   0.6641E+01   0.5513E+01
   396   0.7900E+01   0.3112E-12   0.3034E-08   0.3735E-10   0.2164E+11   0.6658E+01   0.5541E+01
   397   0.7920E+01   0.2724E-12   0.2873E-08   0.3276E-10   0.2473E+11   0.6675E+01   0.5569E+01
   398   0.7940E+01   0.2383E-12   0.2721E-08   0.2873E-10   0.2826E+11   0.6691E+01   0.5597E+01
   399   0.7960E+01   0.2084E-12   0.2577E-08   0.2519E-10   0.3232E+11   0.6708E+01   0.5625E+01
   400   0.7980E+01   0.1822E-12   0.2440E-08   0.2208E-10   0.3696E+11   0.6725E+01   0.5653E+01
   401   0.8000E+01   0.1593E-12   0.2311E-08   0.1934E-10   0.4229E+11   0.6742E+01   0.5682E+01
   402   0.8020E+01   0.1391E-12   0.2188E-08   0.1694E-10   0.4841E+11   0.6759E+01   0.5710E+01
   403   0.8040E+01   0.1215E-12   0.2072E-08   0.1483E-10   0.5542E+11   0.6776E+01   0.5739E+01
   404   0.8060E+01   0.1061E-12   0.1962E-08   0.1298E-10   0.6348E+11   0.6793E+01   0.5767E+01
   405   0.8080E+01   0.9262E-13   0.1858E-08   0.1136E-10   0.7272E+11   0.6809E+01   0.5796E+01
   406   0.8100E+01   0.8081E-13   0.1760E-08   0.9934E-11   0.8335E+11   0.6826E+01   0.5825E+01
   407   0.8120E+01   0.7049E-13   0.1666E-08   0.8685E-11   0.9556E+11   0.6843E+01   0.5854E+01
   408   0.8140E+01   0.6146E-13   0.1578E-08   0.7591E-11   0.1096E+12   0.6860E+01   0.5882E+01
   409   0.8160E+01   0.5357E-13   0.1494E-08   0.6632E-11   0.1257E+12   0.6877E+01   0.5911E+01
   410   0.8180E+01   0.4668E-13   0.1415E-08   0.5793E-11   0.1443E+12   0.6894E+01   0.5940E+01
   411   0.8200E+01   0.4066E-13   0.1340E-08   0.5058E-11   0.1656E+12   0.6911E+01   0.5969E+01
   412   0.8220E+01   0.3541E-13   0.1269E-08   0.4415E-11   0.1902E+12   0.6927E+01   0.5999E+01
   413   0.8240E+01   0.3082E-13   0.1202E-08   0.3852E-11   0.2185E+12   0.6944E+01   0.6028E+01
   414   0.8260E+01   0.2682E-13   0.1138E-08   0.3360E-11   0.2511E+12   0.6961E+01   0.6057E+01
   415   0.8280E+01   0.2333E-13   0.1078E-08   0.2929E-11   0.2887E+12   0.6978E+01   0.6087E+01
   416   0.8300E+01   0.2029E-13   0.1021E-08   0.2553E-11   0.3320E+12   0.6995E+01   0.6116E+01
   417   0.8320E+01   0.1764E-13   0.9665E-09   0.2225E-11   0.3819E+12   0.7012E+01   0.6145E+01
   418   0.8340E+01   0.1533E-13   0.9153E-09   0.1938E-11   0.4395E+12   0.7029E+01   0.6175E+01
   419   0.8360E+01   0.1331E-13   0.8667E-09   0.1687E-11   0.5059E+12   0.7045E+01   0.6205E+01
   420   0.8380E+01   0.1156E-13   0.8208E-09   0.1469E-11   0.5826E+12   0.7062E+01   0.6234E+01
   421   0.8400E+01   0.1004E-13   0.7773E-09   0.1278E-11   0.6710E+12   0.7079E+01   0.6264E+01
   422   0.8420E+01   0.8711E-14   0.7360E-09   0.1112E-11   0.7732E+12   0.7096E+01   0.6294E+01
   423   0.8440E+01   0.7557E-14   0.6970E-09   0.9666E-12   0.8913E+12   0.7113E+01   0.6324E+01
   424   0.8460E+01   0.6554E-14   0.6601E-09   0.8402E-12   0.1028E+13   0.7130E+01   0.6354E+01
   425   0.8480E+01   0.5682E-14   0.6251E-09   0.7301E-12   0.1185E+13   0.7147E+01   0.6384E+01
   426   0.8500E+01   0.4924E-14   0.5919E-09   0.6342E-12   0.1368E+13   0.7163E+01   0.6414E+01
   427   0.8520E+01   0.4266E-14   0.5605E-09   0.5507E-12   0.1579E+13   0.7180E+01   0.6444E+01
   428   0.8540E+01   0.3695E-14   0.5308E-09   0.4781E-12   0.1823E+13   0.7197E+01   0.6475E+01
   429   0.8560E+01   0.3199E-14   0.5027E-09   0.4148E-12   0.2105E+13   0.7214E+01   0.6505E+01
   430   0.8580E+01   0.2769E-14   0.4760E-09   0.3599E-12   0.2433E+13   0.7231E+01   0.6536E+01
   431   0.8600E+01   0.2396E-14   0.4508E-09   0.3120E-12   0.2812E+13   0.7248E+01   0.6566E+01
   432   0.8620E+01   0.2072E-14   0.4269E-09   0.2705E-12   0.3251E+13   0.7265E+01   0.6597E+01
   433   0.8640E+01   0.1791E-14   0.4042E-09   0.2344E-12   0.3760E+13   0.7281E+01   0.6627E+01
   434   0.8660E+01   0.1548E-14   0.3828E-09   0.2031E-12   0.4350E+13   0.7298E+01   0.6658E+01
   435   0.8680E+01   0.1338E-14   0.3625E-09   0.1758E-12   0.5034E+13   0.7315E+01   0.6689E+01
   436   0.8700E+01   0.1156E-14   0.3433E-09   0.1522E-12   0.5828E+13   0.7332E+01   0.6720E+01
   437   0.8720E+01   0.9978E-15   0.3251E-09   0.1317E-12   0.6750E+13   0.7349E+01   0.6751E+01
   438   0.8740E+01   0.8613E-15   0.3079E-09   0.1140E-12   0.7820E+13   0.7366E+01   0.6782E+01
   439   0.8760E+01   0.7432E-15   0.2915E-09   0.9856E-13   0.9063E+13   0.7383E+01   0.6813E+01
   440   0.8780E+01   0.6411E-15   0.2761E-09   0.8520E-13   0.1051E+14   0.7399E+01   0.6844E+01
   441   0.8800E+01   0.5528E-15   0.2614E-09   0.7363E-13   0.1218E+14   0.7416E+01   0.6875E+01
   442   0.8820E+01   0.4765E-15   0.2476E-09   0.6361E-13   0.1413E+14   0.7433E+01   0.6906E+01
   443   0.8840E+01   0.4106E-15   0.2344E-09   0.5494E-13   0.1640E+14   0.7450E+01   0.6938E+01
   444   0.8860E+01   0.3537E-15   0.2220E-09   0.4743E-13   0.1904E+14   0.7467E+01   0.6969E+01
   445   0.8880E+01   0.3046E-15   0.2102E-09   0.4093E-13   0.2211E+14   0.7484E+01   0.7001E+01
   446   0.8900E+01   0.2622E-15   0.1991E-09   0.3531E-13   0.2569E+14   0.7500E+01   0.7032E+01
   447   0.8920E+01   0.2256E-15   0.1885E-09   0.3045E-13   0.2985E+14   0.7517E+01   0.7064E+01
   448   0.8940E+01   0.1941E-15   0.1785E-09   0.2626E-13   0.3470E+14   0.7534E+01   0.7096E+01
   449   0.8960E+01   0.1669E-15   0.1691E-09   0.2263E-13   0.4035E+14   0.7551E+01   0.7127E+01
   450   0.8980E+01   0.1435E-15   0.1601E-09   0.1950E-13   0.4693E+14   0.7568E+01   0.7159E+01
   451   0.9000E+01   0.1233E-15   0.1516E-09   0.1679E-13   0.5461E+14   0.7585E+01   0.7191E+01
