TITLE  Energy scan of MOL-A by MOL-B
TITLE  CO_1 and CO_2
TITLE  Basis aug-cc-pVQZ and type MC
TITLE  Midbonds NONE and type weighted
TITLE  CalculationType: SAPT(DFT)
MOL-A  CO_1
MOL-B  CO_2
AUX-BASIS-TYPE-A  MC
AUX-BASIS-TYPE-B  MC
POINTS      50
ENERGY-UNITS  CM-1
LENGTH-UNITS  BOHR
ANGLE-UNITS  DEGREES
LABELS    INDEX         Rx            Ry            Rz            alpha         Nx            Ny            Nz             E(1)elst       E(2)ind        E(2)disp       E(1)exch       E(2)exind      E(2)exdisp     TotOverlap     Eelst-MP       Eind-MP        Edisp-MP       Delta     
       1 -0.6537900E+01  0.0000000E+00  0.3774700E+01  0.1800000E+03 -0.7071000E+00  0.0000000E+00 -0.7071000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6645869E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       2  0.0000000E+00 -0.5751400E+01  0.1485000E+01  0.6000000E+02  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8524971E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       3  0.0000000E+00  0.4320400E+01  0.4898900E+01  0.1200000E+03  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4211772E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       4 -0.5249900E+01 -0.5249900E+01  0.3003300E+01  0.9718000E+02  0.8819000E+00 -0.3333000E+00 -0.3333000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2182114E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       5  0.2398300E+01  0.2398300E+01  0.6130200E+01  0.1286800E+03  0.4804000E+00 -0.6202000E+00 -0.6202000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1871812E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       6 -0.4793200E+01  0.4793200E+01  0.8540000E+00  0.1120200E+03 -0.6742000E+00  0.5222000E+00 -0.5222000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1366795E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       7  0.3736600E+01 -0.3736600E+01  0.4230900E+01  0.1510400E+03 -0.2582000E+00  0.6831000E+00 -0.6831000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2006727E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       8 -0.2426800E+01  0.5858700E+01  0.2086200E+01  0.1552900E+03  0.5287000E+00  0.7842000E+00  0.3248000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1661984E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
       9  0.1579600E+01 -0.3813400E+01  0.5752800E+01  0.1396400E+03  0.8872000E+00  0.4262000E+00  0.1765000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1354745E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      10 -0.6141100E+01 -0.2543700E+01  0.4163000E+00  0.1532900E+03 -0.9830000E-01 -0.3808000E+00  0.9194000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6972949E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
