TITLE Distributed overlap energies
TITLE  water1 and water2
TITLE  Basis sadlej and type MC
TITLE  Midbonds NONE and type weighted
MOL-A  water1
AUX-BASIS-TYPE-A  DC
SITES-A +++ 
      O1       H1       H2      
MOL-B  water2
AUX-BASIS-TYPE-B  DC
SITES-B +++ 
      O1       H1       H2      
POINTS       8
ENERGY-UNITS  KJ/MOL
LENGTH-UNITS  BOHR
ANGLE-UNITS  DEGREES
SITE-A  O1      
LABELS    Rx            Ry            Rz            alpha         Nx            Ny            Nz               O1             H1             H2             O2             H3             H4      
  -0.6600200E+01  0.0000000E+00 -0.3684300E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.7300003E-06  0.1187999E-04  0.2534597E-09  0.3816725E+01  0.3673689E+00  0.1079756E+00
  -0.7425200E+01  0.0000000E+00 -0.4144900E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.4022526E-07  0.1113479E-05 -0.1857253E-10  0.2629667E+01  0.1466547E+00  0.7626914E-01
  -0.8250300E+01  0.0000000E+00 -0.4605400E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.2242852E-08  0.1114795E-06 -0.1442546E-11  0.2497152E+01  0.1999320E+00  0.8099925E-01
  -0.9900300E+01  0.0000000E+00 -0.5526500E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.2656188E-11  0.5641766E-09  0.1647295E-14  0.2778947E+01  0.3771295E+00  0.9761969E-01
END  H3      
SITE-A  H4      
LABELS    Rx            Ry            Rz            alpha         Nx            Ny            Nz               O1             H1             H2             O2             H3             H4      
  -0.3960100E+01  0.0000000E+00 -0.2210600E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.2776440E-02  0.5115822E-02  0.1042869E-04  0.1535540E+02  0.5697981E+00  0.2457233E+01
  -0.4290100E+01  0.0000000E+00 -0.2394800E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.1154407E-02  0.1715737E-02  0.3789856E-05  0.1304915E+02  0.4801306E+00  0.2158147E+01
  -0.4950200E+01  0.0000000E+00 -0.2763200E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.1899000E-03  0.6671038E-03  0.7863015E-06  0.1289987E+02  0.4561971E+00  0.2360560E+01
  -0.5775200E+01  0.0000000E+00 -0.3223800E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.1391687E-04  0.1172178E-03  0.2527564E-07  0.7445605E+01  0.2337887E+00  0.1128581E+01
  -0.6600200E+01  0.0000000E+00 -0.3684300E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.7299996E-06  0.1187998E-04  0.2534597E-09  0.3816721E+01  0.1079755E+00  0.3673680E+00
  -0.7425200E+01  0.0000000E+00 -0.4144900E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.4022523E-07  0.1113478E-05 -0.1857252E-10  0.2629664E+01  0.7626900E-01  0.1466540E+00
  -0.8250300E+01  0.0000000E+00 -0.4605400E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.2242850E-08  0.1114795E-06 -0.1442546E-11  0.2497149E+01  0.8099915E-01  0.1999315E+00
  -0.9900300E+01  0.0000000E+00 -0.5526500E+01  0.1331251E+03 -0.6372070E+00  0.6372070E+00 -0.4335150E+00 -0.2656188E-11  0.5641765E-09  0.1647296E-14  0.2778945E+01  0.9761962E-01  0.3771292E+00
END  H4      
END-FILE
